"統計年月","縣市","行政區域","售電量度數"
"10309","臺北市","松山區福成里",1054837
"10309","臺北市","松山區富錦里",2397775
"10309","臺北市","松山區富泰里",1973928
"10309","臺北市","松山區復建里",1945488
"10309","臺北市","松山區復盛里",2734934
"10309","臺北市","松山區復勢里",2524421
"10309","臺北市","松山區復源里",1357777
"10309","臺北市","松山區吉仁里",1769509
"10309","臺北市","松山區吉祥里",4049607
"10309","臺北市","松山區介壽里",1716200
"10309","臺北市","松山區精忠里",2048547
"10309","臺北市","松山區龍田里",3496710
"10309","臺北市","松山區美仁里",1198449
"10309","臺北市","松山區民福里",3207890
"10309","臺北市","松山區民有里",5553635
"10309","臺北市","松山區鵬程里",1840487
"10309","臺北市","松山區三民里",3167635
"10309","臺北市","松山區松基里",2636318
"10309","臺北市","松山區新東里",2135778
"10309","臺北市","松山區新聚里",3753270
"10309","臺北市","松山區新益里",1786595
"10309","臺北市","松山區中華里",3018417
"10309","臺北市","松山區中崙里",1581447
"10309","臺北市","松山區中正里",4946497
"10309","臺北市","松山區莊敬里",1971565
"10309","臺北市","松山區自強里",3137306
"10309","臺北市","萬華區保德里",1261720
"10309","臺北市","萬華區菜園里",2598888
"10309","臺北市","萬華區頂碩里",2999580
"10309","臺北市","萬華區福星里",2755448
"10309","臺北市","萬華區福音里",1688866
"10309","臺北市","萬華區富福里",2062576
"10309","臺北市","萬華區富民里",2474491
"10309","臺北市","萬華區和德里",2568429
"10309","臺北市","萬華區和平里",2495820
"10309","臺北市","萬華區華江里",3472576
"10309","臺北市","萬華區華中里",2395020
"10309","臺北市","萬華區錦德里",2309824
"10309","臺北市","萬華區凌霄里",1322218
"10309","臺北市","萬華區柳鄉里",2119938
"10309","臺北市","萬華區綠堤里",1678457
"10309","臺北市","萬華區銘德里",1706879
"10309","臺北市","萬華區青山里",3456032
"10309","臺北市","萬華區全德里",1474456
"10309","臺北市","萬華區仁德里",2409040
"10309","臺北市","萬華區日善里",1340324
"10309","臺北市","萬華區日祥里",1944318
"10309","臺北市","萬華區榮德里",1369513
"10309","臺北市","萬華區壽德里",1765581
"10309","臺北市","萬華區雙園里",1872634
"10309","臺北市","萬華區糖部里",0
"10309","臺北市","萬華區騰雲里",1181348
"10309","臺北市","萬華區萬壽里",2197872
"10309","臺北市","萬華區西門里",2352542
"10309","臺北市","萬華區孝德里",1258182
"10309","臺北市","萬華區新安里",1997602
"10309","臺北市","萬華區新和里",3010767
"10309","臺北市","萬華區新起里",3531705
"10309","臺北市","萬華區新忠里",1244928
"10309","臺北市","萬華區興德里",1770339
"10309","臺北市","萬華區忠德里",1700261
"10309","臺北市","萬華區忠貞里",1591303
"10309","臺北市","文山區博嘉里",2175684
"10309","臺北市","文山區華興里",3615415
"10309","臺北市","文山區景東里",1924186
"10309","臺北市","文山區景華里",1869003
"10309","臺北市","文山區景美里",1349230
"10309","臺北市","文山區景慶里",1489483
"10309","臺北市","文山區景仁里",1543267
"10309","臺北市","文山區景行里",2558998
"10309","臺北市","文山區老泉里",262049
"10309","臺北市","文山區明興里",2504393
"10309","臺北市","文山區明義里",1680459
"10309","臺北市","文山區木柵里",3922660
"10309","臺北市","文山區木新里",3459985
"10309","臺北市","文山區試院里",2899426
"10309","臺北市","文山區順興里",2606594
"10309","臺北市","文山區萬芳里",3277362
"10309","臺北市","文山區萬和里",1264302
"10309","臺北市","文山區萬隆里",2190597
"10309","臺北市","文山區萬美里",2976427
"10309","臺北市","文山區萬年里",1682407
"10309","臺北市","文山區萬盛里",1691682
"10309","臺北市","文山區萬祥里",1661618
"10309","臺北市","文山區萬興里",3435951
"10309","臺北市","文山區萬有里",1737262
"10309","臺北市","文山區興安里",2258633
"10309","臺北市","文山區興邦里",1541467
"10309","臺北市","文山區興昌里",2357923
"10309","臺北市","文山區興得里",2088072
"10309","臺北市","文山區興豐里",1543990
"10309","臺北市","文山區興福里",1601756
"10309","臺北市","文山區興光里",1411018
"10309","臺北市","文山區興家里",2552594
"10309","臺北市","文山區興泰里",1497182
"10309","臺北市","文山區興旺里",2533951
"10309","臺北市","文山區興業里",2009579
"10309","臺北市","文山區樟腳里",2140710
"10309","臺北市","文山區樟林里",2053850
"10309","臺北市","文山區樟樹里",1776779
"10309","臺北市","文山區樟文里",2315303
"10309","臺北市","文山區樟新里",2171657
"10309","臺北市","文山區政大里",3247184
"10309","臺北市","文山區指南里",1427674
"10309","臺北市","文山區忠順里",1738636
"10309","臺北市","信義區安康里",7903334
"10309","臺北市","信義區大道里",2844954
"10309","臺北市","信義區大仁里",1614622
"10309","臺北市","信義區敦厚里",2548424
"10309","臺北市","信義區富台里",2158537
"10309","臺北市","信義區廣居里",3526759
"10309","臺北市","信義區國業里",3155490
"10309","臺北市","信義區惠安里",2293941
"10309","臺北市","信義區嘉興里",1513236
"10309","臺北市","信義區景聯里",2306343
"10309","臺北市","信義區景勤里",1714142
"10309","臺北市","信義區景新里",2952059
"10309","臺北市","信義區黎安里",371722
"10309","臺北市","信義區黎平里",3479156
"10309","臺北市","信義區黎順里",2180730
"10309","臺北市","信義區黎忠里",1983284
"10309","臺北市","信義區六合里",2622092
"10309","臺北市","信義區六藝里",1522292
"10309","臺北市","信義區三犁里",2708384
"10309","臺北市","信義區三張里",3933524
"10309","臺北市","信義區雙和里",2912861
"10309","臺北市","信義區四維里",2207802
"10309","臺北市","信義區四育里",2449659
"10309","臺北市","信義區松光里",2397029
"10309","臺北市","信義區松隆里",795139
"10309","臺北市","信義區松友里",2405177
"10309","臺北市","信義區泰和里",2602129
"10309","臺北市","信義區五常里",1630766
"10309","臺北市","信義區五全里",2321616
"10309","臺北市","信義區西村里",1362044
"10309","臺北市","信義區新仁里",1993733
"10309","臺北市","信義區興隆里",1533146
"10309","臺北市","信義區興雅里",3009471
"10309","臺北市","信義區雅祥里",1934916
"10309","臺北市","信義區永春里",2363971
"10309","臺北市","信義區永吉里",1941381
"10309","臺北市","信義區長春里",2205993
"10309","臺北市","信義區正和里",1824525
"10309","臺北市","信義區中坡里",1774657
"10309","臺北市","信義區中行里",2883787
"10309","臺北市","信義區中興里",2343904
"10309","臺北市","中山區北安里",1009579
"10309","臺北市","中山區成功里",5849912
"10309","臺北市","中山區大佳里",446355
"10309","臺北市","中山區大直里",4640747
"10309","臺北市","中山區復華里",3097174
"10309","臺北市","中山區恆安里",3546586
"10309","臺北市","中山區集英里",3962684
"10309","臺北市","中山區劍潭里",1499623
"10309","臺北市","中山區江寧里",3781470
"10309","臺北市","中山區江山里",4070326
"10309","臺北市","中山區金泰里",5634850
"10309","臺北市","中山區聚盛里",3059056
"10309","臺北市","中山區聚葉里",2543342
"10309","臺北市","中山區康樂里",2115103
"10309","臺北市","中山區力行里",4200897
"10309","臺北市","中山區龍洲里",2020461
"10309","臺北市","中山區民安里",3258866
"10309","臺北市","中山區埤頭里",1653899
"10309","臺北市","中山區晴光里",3901346
"10309","臺北市","中山區松江里",3803111
"10309","臺北市","中山區下埤里",3566438
"10309","臺北市","中山區新福里",2801958
"10309","臺北市","中山區新生里",3148238
"10309","臺北市","中山區新喜里",2414901
"10309","臺北市","中山區新庄里",2517432
"10309","臺北市","中山區行仁里",3480610
"10309","臺北市","中山區行孝里",1776577
"10309","臺北市","中山區行政里",2858676
"10309","臺北市","中山區興亞里",3134881
"10309","臺北市","中山區永安里",5184710
"10309","臺北市","中山區圓山里",2432532
"10309","臺北市","中山區正得里",3011877
"10309","臺北市","中山區正守里",1846352
"10309","臺北市","中山區正義里",4286448
"10309","臺北市","中山區中吉里",3431700
"10309","臺北市","中山區中山里",4869503
"10309","臺北市","中山區中央里",2190794
"10309","臺北市","中山區中原里",2927044
"10309","臺北市","中山區中庄里",3420924
"10309","臺北市","中山區朱馥里",3039265
"10309","臺北市","中山區朱崙里",1924374
"10309","臺北市","中山區朱園里",3002555
"10309","臺北市","中正區愛國里",1296140
"10309","臺北市","中正區板溪里",1654271
"10309","臺北市","中正區頂東里",2952228
"10309","臺北市","中正區東門里",1401809
"10309","臺北市","中正區富水里",769828
"10309","臺北市","中正區光復里",3195586
"10309","臺北市","中正區河堤里",2201473
"10309","臺北市","中正區建國里",628933
"10309","臺北市","中正區黎明里",3648230
"10309","臺北市","中正區林興里",1701182
"10309","臺北市","中正區龍福里",1897354
"10309","臺北市","中正區龍光里",1034814
"10309","臺北市","中正區龍興里",965126
"10309","臺北市","中正區梅花里",2967733
"10309","臺北市","中正區南福里",3839164
"10309","臺北市","中正區南門里",1189459
"10309","臺北市","中正區三愛里",4458585
"10309","臺北市","中正區廈安里",1226173
"10309","臺北市","中正區水源里",1561960
"10309","臺北市","中正區網溪里",2171798
"10309","臺北市","中正區文北里",3079952
"10309","臺北市","中正區文盛里",1278763
"10309","臺北市","中正區文祥里",3039966
"10309","臺北市","中正區新營里",3644410
"10309","臺北市","中正區幸福里",2763072
"10309","臺北市","中正區幸市里",2720354
"10309","臺北市","中正區螢圃里",2385641
"10309","臺北市","中正區螢雪里",1929860
"10309","臺北市","中正區永昌里",1762665
"10309","臺北市","中正區永功里",2008026
"10309","臺北市","中正區忠勤里",2401089
"10311","臺北市","北投區八仙里",1099841
"10311","臺北市","北投區大同里",1252667
"10311","臺北市","北投區大屯里",331349
"10311","臺北市","北投區稻香里",969922
"10311","臺北市","北投區東華里",816856
"10311","臺北市","北投區豐年里",697194
"10311","臺北市","北投區福興里",1217690
"10311","臺北市","北投區關渡里",2354711
"10311","臺北市","北投區湖山里",597106
"10311","臺北市","北投區湖田里",221928
"10311","臺北市","北投區吉利里",1007464
"10311","臺北市","北投區吉慶里",899090
"10311","臺北市","北投區建民里",870716
"10311","臺北市","北投區開明里",1946262
"10311","臺北市","北投區立農里",1528440
"10311","臺北市","北投區立賢里",1035069
"10311","臺北市","北投區林泉里",922024
"10311","臺北市","北投區奇岩里",3024268
"10311","臺北市","北投區清江里",1510813
"10311","臺北市","北投區泉源里",771001
"10311","臺北市","北投區榮光里",1219122
"10311","臺北市","北投區榮華里",1737309
"10311","臺北市","北投區石牌里",1359143
"10311","臺北市","北投區桃源里",937629
"10311","臺北市","北投區溫泉里",1936331
"10311","臺北市","北投區文化里",1150934
"10311","臺北市","北投區文林里",1015110
"10311","臺北市","北投區秀山里",629395
"10311","臺北市","北投區一德里",1627384
"10311","臺北市","北投區永和里",2334666
"10311","臺北市","北投區永明里",950109
"10311","臺北市","北投區永欣里",1583597
"10311","臺北市","北投區裕民里",1615104
"10311","臺北市","北投區長安里",1820327
"10311","臺北市","北投區振華里",1450001
"10311","臺北市","北投區智仁里",1204346
"10311","臺北市","北投區中和里",1396034
"10311","臺北市","北投區中心里",1878398
"10311","臺北市","北投區中央里",2354831
"10311","臺北市","北投區中庸里",794402
"10311","臺北市","北投區洲美里",361300
"10311","臺北市","北投區尊賢里",764842
"10311","臺北市","大安區昌隆里",1027623
"10311","臺北市","大安區車層里",2410860
"10311","臺北市","大安區誠安里",1427604
"10311","臺北市","大安區大學里",1735679
"10311","臺北市","大安區德安里",1618965
"10311","臺北市","大安區敦安里",2302425
"10311","臺北市","大安區敦煌里",1999507
"10311","臺北市","大安區法治里",1415468
"10311","臺北市","大安區芳和里",1145249
"10311","臺北市","大安區福住里",1793412
"10311","臺北市","大安區古風里",1239342
"10311","臺北市","大安區古莊里",2563745
"10311","臺北市","大安區光明里",861356
"10311","臺北市","大安區光武里",3023460
"10311","臺北市","大安區光信里",2414077
"10311","臺北市","大安區和安里",1550807
"10311","臺北市","大安區虎嘯里",1237870
"10311","臺北市","大安區華聲里",1232174
"10311","臺北市","大安區建安里",2266043
"10311","臺北市","大安區建倫里",2791300
"10311","臺北市","大安區錦安里",1634600
"10311","臺北市","大安區錦華里",1448868
"10311","臺北市","大安區錦泰里",761155
"10311","臺北市","大安區黎和里",906388
"10311","臺北市","大安區黎孝里",1532404
"10311","臺北市","大安區黎元里",1130623
"10311","臺北市","大安區臨江里",1371874
"10311","臺北市","大安區龍安里",1492084
"10311","臺北市","大安區龍門里",1352068
"10311","臺北市","大安區龍坡里",651316
"10311","臺北市","大安區龍泉里",1534680
"10311","臺北市","大安區龍生里",1808714
"10311","臺北市","大安區龍圖里",2280704
"10311","臺北市","大安區龍淵里",2163478
"10311","臺北市","大安區龍雲里",1373173
"10311","臺北市","大安區龍陣里",1247394
"10311","臺北市","大安區民輝里",3003405
"10311","臺北市","大安區民炤里",2382097
"10311","臺北市","大安區全安里",1679050
"10311","臺北市","大安區群賢里",1806328
"10311","臺北市","大安區群英里",1207480
"10311","臺北市","大安區仁愛里",2380183
"10311","臺北市","大安區仁慈里",1402355
"10311","臺北市","大安區通安里",1798784
"10311","臺北市","大安區通化里",2108249
"10311","臺北市","大安區臥龍里",771107
"10311","臺北市","大安區新龍里",1604568
"10311","臺北市","大安區學府里",687186
"10311","臺北市","大安區義安里",2091421
"10311","臺北市","大安區義村里",1687403
"10311","臺北市","大安區永康里",1028635
"10311","臺北市","大安區正聲里",1417135
"10311","臺北市","大安區住安里",1605207
"10311","臺北市","大同區保安里",1312652
"10311","臺北市","大同區朝陽里",1823403
"10311","臺北市","大同區大有里",1300657
"10311","臺北市","大同區光能里",1484041
"10311","臺北市","大同區國慶里",1472130
"10311","臺北市","大同區國順里",537506
"10311","臺北市","大同區建功里",1435646
"10311","臺北市","大同區建明里",1568799
"10311","臺北市","大同區建泰里",1323760
"10311","臺北市","大同區景星里",647367
"10311","臺北市","大同區老師里",1662835
"10311","臺北市","大同區鄰江里",1834687
"10311","臺北市","大同區隆和里",772714
"10311","臺北市","大同區民權里",2187706
"10311","臺北市","大同區南芳里",968577
"10311","臺北市","大同區蓬萊里",1180952
"10311","臺北市","大同區雙連里",2806886
"10311","臺北市","大同區斯文里",1257756
"10311","臺北市","大同區星明里",2128609
"10311","臺北市","大同區延平里",1099680
"10311","臺北市","大同區揚雅里",785909
"10311","臺北市","大同區永樂里",2320018
"10311","臺北市","大同區玉泉里",1122776
"10311","臺北市","大同區至聖里",2443277
"10311","臺北市","大同區重慶里",2028121
"10311","臺北市","南港區百福里",1104670
"10311","臺北市","南港區成福里",1554748
"10311","臺北市","南港區東明里",1528131
"10311","臺北市","南港區東新里",1929101
"10311","臺北市","南港區合成里",1866381
"10311","臺北市","南港區鴻福里",1094330
"10311","臺北市","南港區九如里",1216242
"10311","臺北市","南港區舊莊里",1328685
"10311","臺北市","南港區聯成里",1375803
"10311","臺北市","南港區南港里",2677770
"10311","臺北市","南港區仁福里",1123205
"10311","臺北市","南港區三重里",2252650
"10311","臺北市","南港區萬福里",1142540
"10311","臺北市","南港區西新里",1412261
"10311","臺北市","南港區新富里",717836
"10311","臺北市","南港區新光里",839346
"10311","臺北市","南港區玉成里",1664487
"10311","臺北市","南港區中南里",579877
"10311","臺北市","南港區中研里",1319484
"10311","臺北市","南港區重陽里",1929026
"10311","臺北市","內湖區安湖里",1164917
"10311","臺北市","內湖區安泰里",913455
"10311","臺北市","內湖區寶湖里",2715784
"10311","臺北市","內湖區碧山里",1321470
"10311","臺北市","內湖區大湖里",1510996
"10311","臺北市","內湖區東湖里",1248059
"10311","臺北市","內湖區港都里",1359272
"10311","臺北市","內湖區港富里",2655751
"10311","臺北市","內湖區港華里",1919602
"10311","臺北市","內湖區港墘里",2624542
"10311","臺北市","內湖區湖濱里",2644785
"10311","臺北市","內湖區湖興里",2306014
"10311","臺北市","內湖區湖元里",3851809
"10311","臺北市","內湖區葫洲里",1356360
"10311","臺北市","內湖區金湖里",2710391
"10311","臺北市","內湖區金龍里",1142263
"10311","臺北市","內湖區金瑞里",1232417
"10311","臺北市","內湖區康寧里",1921975
"10311","臺北市","內湖區樂康里",1189399
"10311","臺北市","內湖區麗山里",1643757
"10311","臺北市","內湖區蘆洲里",246227
"10311","臺北市","內湖區明湖里",899852
"10311","臺北市","內湖區南湖里",896371
"10311","臺北市","內湖區內溝里",861122
"10311","臺北市","內湖區內湖里",1664268
"10311","臺北市","內湖區清白里",1907347
"10311","臺北市","內湖區瑞光里",1310129
"10311","臺北市","內湖區瑞陽里",2353419
"10311","臺北市","內湖區石潭里",1896796
"10311","臺北市","內湖區五分里",1585876
"10311","臺北市","內湖區西安里",1612801
"10311","臺北市","內湖區西湖里",2638082
"10311","臺北市","內湖區西康里",3144288
"10311","臺北市","內湖區行善里",2223734
"10311","臺北市","內湖區秀湖里",1272261
"10311","臺北市","內湖區週美里",3082868
"10311","臺北市","內湖區紫星里",1325766
"10311","臺北市","內湖區紫陽里",2375910
"10311","臺北市","內湖區紫雲里",947645
"10311","臺北市","士林區百齡里",1729706
"10311","臺北市","士林區承德里",2372042
"10311","臺北市","士林區翠山里",589490
"10311","臺北市","士林區德華里",1237439
"10311","臺北市","士林區德行里",1135759
"10311","臺北市","士林區東山里",1307433
"10311","臺北市","士林區福安里",1210487
"10311","臺北市","士林區福德里",2065263
"10311","臺北市","士林區福華里",1651162
"10311","臺北市","士林區福佳里",2457498
"10311","臺北市","士林區福林里",1106688
"10311","臺北市","士林區福順里",1610222
"10311","臺北市","士林區福志里",2201888
"10311","臺北市","士林區福中里",1943316
"10311","臺北市","士林區富光里",1595220
"10311","臺北市","士林區富洲里",1383053
"10311","臺北市","士林區公館里",481692
"10311","臺北市","士林區後港里",2316702
"10311","臺北市","士林區葫東里",1163183
"10311","臺北市","士林區葫蘆里",2100289
"10311","臺北市","士林區菁山里",507594
"10311","臺北市","士林區舊佳里",1684270
"10311","臺北市","士林區蘭興里",1627829
"10311","臺北市","士林區蘭雅里",2156931
"10311","臺北市","士林區臨溪里",1438208
"10311","臺北市","士林區名山里",1608140
"10311","臺北市","士林區明勝里",1535090
"10311","臺北市","士林區平等里",370340
"10311","臺北市","士林區前港里",1316267
"10311","臺北市","士林區仁勇里",1574939
"10311","臺北市","士林區三玉里",1654346
"10311","臺北市","士林區社新里",2706565
"10311","臺北市","士林區社園里",2078358
"10311","臺北市","士林區社子里",1975362
"10311","臺北市","士林區聖山里",1204967
"10311","臺北市","士林區天福里",1587826
"10311","臺北市","士林區天和里",1833332
"10311","臺北市","士林區天祿里",1447132
"10311","臺北市","士林區天母里",2361637
"10311","臺北市","士林區天山里",2032813
"10311","臺北市","士林區天壽里",1721992
"10311","臺北市","士林區天玉里",2440010
"10311","臺北市","士林區溪山里",450610
"10311","臺北市","士林區新安里",806404
"10311","臺北市","士林區岩山里",895327
"10311","臺北市","士林區陽明里",2451918
"10311","臺北市","士林區義信里",1406211
"10311","臺北市","士林區永福里",854318
"10311","臺北市","士林區永倫里",2246397
"10311","臺北市","士林區芝山里",1977672
"10311","臺北市","士林區忠誠里",1502621
"10311","臺北市","松山區安平里",2051094
"10311","臺北市","松山區慈祐里",2277330
"10311","臺北市","松山區東昌里",926442
"10311","臺北市","松山區東光里",1614846
"10311","臺北市","松山區東榮里",3017034
"10311","臺北市","松山區東勢里",1065959
"10311","臺北市","松山區敦化里",1975291
"10311","臺北市","松山區福成里",607212
"10311","臺北市","松山區富錦里",1856431
"10311","臺北市","松山區富泰里",1060682
"10311","臺北市","松山區復建里",1142433
"10311","臺北市","松山區復盛里",1552591
"10311","臺北市","松山區復勢里",1547335
"10311","臺北市","松山區復源里",780628
"10311","臺北市","松山區吉仁里",1020470
"10311","臺北市","松山區吉祥里",2281609
"10311","臺北市","松山區介壽里",961395
"10311","臺北市","松山區精忠里",1643740
"10311","臺北市","松山區龍田里",2155884
"10311","臺北市","松山區美仁里",707591
"10311","臺北市","松山區民福里",2511523
"10311","臺北市","松山區民有里",4405367
"10311","臺北市","松山區鵬程里",1086834
"10311","臺北市","松山區三民里",2142087
"10311","臺北市","松山區松基里",1655329
"10311","臺北市","松山區新東里",1291271
"10311","臺北市","松山區新聚里",2217449
"10311","臺北市","松山區新益里",1169213
"10311","臺北市","松山區中華里",2138171
"10311","臺北市","松山區中崙里",990131
"10311","臺北市","松山區中正里",3110337
"10311","臺北市","松山區莊敬里",1352134
"10311","臺北市","松山區自強里",1734034
"10311","臺北市","萬華區保德里",686907
"10311","臺北市","萬華區菜園里",1651237
"10311","臺北市","萬華區頂碩里",2004460
"10311","臺北市","萬華區福星里",1652930
"10311","臺北市","萬華區福音里",1059148
"10311","臺北市","萬華區富福里",1476771
"10311","臺北市","萬華區富民里",1430189
"10311","臺北市","萬華區和德里",1412726
"10311","臺北市","萬華區和平里",1341883
"10311","臺北市","萬華區華江里",2429048
"10311","臺北市","萬華區華中里",1284206
"10311","臺北市","萬華區錦德里",1660742
"10311","臺北市","萬華區凌霄里",948521
"10311","臺北市","萬華區柳鄉里",1372635
"10311","臺北市","萬華區綠堤里",1211123
"10311","臺北市","萬華區銘德里",903681
"10311","臺北市","萬華區青山里",2098999
"10311","臺北市","萬華區全德里",782502
"10311","臺北市","萬華區仁德里",1476006
"10311","臺北市","萬華區日善里",719649
"10311","臺北市","萬華區日祥里",1043135
"10311","臺北市","萬華區榮德里",757011
"10311","臺北市","萬華區壽德里",939314
"10311","臺北市","萬華區雙園里",1223918
"10311","臺北市","萬華區糖部里",0
"10311","臺北市","萬華區騰雲里",835682
"10311","臺北市","萬華區萬壽里",1658115
"10311","臺北市","萬華區西門里",1725475
"10311","臺北市","萬華區孝德里",760135
"10311","臺北市","萬華區新安里",1352770
"10311","臺北市","萬華區新和里",2109129
"10311","臺北市","萬華區新起里",1996050
"10311","臺北市","萬華區新忠里",874633
"10311","臺北市","萬華區興德里",962443
"10311","臺北市","萬華區忠德里",1202756
"10311","臺北市","萬華區忠貞里",1142042
"10311","臺北市","文山區博嘉里",1424042
"10311","臺北市","文山區華興里",3127895
"10311","臺北市","文山區景東里",1095391
"10311","臺北市","文山區景華里",1086085
"10311","臺北市","文山區景美里",732163
"10311","臺北市","文山區景慶里",816604
"10311","臺北市","文山區景仁里",840916
"10311","臺北市","文山區景行里",1595974
"10311","臺北市","文山區老泉里",207965
"10311","臺北市","文山區明興里",1651525
"10311","臺北市","文山區明義里",1269486
"10311","臺北市","文山區木柵里",2659784
"10311","臺北市","文山區木新里",2486448
"10311","臺北市","文山區試院里",2322436
"10311","臺北市","文山區順興里",1898550
"10311","臺北市","文山區萬芳里",2177661
"10311","臺北市","文山區萬和里",766534
"10311","臺北市","文山區萬隆里",1215489
"10311","臺北市","文山區萬美里",1867256
"10311","臺北市","文山區萬年里",1008943
"10311","臺北市","文山區萬盛里",1056704
"10311","臺北市","文山區萬祥里",906107
"10311","臺北市","文山區萬興里",2232583
"10311","臺北市","文山區萬有里",986904
"10311","臺北市","文山區興安里",1333033
"10311","臺北市","文山區興邦里",934017
"10311","臺北市","文山區興昌里",1409546
"10311","臺北市","文山區興得里",1320232
"10311","臺北市","文山區興豐里",970680
"10311","臺北市","文山區興福里",965745
"10311","臺北市","文山區興光里",881136
"10311","臺北市","文山區興家里",1667696
"10311","臺北市","文山區興泰里",894731
"10311","臺北市","文山區興旺里",1566347
"10311","臺北市","文山區興業里",1185946
"10311","臺北市","文山區樟腳里",1556477
"10311","臺北市","文山區樟林里",1570237
"10311","臺北市","文山區樟樹里",1279377
"10311","臺北市","文山區樟文里",1709118
"10311","臺北市","文山區樟新里",1540620
"10311","臺北市","文山區政大里",2143707
"10311","臺北市","文山區指南里",1047647
"10311","臺北市","文山區忠順里",1268675
"10311","臺北市","信義區安康里",4823164
"10311","臺北市","信義區大道里",1957020
"10311","臺北市","信義區大仁里",1120562
"10311","臺北市","信義區敦厚里",2010641
"10311","臺北市","信義區富台里",1605635
"10311","臺北市","信義區廣居里",2123251
"10311","臺北市","信義區國業里",1908061
"10311","臺北市","信義區惠安里",1356836
"10311","臺北市","信義區嘉興里",966451
"10311","臺北市","信義區景聯里",1445453
"10311","臺北市","信義區景勤里",1113254
"10311","臺北市","信義區景新里",1617905
"10311","臺北市","信義區黎安里",254783
"10311","臺北市","信義區黎平里",2231501
"10311","臺北市","信義區黎順里",1426981
"10311","臺北市","信義區黎忠里",1277456
"10311","臺北市","信義區六合里",1664104
"10311","臺北市","信義區六藝里",1177609
"10311","臺北市","信義區三犁里",1575474
"10311","臺北市","信義區三張里",2216818
"10311","臺北市","信義區雙和里",1865109
"10311","臺北市","信義區四維里",1579401
"10311","臺北市","信義區四育里",1318962
"10311","臺北市","信義區松光里",1535603
"10311","臺北市","信義區松隆里",555784
"10311","臺北市","信義區松友里",1544361
"10311","臺北市","信義區泰和里",1625377
"10311","臺北市","信義區五常里",913344
"10311","臺北市","信義區五全里",1737349
"10311","臺北市","信義區西村里",753773
"10311","臺北市","信義區新仁里",1247106
"10311","臺北市","信義區興隆里",930341
"10311","臺北市","信義區興雅里",2394004
"10311","臺北市","信義區雅祥里",1042981
"10311","臺北市","信義區永春里",1722148
"10311","臺北市","信義區永吉里",1192476
"10311","臺北市","信義區長春里",1662824
"10311","臺北市","信義區正和里",1015714
"10311","臺北市","信義區中坡里",1282669
"10311","臺北市","信義區中行里",2081918
"10311","臺北市","信義區中興里",1505166
"10311","臺北市","中山區北安里",632510
"10311","臺北市","中山區成功里",3781232
"10311","臺北市","中山區大佳里",363162
"10311","臺北市","中山區大直里",2908868
"10311","臺北市","中山區復華里",1889022
"10311","臺北市","中山區恆安里",2901674
"10311","臺北市","中山區集英里",2342306
"10311","臺北市","中山區劍潭里",944016
"10311","臺北市","中山區江寧里",2515249
"10311","臺北市","中山區江山里",2843147
"10311","臺北市","中山區金泰里",3486907
"10311","臺北市","中山區聚盛里",1945557
"10311","臺北市","中山區聚葉里",1433010
"10311","臺北市","中山區康樂里",1655462
"10311","臺北市","中山區力行里",2572453
"10311","臺北市","中山區龍洲里",1052275
"10311","臺北市","中山區民安里",2276623
"10311","臺北市","中山區埤頭里",1013160
"10311","臺北市","中山區晴光里",3164178
"10311","臺北市","中山區松江里",2533474
"10311","臺北市","中山區下埤里",1973159
"10311","臺北市","中山區新福里",1889123
"10311","臺北市","中山區新生里",1792180
"10311","臺北市","中山區新喜里",1276162
"10311","臺北市","中山區新庄里",1932084
"10311","臺北市","中山區行仁里",1961549
"10311","臺北市","中山區行孝里",972222
"10311","臺北市","中山區行政里",1611734
"10311","臺北市","中山區興亞里",2017114
"10311","臺北市","中山區永安里",2949291
"10311","臺北市","中山區圓山里",1370364
"10311","臺北市","中山區正得里",1890035
"10311","臺北市","中山區正守里",1107059
"10311","臺北市","中山區正義里",2739131
"10311","臺北市","中山區中吉里",2744771
"10311","臺北市","中山區中山里",3539290
"10311","臺北市","中山區中央里",1432582
"10311","臺北市","中山區中原里",2403516
"10311","臺北市","中山區中庄里",2708278
"10311","臺北市","中山區朱馥里",2178403
"10311","臺北市","中山區朱崙里",1211865
"10311","臺北市","中山區朱園里",1932594
"10311","臺北市","中正區愛國里",919179
"10311","臺北市","中正區板溪里",1011493
"10311","臺北市","中正區頂東里",1962065
"10311","臺北市","中正區東門里",817553
"10311","臺北市","中正區富水里",417811
"10311","臺北市","中正區光復里",2225315
"10311","臺北市","中正區河堤里",1450504
"10311","臺北市","中正區建國里",442395
"10311","臺北市","中正區黎明里",2853402
"10311","臺北市","中正區林興里",994034
"10311","臺北市","中正區龍福里",1057586
"10311","臺北市","中正區龍光里",571550
"10311","臺北市","中正區龍興里",527148
"10311","臺北市","中正區梅花里",1907632
"10311","臺北市","中正區南福里",2183142
"10311","臺北市","中正區南門里",860995
"10311","臺北市","中正區三愛里",2955388
"10311","臺北市","中正區廈安里",879890
"10311","臺北市","中正區水源里",953386
"10311","臺北市","中正區網溪里",1401703
"10311","臺北市","中正區文北里",1896603
"10311","臺北市","中正區文盛里",767988
"10311","臺北市","中正區文祥里",1924912
"10311","臺北市","中正區新營里",2385478
"10311","臺北市","中正區幸福里",1691101
"10311","臺北市","中正區幸市里",1735506
"10311","臺北市","中正區螢圃里",1590541
"10311","臺北市","中正區螢雪里",1305127
"10311","臺北市","中正區永昌里",983951
