縣市,鄉鎮,地區,設有戶籍宅數(宅).x,設有戶籍宅數之平均人口數(人),1人一宅宅數(宅),1人一宅宅數比例(%),2人一宅宅數(宅),2人一宅宅數比例(%),3人一宅宅數(宅),3人一宅宅數比例(%),4人一宅宅數(宅),4人一宅宅數比例(%),5人一宅宅數(宅),5人一宅宅數比例(%),6人以上一宅宅數(宅),6人以上一宅宅數比例(%),設有戶籍宅數(宅).y,設有戶籍宅數之平均戶數(戶),1戶一宅(宅),1戶一宅比例(%),2戶一宅(宅),2戶一宅比例(%),3戶一宅(宅),3戶一宅比例(%),4戶一宅(宅),4戶一宅比例(%),5戶一宅(宅),5戶一宅比例(%),6戶以上一宅(宅),6戶以上一宅比例(%),總戶長數(人).x,戶長平均年齡(歲),25(含)歲以下戶長數(人),25(含)歲以下戶長數比例(%),25-35(含)歲戶長數(人),25-35(含)歲戶長數比例(%),35-45(含)歲戶長數(人),35-45(含)歲戶長數比例(%),45-55(含)歲戶長數(人),45-55(含)歲戶長數比例(%),55-65(含)歲戶長數(人),55-65(含)歲戶長數比例(%),65歲以上戶長數(人),65歲以上戶長數比例(%),總戶長數(人).y,每戶平均老年人口數(人),無老年人口戶數(戶),無老年人口戶數比例(%),一位老年人口戶數(戶),一位老年人口戶數比例(%),二位老年人口戶數(戶),二位老年人口戶數比例(%),三位以上老年人口戶數(戶),三位以上老年人口戶數比例(%),僅老年人口居住宅數(宅),一名老年人口宅數(宅),一名老年人口宅數比例(%),二名老年人口宅數(宅),二名老年人口宅數比例(%),三名以上老年人口宅數(宅),三名以上老年人口宅數比例(%),總戶長數(人),有偶(人),有偶比例(%),離婚(人),離婚比例(%),喪偶(人),喪偶比例(%),婚姻關係消滅(人),婚姻關係消滅比例(%),未婚(人),未婚比例(%),其他(人),其他比例(%)
臺北市,中山區,松江里,2087,3.33,575,27.55%,366,17.54%,328,15.72%,294,14.09%,177,8.48%,347,16.63%,2087,1.27,1630,78.10%,368,17.63%,68,3.26%,18,0.86%,3,0.14%,0,0.00%,2658,55.8,40,1.50%,230,8.65%,438,16.48%,578,21.75%,676,25.43%,696,26.19%,2657,0.4,1811,68.16%,652,24.54%,185,6.96%,9,0.34%,186,146,78.49%,36,19.35%,4,2.15%,2658,1669,62.79%,283,10.65%,242,9.10%,1,0.04%,463,17.42%,0,0.00%
臺北市,中山區,金泰里,2896,2.74,991,34.22%,506,17.47%,534,18.44%,461,15.92%,178,6.15%,226,7.80%,2896,1.18,2456,84.81%,380,13.12%,53,1.83%,5,0.17%,2,0.07%,0,0.00%,3404,49.24,74,2.17%,377,11.08%,1045,30.70%,945,27.76%,552,16.22%,411,12.07%,3405,0.21,2816,82.70%,484,14.21%,99,2.91%,6,0.18%,169,141,83.43%,25,14.79%,3,1.78%,3404,2251,66.13%,336,9.87%,188,5.52%,0,0.00%,629,18.48%,0,0.00%
臺北市,中山區,恆安里,2111,2.33,1022,48.41%,385,18.24%,271,12.84%,185,8.76%,101,4.78%,147,6.96%,2111,1.19,1798,85.17%,251,11.89%,48,2.27%,6,0.28%,4,0.19%,4,0.19%,2512,50.55,59,2.35%,390,15.53%,587,23.37%,536,21.34%,526,20.94%,414,16.48%,2512,0.25,1997,79.50%,421,16.76%,88,3.50%,6,0.24%,197,161,81.73%,32,16.24%,4,2.03%,2512,1201,47.81%,427,17.00%,149,5.93%,0,0.00%,735,29.26%,0,0.00%
臺北市,中山區,埤頭里,1279,2.77,485,37.92%,254,19.86%,185,14.46%,147,11.49%,71,5.55%,137,10.71%,1279,1.23,1062,83.03%,161,12.59%,46,3.60%,5,0.39%,3,0.23%,2,0.16%,1570,55.42,22,1.40%,160,10.19%,285,18.15%,322,20.51%,372,23.69%,409,26.05%,1571,0.39,1078,68.62%,394,25.08%,89,5.67%,10,0.64%,143,120,83.92%,22,15.38%,1,0.70%,1570,877,55.86%,189,12.04%,168,10.70%,0,0.00%,336,21.40%,0,0.00%
臺北市,中山區,康樂里,1281,2.11,676,52.77%,255,19.91%,156,12.18%,78,6.09%,48,3.75%,68,5.31%,1281,1.18,1107,86.42%,133,10.38%,33,2.58%,5,0.39%,3,0.23%,0,0.00%,1506,52.97,37,2.46%,172,11.42%,275,18.26%,355,23.57%,396,26.29%,271,17.99%,1507,0.25,1187,78.77%,265,17.58%,53,3.52%,2,0.13%,119,104,87.39%,14,11.76%,1,0.84%,1506,672,44.62%,285,18.92%,105,6.97%,0,0.00%,444,29.48%,0,0.00%
臺北市,中山區,復華里,1744,2.78,646,37.04%,325,18.64%,285,16.34%,202,11.58%,122,7.00%,164,9.40%,1744,1.22,1462,83.83%,224,12.84%,45,2.58%,10,0.57%,1,0.06%,2,0.11%,2128,54.99,34,1.60%,200,9.40%,390,18.33%,496,23.31%,488,22.93%,520,24.44%,2126,0.35,1509,70.98%,504,23.71%,110,5.17%,3,0.14%,187,158,84.49%,26,13.90%,3,1.60%,2128,1265,59.45%,219,10.29%,193,9.07%,0,0.00%,451,21.19%,0,0.00%
臺北市,中山區,晴光里,2398,2.26,1168,48.71%,468,19.52%,320,13.34%,183,7.63%,128,5.34%,131,5.46%,2398,1.18,2069,86.28%,258,10.76%,53,2.21%,13,0.54%,2,0.08%,3,0.13%,2827,52.52,52,1.84%,379,13.41%,565,19.99%,627,22.18%,655,23.17%,549,19.42%,2827,0.27,2172,76.83%,555,19.63%,96,3.40%,4,0.14%,225,188,83.56%,34,15.11%,3,1.33%,2827,1294,45.77%,516,18.25%,192,6.79%,1,0.04%,824,29.15%,0,0.00%
臺北市,中山區,集英里,2540,2.92,942,37.09%,468,18.43%,357,14.06%,285,11.22%,173,6.81%,315,12.40%,2540,1.27,2005,78.94%,419,16.50%,85,3.35%,23,0.91%,6,0.24%,2,0.08%,3232,53.22,56,1.73%,347,10.74%,670,20.73%,795,24.60%,703,21.75%,661,20.45%,3231,0.3,2427,75.12%,644,19.93%,151,4.67%,9,0.28%,239,202,84.52%,32,13.39%,5,2.09%,3232,1848,57.18%,377,11.66%,254,7.86%,1,0.03%,752,23.27%,0,0.00%
臺北市,中山區,圓山里,1608,2.76,607,37.75%,314,19.53%,219,13.62%,184,11.44%,119,7.40%,165,10.26%,1608,1.22,1315,81.78%,241,14.99%,47,2.92%,2,0.12%,1,0.06%,2,0.12%,1967,53.38,38,1.93%,236,12.00%,362,18.40%,455,23.13%,469,23.84%,407,20.69%,1966,0.31,1466,74.57%,409,20.80%,83,4.22%,8,0.41%,138,110,79.71%,26,18.84%,2,1.45%,1967,1004,51.04%,299,15.20%,171,8.69%,1,0.05%,492,25.01%,0,0.00%
臺北市,中山區,新生里,1706,3.01,573,33.59%,317,18.58%,273,16.00%,196,11.49%,122,7.15%,225,13.19%,1706,1.27,1349,79.07%,278,16.30%,65,3.81%,11,0.64%,3,0.18%,0,0.00%,2160,55.43,25,1.16%,208,9.63%,352,16.30%,510,23.61%,511,23.66%,554,25.65%,2159,0.37,1504,69.66%,520,24.09%,130,6.02%,5,0.23%,161,117,72.67%,42,26.09%,2,1.24%,2160,1195,55.32%,348,16.11%,175,8.10%,0,0.00%,442,20.46%,0,0.00%
臺北市,中山區,新庄里,1735,3.01,532,30.66%,346,19.94%,275,15.85%,235,13.54%,142,8.18%,205,11.82%,1735,1.26,1368,78.85%,304,17.52%,46,2.65%,15,0.86%,2,0.12%,0,0.00%,2184,54.29,35,1.60%,199,9.11%,391,17.90%,534,24.45%,543,24.86%,482,22.07%,2184,0.32,1615,73.95%,453,20.74%,110,5.04%,6,0.27%,139,111,79.86%,26,18.71%,2,1.44%,2184,1182,54.12%,340,15.57%,201,9.20%,0,0.00%,461,21.11%,0,0.00%
臺北市,中山區,新喜里,1714,3.25,459,26.78%,305,17.79%,279,16.28%,305,17.79%,133,7.76%,233,13.59%,1714,1.26,1361,79.40%,275,16.04%,69,4.03%,7,0.41%,0,0.00%,2,0.12%,2163,54.11,33,1.53%,210,9.71%,406,18.77%,531,24.55%,522,24.13%,461,21.31%,2164,0.31,1603,74.08%,451,20.84%,106,4.90%,4,0.18%,123,99,80.49%,23,18.70%,1,0.81%,2163,1255,58.02%,279,12.90%,204,9.43%,2,0.09%,423,19.56%,0,0.00%
臺北市,中山區,新福里,1740,3.02,566,32.53%,323,18.56%,271,15.57%,231,13.28%,127,7.30%,222,12.76%,1740,1.24,1397,80.29%,281,16.15%,46,2.64%,16,0.92%,0,0.00%,0,0.00%,2161,54.52,27,1.25%,226,10.46%,392,18.14%,474,21.93%,540,24.99%,502,23.23%,2161,0.35,1554,71.91%,468,21.66%,133,6.15%,6,0.28%,144,110,76.39%,32,22.22%,2,1.39%,2161,1210,55.99%,306,14.16%,196,9.07%,0,0.00%,449,20.78%,0,0.00%
臺北市,中山區,聚盛里,2020,2.1,1077,53.32%,379,18.76%,241,11.93%,145,7.18%,83,4.11%,95,4.70%,2020,1.18,1724,85.35%,246,12.18%,45,2.23%,3,0.15%,1,0.05%,1,0.05%,2375,51.47,56,2.36%,336,14.15%,471,19.83%,551,23.20%,547,23.03%,414,17.43%,2375,0.24,1883,79.28%,425,17.89%,64,2.69%,3,0.13%,225,193,85.78%,29,12.89%,3,1.33%,2375,976,41.09%,508,21.39%,156,6.57%,3,0.13%,732,30.82%,0,0.00%
臺北市,中山區,聚葉里,1625,2.46,720,44.31%,317,19.51%,211,12.98%,164,10.09%,81,4.98%,132,8.12%,1625,1.2,1354,83.32%,220,13.54%,44,2.71%,5,0.31%,1,0.06%,1,0.06%,1958,53.58,40,2.04%,247,12.61%,358,18.28%,443,22.63%,417,21.30%,453,23.14%,1958,0.32,1422,72.63%,441,22.52%,92,4.70%,3,0.15%,169,145,85.80%,24,14.20%,0,0.00%,1958,956,48.83%,299,15.27%,166,8.48%,1,0.05%,536,27.37%,0,0.00%
臺北市,中山區,劍潭里,1116,3.52,235,21.06%,191,17.11%,220,19.71%,171,15.32%,116,10.39%,183,16.40%,1116,1.29,869,77.87%,187,16.76%,45,4.03%,13,1.16%,1,0.09%,1,0.09%,1441,57.78,22,1.53%,114,7.91%,215,14.92%,321,22.28%,327,22.69%,442,30.67%,1441,0.48,892,61.90%,423,29.35%,116,8.05%,10,0.69%,84,65,77.38%,17,20.24%,2,2.38%,1441,879,61.00%,112,7.77%,218,15.13%,0,0.00%,232,16.10%,0,0.00%
臺北市,中山區,興亞里,2047,2.64,849,41.48%,332,16.22%,314,15.34%,242,11.82%,126,6.16%,184,8.99%,2047,1.18,1741,85.05%,251,12.26%,46,2.25%,8,0.39%,1,0.05%,0,0.00%,2419,54.82,48,1.98%,263,10.87%,383,15.83%,529,21.87%,600,24.80%,596,24.64%,2417,0.36,1714,70.91%,546,22.59%,151,6.25%,6,0.25%,208,171,82.21%,32,15.38%,5,2.40%,2419,1366,56.47%,268,11.08%,189,7.81%,0,0.00%,596,24.64%,0,0.00%
臺北市,中山區,龍洲里,1718,3,446,25.96%,356,20.72%,335,19.50%,294,17.11%,117,6.81%,170,9.90%,1718,1.23,1382,80.44%,283,16.47%,44,2.56%,9,0.52%,0,0.00%,0,0.00%,2116,56.8,33,1.56%,126,5.95%,303,14.32%,562,26.56%,577,27.27%,515,24.34%,2116,0.38,1457,68.86%,522,24.67%,127,6.00%,10,0.47%,121,93,76.86%,28,23.14%,0,0.00%,2116,1270,60.02%,244,11.53%,256,12.10%,0,0.00%,346,16.35%,0,0.00%
臺北市,大安區,大學里,2725,3.26,723,26.53%,511,18.75%,450,16.51%,426,15.63%,229,8.40%,386,14.17%,2725,1.3,2076,76.18%,520,19.08%,102,3.74%,22,0.81%,4,0.15%,1,0.04%,3539,56.45,69,1.95%,255,7.21%,597,16.87%,815,23.03%,794,22.44%,1009,28.51%,3537,0.44,2345,66.30%,851,24.06%,316,8.93%,25,0.71%,296,207,69.93%,82,27.70%,7,2.36%,3539,2375,67.11%,263,7.43%,319,9.01%,0,0.00%,582,16.45%,0,0.00%
臺北市,大安區,仁慈里,1605,3.63,302,18.82%,273,17.01%,325,20.25%,282,17.57%,148,9.22%,275,17.13%,1605,1.27,1258,78.38%,277,17.26%,60,3.74%,6,0.37%,3,0.19%,1,0.06%,2040,55.39,34,1.67%,128,6.27%,412,20.20%,482,23.63%,493,24.17%,491,24.07%,2040,0.38,1448,70.98%,429,21.03%,144,7.06%,19,0.93%,99,74,74.75%,21,21.21%,4,4.04%,2040,1420,69.61%,166,8.14%,176,8.63%,0,0.00%,278,13.63%,0,0.00%
臺北市,大安區,仁愛里,1779,3.13,505,28.39%,351,19.73%,288,16.19%,260,14.61%,145,8.15%,230,12.93%,1779,1.25,1436,80.72%,267,15.01%,56,3.15%,14,0.79%,4,0.22%,2,0.11%,2226,58.59,31,1.39%,122,5.48%,322,14.47%,459,20.62%,554,24.89%,738,33.15%,2227,0.52,1370,61.52%,604,27.12%,223,10.01%,30,1.35%,227,157,69.16%,60,26.43%,10,4.41%,2226,1389,62.40%,223,10.02%,217,9.75%,0,0.00%,397,17.83%,0,0.00%
臺北市,大安區,古風里,1394,3.14,407,29.20%,273,19.58%,223,16.00%,187,13.41%,116,8.32%,188,13.49%,1394,1.28,1082,77.62%,248,17.79%,52,3.73%,11,0.79%,1,0.07%,0,0.00%,1783,55.48,39,2.19%,150,8.41%,293,16.43%,422,23.67%,425,23.84%,454,25.46%,1783,0.4,1240,69.55%,393,22.04%,143,8.02%,7,0.39%,129,95,73.64%,33,25.58%,1,0.78%,1783,1153,64.67%,143,8.02%,174,9.76%,0,0.00%,313,17.55%,0,0.00%
臺北市,大安區,古莊里,2442,3.02,790,32.35%,470,19.25%,401,16.42%,312,12.78%,163,6.67%,306,12.53%,2442,1.23,1980,81.08%,379,15.52%,58,2.38%,19,0.78%,6,0.25%,0,0.00%,3017,55.13,73,2.42%,260,8.62%,544,18.03%,694,23.00%,678,22.47%,768,25.46%,3015,0.39,2104,69.78%,687,22.79%,204,6.77%,20,0.66%,267,202,75.66%,59,22.10%,6,2.25%,3017,1950,64.63%,234,7.76%,256,8.49%,0,0.00%,577,19.12%,0,0.00%
臺北市,大安區,正聲里,1551,3.31,384,24.76%,287,18.50%,264,17.02%,252,16.25%,142,9.16%,222,14.31%,1551,1.26,1226,79.05%,258,16.63%,59,3.80%,7,0.45%,1,0.06%,0,0.00%,1952,56.65,33,1.69%,146,7.48%,330,16.91%,409,20.95%,504,25.82%,530,27.15%,1951,0.44,1295,66.38%,471,24.14%,173,8.87%,12,0.62%,152,101,66.45%,45,29.61%,6,3.95%,1952,1259,64.50%,181,9.27%,186,9.53%,0,0.00%,326,16.70%,0,0.00%
臺北市,大安區,民炤里,2484,3.39,602,24.24%,458,18.44%,429,17.27%,362,14.57%,244,9.82%,389,15.66%,2484,1.29,1896,76.33%,476,19.16%,95,3.82%,14,0.56%,3,0.12%,0,0.00%,3204,57.62,54,1.69%,183,5.71%,513,16.01%,743,23.19%,715,22.32%,996,31.09%,3204,0.49,2022,63.11%,832,25.97%,323,10.08%,27,0.84%,273,178,65.20%,84,30.77%,11,4.03%,3204,2193,68.45%,224,6.99%,317,9.89%,0,0.00%,470,14.67%,0,0.00%
臺北市,大安區,民輝里,2363,3.01,679,28.73%,514,21.75%,402,17.01%,305,12.91%,187,7.91%,276,11.68%,2363,1.22,1940,82.10%,339,14.35%,65,2.75%,16,0.68%,3,0.13%,0,0.00%,2892,57.73,55,1.90%,201,6.95%,386,13.35%,636,21.99%,754,26.07%,860,29.74%,2891,0.47,1855,64.16%,754,26.08%,256,8.86%,26,0.90%,256,184,71.88%,65,25.39%,7,2.73%,2892,1781,61.58%,308,10.65%,306,10.58%,0,0.00%,497,17.19%,0,0.00%
臺北市,大安區,永康里,1067,3.78,241,22.59%,168,15.75%,179,16.78%,148,13.87%,105,9.84%,226,21.18%,1067,1.4,757,70.95%,222,20.81%,65,6.09%,17,1.59%,6,0.56%,0,0.00%,1494,55.29,30,2.01%,85,5.69%,332,22.22%,354,23.69%,318,21.29%,375,25.10%,1494,0.39,1040,69.61%,348,23.29%,92,6.16%,14,0.94%,92,73,79.35%,17,18.48%,2,2.17%,1494,1047,70.08%,122,8.17%,128,8.57%,0,0.00%,197,13.19%,0,0.00%
臺北市,大安區,光明里,1010,3.81,220,21.78%,173,17.13%,172,17.03%,152,15.05%,88,8.71%,205,20.30%,1010,1.39,746,73.86%,176,17.43%,61,6.04%,15,1.49%,11,1.09%,1,0.10%,1402,53.1,33,2.35%,109,7.77%,355,25.32%,345,24.61%,271,19.33%,289,20.61%,1402,0.32,1049,74.82%,262,18.69%,84,5.99%,7,0.50%,80,56,70.00%,21,26.25%,3,3.75%,1402,1011,72.11%,112,7.99%,91,6.49%,0,0.00%,188,13.41%,0,0.00%
臺北市,大安區,光武里,2672,3.01,858,32.11%,501,18.75%,441,16.50%,345,12.91%,184,6.89%,343,12.84%,2672,1.24,2160,80.84%,416,15.57%,79,2.96%,12,0.45%,5,0.19%,0,0.00%,3302,56.42,49,1.48%,269,8.15%,536,16.23%,732,22.17%,793,24.02%,923,27.95%,3300,0.43,2187,66.27%,837,25.36%,250,7.58%,26,0.79%,286,213,74.48%,63,22.03%,10,3.50%,3302,2001,60.60%,369,11.18%,308,9.33%,0,0.00%,624,18.90%,0,0.00%
臺北市,大安區,光信里,2428,3.4,559,23.02%,451,18.57%,468,19.28%,365,15.03%,212,8.73%,373,15.36%,2428,1.26,1931,79.53%,405,16.68%,68,2.80%,19,0.78%,4,0.16%,1,0.04%,3048,55.97,37,1.21%,201,6.59%,552,18.11%,698,22.90%,793,26.02%,767,25.16%,3048,0.42,2077,68.14%,692,22.70%,259,8.50%,20,0.66%,194,139,71.65%,46,23.71%,9,4.64%,3048,2000,65.62%,316,10.37%,276,9.06%,1,0.03%,455,14.93%,0,0.00%
臺北市,大安區,全安里,1509,3.02,437,28.96%,279,18.49%,282,18.69%,218,14.45%,131,8.68%,162,10.74%,1509,1.21,1260,83.50%,198,13.12%,41,2.72%,8,0.53%,1,0.07%,1,0.07%,1824,57.21,24,1.32%,129,7.07%,284,15.57%,360,19.74%,511,28.02%,516,28.29%,1823,0.46,1201,65.88%,443,24.30%,155,8.50%,24,1.32%,150,111,74.00%,33,22.00%,6,4.00%,1824,1202,65.90%,168,9.21%,169,9.27%,0,0.00%,285,15.63%,0,0.00%
臺北市,大安區,住安里,1858,2.96,592,31.86%,375,20.18%,289,15.55%,243,13.08%,143,7.70%,216,11.63%,1858,1.24,1484,79.87%,316,17.01%,50,2.69%,6,0.32%,2,0.11%,0,0.00%,2299,56.62,44,1.91%,188,8.18%,350,15.22%,533,23.18%,531,23.10%,653,28.40%,2300,0.41,1537,66.83%,593,25.78%,159,6.91%,11,0.48%,214,173,80.84%,38,17.76%,3,1.40%,2299,1296,56.37%,302,13.14%,275,11.96%,1,0.04%,425,18.49%,0,0.00%
臺北市,大安區,車層里,1988,3.34,482,24.25%,377,18.96%,331,16.65%,319,16.05%,186,9.36%,293,14.74%,1988,1.25,1592,80.08%,317,15.95%,56,2.82%,19,0.96%,3,0.15%,1,0.05%,2492,57.8,34,1.36%,153,6.14%,395,15.85%,520,20.87%,597,23.96%,793,31.82%,2492,0.51,1546,62.04%,649,26.04%,275,11.04%,22,0.88%,211,143,67.77%,60,28.44%,8,3.79%,2492,1631,65.45%,246,9.87%,232,9.31%,0,0.00%,383,15.37%,0,0.00%
臺北市,大安區,和安里,1947,3.84,283,14.54%,343,17.62%,397,20.39%,339,17.41%,203,10.43%,382,19.62%,1947,1.3,1494,76.73%,356,18.28%,78,4.01%,14,0.72%,3,0.15%,2,0.10%,2527,55.53,41,1.62%,154,6.09%,498,19.71%,651,25.76%,517,20.46%,666,26.36%,2526,0.41,1734,68.65%,566,22.41%,210,8.31%,16,0.63%,124,82,66.13%,38,30.65%,4,3.23%,2527,1797,71.11%,185,7.32%,233,9.22%,1,0.04%,311,12.31%,0,0.00%
臺北市,大安區,昌隆里,954,3.29,218,22.85%,196,20.55%,169,17.71%,152,15.93%,93,9.75%,126,13.21%,954,1.22,777,81.45%,150,15.72%,22,2.31%,4,0.42%,1,0.10%,0,0.00%,1164,60.6,16,1.37%,64,5.50%,131,11.25%,217,18.64%,305,26.20%,431,37.03%,1164,0.64,649,55.76%,317,27.23%,182,15.64%,16,1.37%,114,63,55.26%,47,41.23%,4,3.51%,1164,751,64.52%,98,8.42%,138,11.86%,0,0.00%,177,15.21%,0,0.00%
臺北市,大安區,法治里,1509,3.08,454,30.09%,269,17.83%,242,16.04%,212,14.05%,142,9.41%,190,12.59%,1509,1.24,1205,79.85%,254,16.83%,42,2.78%,7,0.46%,0,0.00%,1,0.07%,1873,56.06,32,1.71%,150,8.01%,325,17.35%,402,21.46%,470,25.09%,494,26.37%,1872,0.41,1270,67.84%,457,24.41%,131,7.00%,14,0.75%,139,108,77.70%,29,20.86%,2,1.44%,1873,1163,62.09%,190,10.14%,174,9.29%,0,0.00%,346,18.47%,0,0.00%
臺北市,大安區,臥龍里,633,3.21,183,28.91%,118,18.64%,88,13.90%,84,13.27%,66,10.43%,94,14.85%,633,1.28,492,77.73%,113,17.85%,19,3.00%,7,1.11%,2,0.32%,0,0.00%,813,56.92,17,2.09%,65,8.00%,136,16.73%,158,19.43%,194,23.86%,243,29.89%,813,0.46,520,63.96%,224,27.55%,63,7.75%,6,0.74%,67,48,71.64%,18,26.87%,1,1.49%,813,523,64.33%,65,8.00%,100,12.30%,0,0.00%,125,15.38%,0,0.00%
臺北市,大安區,芳和里,1800,3.34,442,24.56%,343,19.06%,297,16.50%,288,16.00%,162,9.00%,268,14.89%,1800,1.3,1389,77.17%,324,18.00%,63,3.50%,15,0.83%,7,0.39%,2,0.11%,2334,56.9,24,1.03%,156,6.68%,388,16.62%,562,24.08%,553,23.69%,651,27.89%,2333,0.42,1550,66.44%,593,25.42%,178,7.63%,12,0.51%,166,125,75.30%,39,23.49%,2,1.20%,2334,1502,64.35%,220,9.43%,281,12.04%,0,0.00%,331,14.18%,0,0.00%
臺北市,大安區,虎嘯里,1374,2.81,487,35.44%,265,19.29%,229,16.67%,164,11.94%,103,7.50%,126,9.17%,1374,1.24,1141,83.04%,188,13.68%,34,2.47%,6,0.44%,4,0.29%,1,0.07%,1700,55.49,30,1.76%,144,8.47%,293,17.24%,424,24.94%,384,22.59%,425,25.00%,1700,0.39,1187,69.82%,385,22.65%,113,6.65%,15,0.88%,140,107,76.43%,27,19.29%,6,4.29%,1700,1058,62.24%,160,9.41%,156,9.18%,0,0.00%,326,19.18%,0,0.00%
臺北市,大安區,建安里,1757,2.96,557,31.70%,322,18.33%,306,17.42%,247,14.06%,125,7.11%,200,11.38%,1757,1.22,1441,82.01%,254,14.46%,50,2.85%,11,0.63%,1,0.06%,0,0.00%,2148,56.28,33,1.54%,154,7.17%,399,18.58%,466,21.69%,494,23.00%,602,28.03%,2148,0.44,1421,66.15%,542,25.23%,168,7.82%,17,0.79%,197,153,77.66%,37,18.78%,7,3.55%,2148,1310,60.99%,230,10.71%,196,9.12%,0,0.00%,412,19.18%,0,0.00%
臺北市,大安區,建倫里,1939,3.38,460,23.72%,364,18.77%,309,15.94%,318,16.40%,200,10.31%,288,14.85%,1939,1.25,1546,79.73%,319,16.45%,61,3.15%,11,0.57%,2,0.10%,0,0.00%,2420,57.51,38,1.57%,144,5.95%,366,15.12%,545,22.52%,589,24.34%,738,30.50%,2421,0.5,1534,63.36%,600,24.78%,253,10.45%,34,1.40%,188,128,68.09%,53,28.19%,7,3.72%,2420,1581,65.33%,227,9.38%,236,9.75%,2,0.08%,374,15.45%,0,0.00%
臺北市,大安區,通化里,2039,3.16,656,32.17%,332,16.28%,329,16.14%,253,12.41%,180,8.83%,289,14.17%,2039,1.28,1607,78.81%,334,16.38%,69,3.38%,26,1.28%,2,0.10%,1,0.05%,2611,54.8,63,2.41%,238,9.12%,464,17.77%,603,23.09%,604,23.13%,639,24.47%,2608,0.36,1839,70.51%,617,23.66%,142,5.44%,10,0.38%,216,178,82.41%,35,16.20%,3,1.39%,2611,1538,58.90%,288,11.03%,279,10.69%,0,0.00%,506,19.38%,0,0.00%
臺北市,大安區,通安里,1855,3.16,532,28.68%,351,18.92%,310,16.71%,258,13.91%,149,8.03%,255,13.75%,1855,1.27,1444,77.84%,337,18.17%,59,3.18%,10,0.54%,4,0.22%,1,0.05%,2361,55.7,48,2.03%,187,7.92%,438,18.55%,502,21.26%,564,23.89%,622,26.34%,2361,0.39,1625,68.83%,567,24.02%,163,6.90%,6,0.25%,178,136,76.40%,41,23.03%,1,0.56%,2361,1442,61.08%,227,9.61%,277,11.73%,0,0.00%,415,17.58%,0,0.00%
臺北市,大安區,敦安里,1909,3.54,395,20.69%,351,18.39%,318,16.66%,342,17.92%,185,9.69%,318,16.66%,1909,1.31,1456,76.27%,348,18.23%,86,4.50%,14,0.73%,4,0.21%,1,0.05%,2492,56.04,51,2.05%,160,6.42%,464,18.62%,545,21.87%,575,23.07%,697,27.97%,2493,0.45,1657,66.47%,573,22.98%,249,9.99%,14,0.56%,155,103,66.45%,52,33.55%,0,0.00%,2492,1707,68.50%,228,9.15%,189,7.58%,3,0.12%,365,14.65%,0,0.00%
臺北市,大安區,敦煌里,1843,3.51,398,21.60%,343,18.61%,346,18.77%,276,14.98%,155,8.41%,325,17.63%,1843,1.28,1452,78.78%,291,15.79%,85,4.61%,10,0.54%,2,0.11%,3,0.16%,2359,55.86,37,1.57%,186,7.88%,478,20.26%,440,18.65%,534,22.64%,684,29.00%,2359,0.48,1529,64.82%,556,23.57%,253,10.72%,21,0.89%,175,104,59.43%,65,37.14%,6,3.43%,2359,1629,69.05%,203,8.61%,174,7.38%,0,0.00%,353,14.96%,0,0.00%
臺北市,大安區,華聲里,1391,3.25,364,26.17%,261,18.76%,229,16.46%,201,14.45%,138,9.92%,198,14.23%,1391,1.25,1100,79.08%,241,17.33%,44,3.16%,4,0.29%,1,0.07%,1,0.07%,1743,56.16,31,1.78%,120,6.88%,315,18.07%,380,21.80%,434,24.90%,463,26.56%,1743,0.43,1179,67.64%,415,23.81%,129,7.40%,20,1.15%,135,100,74.07%,31,22.96%,4,2.96%,1743,1117,64.08%,181,10.38%,157,9.01%,1,0.06%,287,16.47%,0,0.00%
臺北市,大安區,新龍里,1864,3.89,339,18.19%,315,16.90%,333,17.86%,305,16.36%,180,9.66%,392,21.03%,1864,1.41,1299,69.69%,410,22.00%,113,6.06%,39,2.09%,2,0.11%,1,0.05%,2630,55.22,49,1.86%,164,6.24%,540,20.53%,612,23.27%,638,24.26%,627,23.84%,2630,0.38,1862,70.80%,558,21.22%,190,7.22%,20,0.76%,145,99,68.28%,40,27.59%,6,4.14%,2630,1860,70.72%,200,7.60%,234,8.90%,0,0.00%,336,12.78%,0,0.00%
臺北市,大安區,義安里,1820,3.08,525,28.85%,348,19.12%,302,16.59%,255,14.01%,165,9.07%,225,12.36%,1820,1.21,1508,82.86%,260,14.29%,44,2.42%,7,0.38%,0,0.00%,1,0.05%,2194,56.46,34,1.55%,135,6.15%,369,16.82%,506,23.06%,547,24.93%,603,27.48%,2194,0.46,1446,65.91%,526,23.97%,199,9.07%,23,1.05%,169,124,73.37%,34,20.12%,11,6.51%,2194,1417,64.59%,209,9.53%,194,8.84%,0,0.00%,374,17.05%,0,0.00%
臺北市,大安區,義村里,2030,3.01,578,28.47%,403,19.85%,346,17.04%,315,15.52%,173,8.52%,215,10.59%,2030,1.26,1600,78.82%,351,17.29%,63,3.10%,14,0.69%,2,0.10%,0,0.00%,2556,57.91,37,1.45%,156,6.10%,373,14.59%,561,21.95%,685,26.80%,744,29.11%,2557,0.47,1659,64.88%,657,25.69%,209,8.17%,32,1.25%,215,155,72.09%,56,26.05%,4,1.86%,2556,1591,62.25%,257,10.05%,280,10.95%,0,0.00%,428,16.74%,0,0.00%
