縣市,鄉鎮,地區,設有戶籍宅數(宅).x,設有戶籍宅數之平均人口數(人),1人一宅宅數(宅),1人一宅宅數比例(%),2人一宅宅數(宅),2人一宅宅數比例(%),3人一宅宅數(宅),3人一宅宅數比例(%),4人一宅宅數(宅),4人一宅宅數比例(%),5人一宅宅數(宅),5人一宅宅數比例(%),6人以上一宅宅數(宅),6人以上一宅宅數比例(%),設有戶籍宅數(宅).y,設有戶籍宅數之平均戶數(戶),1戶一宅(宅),1戶一宅比例(%),2戶一宅(宅),2戶一宅比例(%),3戶一宅(宅),3戶一宅比例(%),4戶一宅(宅),4戶一宅比例(%),5戶一宅(宅),5戶一宅比例(%),6戶以上一宅(宅),6戶以上一宅比例(%),總戶長數(人).x,戶長平均年齡(歲),25(含)歲以下戶長數(人),25(含)歲以下戶長數比例(%),25-35(含)歲戶長數(人),25-35(含)歲戶長數比例(%),35-45(含)歲戶長數(人),35-45(含)歲戶長數比例(%),45-55(含)歲戶長數(人),45-55(含)歲戶長數比例(%),55-65(含)歲戶長數(人),55-65(含)歲戶長數比例(%),65歲以上戶長數(人),65歲以上戶長數比例(%),總戶長數(人).y,每戶平均老年人口數(人),無老年人口戶數(戶),無老年人口戶數比例(%),一位老年人口戶數(戶),一位老年人口戶數比例(%),二位老年人口戶數(戶),二位老年人口戶數比例(%),三位以上老年人口戶數(戶),三位以上老年人口戶數比例(%),僅老年人口居住宅數(宅),一名老年人口宅數(宅),一名老年人口宅數比例(%),二名老年人口宅數(宅),二名老年人口宅數比例(%),三名以上老年人口宅數(宅),三名以上老年人口宅數比例(%),總戶長數(人),有偶(人),有偶比例(%),離婚(人),離婚比例(%),喪偶(人),喪偶比例(%),婚姻關係消滅(人),婚姻關係消滅比例(%),未婚(人),未婚比例(%),其他(人),其他比例(%)
臺北市,松山區,三民里,2315,3.09,631,27.26%,461,19.91%,405,17.49%,326,14.08%,198,8.55%,294,12.70%,2315,1.26,1829,79.01%,385,16.63%,87,3.76%,14,0.60%,0,0.00%,0,0.00%,2915,56.26,50,1.72%,197,6.76%,514,17.63%,673,23.09%,657,22.54%,824,28.27%,2915,0.44,1907,65.42%,745,25.56%,248,8.51%,15,0.51%,241,172,71.37%,62,25.73%,7,2.90%,2915,1838,63.05%,315,10.81%,289,9.91%,0,0.00%,473,16.23%,0,0.00%
臺北市,松山區,中正里,2787,3.89,582,20.88%,421,15.11%,460,16.51%,432,15.50%,260,9.33%,632,22.68%,2787,1.41,1921,68.93%,634,22.75%,197,7.07%,29,1.04%,6,0.22%,0,0.00%,3923,52.31,60,1.53%,308,7.85%,1036,26.41%,1017,25.92%,776,19.78%,726,18.51%,3924,0.29,3020,76.96%,664,16.92%,232,5.91%,8,0.20%,166,130,78.31%,31,18.67%,5,3.01%,3923,2749,70.07%,365,9.30%,250,6.37%,1,0.03%,558,14.22%,0,0.00%
臺北市,松山區,中崙里,1268,3.65,331,26.10%,203,16.01%,183,14.43%,175,13.80%,106,8.36%,270,21.29%,1268,1.36,920,72.56%,251,19.79%,86,6.78%,11,0.87%,0,0.00%,0,0.00%,1724,53,24,1.39%,148,8.58%,419,24.30%,452,26.22%,336,19.49%,345,20.01%,1723,0.3,1305,75.74%,316,18.34%,100,5.80%,2,0.12%,94,78,82.98%,16,17.02%,0,0.00%,1724,1150,66.71%,162,9.40%,127,7.37%,2,0.12%,283,16.42%,0,0.00%
臺北市,松山區,中華里,1832,3.71,366,19.98%,310,16.92%,317,17.30%,317,17.30%,164,8.95%,358,19.54%,1832,1.38,1293,70.58%,413,22.54%,105,5.73%,18,0.98%,2,0.11%,1,0.05%,2521,55.67,32,1.27%,164,6.51%,482,19.12%,626,24.83%,583,23.13%,634,25.15%,2522,0.4,1751,69.43%,545,21.61%,213,8.45%,13,0.52%,172,117,68.02%,49,28.49%,6,3.49%,2521,1829,72.55%,192,7.62%,198,7.85%,0,0.00%,302,11.98%,0,0.00%
臺北市,松山區,介壽里,1264,3.85,229,18.12%,187,14.79%,234,18.51%,210,16.61%,138,10.92%,266,21.04%,1264,1.4,868,68.67%,307,24.29%,75,5.93%,13,1.03%,0,0.00%,1,0.08%,1766,55.74,23,1.30%,109,6.17%,378,21.40%,399,22.59%,373,21.12%,484,27.41%,1765,0.43,1197,67.82%,400,22.66%,159,9.01%,9,0.51%,94,68,72.34%,25,26.60%,1,1.06%,1766,1277,72.31%,124,7.02%,169,9.57%,0,0.00%,196,11.10%,0,0.00%
臺北市,松山區,民有里,2898,3.11,713,24.60%,572,19.74%,547,18.88%,483,16.67%,255,8.80%,328,11.32%,2898,1.19,2425,83.68%,409,14.11%,57,1.97%,6,0.21%,0,0.00%,1,0.03%,3445,56.59,58,1.68%,242,7.02%,511,14.83%,724,21.02%,964,27.98%,946,27.46%,3443,0.45,2264,65.76%,841,24.43%,316,9.18%,22,0.64%,235,176,74.89%,56,23.83%,3,1.28%,3445,2290,66.47%,277,8.04%,273,7.92%,0,0.00%,605,17.56%,0,0.00%
臺北市,松山區,民福里,2131,3.1,582,27.31%,417,19.57%,355,16.66%,315,14.78%,186,8.73%,276,12.95%,2131,1.23,1713,80.38%,350,16.42%,59,2.77%,8,0.38%,1,0.05%,0,0.00%,2627,56.43,40,1.52%,189,7.19%,438,16.67%,567,21.58%,708,26.95%,685,26.08%,2625,0.41,1763,67.16%,671,25.56%,176,6.70%,15,0.57%,174,127,72.99%,43,24.71%,4,2.30%,2627,1614,61.44%,277,10.54%,276,10.51%,0,0.00%,460,17.51%,0,0.00%
臺北市,松山區,吉仁里,1138,3.78,229,20.12%,181,15.91%,177,15.55%,194,17.05%,119,10.46%,238,20.91%,1138,1.37,813,71.44%,243,21.35%,73,6.41%,6,0.53%,2,0.18%,1,0.09%,1557,55.29,26,1.67%,108,6.94%,325,20.87%,358,22.99%,354,22.74%,386,24.79%,1558,0.39,1082,69.45%,355,22.79%,109,7.00%,12,0.77%,95,70,73.68%,24,25.26%,1,1.05%,1557,1073,68.91%,120,7.71%,141,9.06%,0,0.00%,223,14.32%,0,0.00%
臺北市,松山區,吉祥里,2796,3.13,756,27.04%,509,18.20%,508,18.17%,444,15.88%,245,8.76%,334,11.95%,2796,1.22,2278,81.47%,419,14.99%,93,3.33%,6,0.21%,0,0.00%,0,0.00%,3416,55.59,59,1.73%,272,7.96%,554,16.22%,773,22.63%,944,27.63%,814,23.83%,3418,0.38,2409,70.48%,733,21.45%,264,7.72%,12,0.35%,200,141,70.50%,53,26.50%,6,3.00%,3416,2309,67.59%,303,8.87%,268,7.85%,0,0.00%,536,15.69%,0,0.00%
臺北市,松山區,安平里,2786,3.13,914,32.81%,462,16.58%,433,15.54%,338,12.13%,245,8.79%,394,14.14%,2786,1.27,2183,78.36%,487,17.48%,94,3.37%,14,0.50%,6,0.22%,2,0.07%,3537,55,66,1.87%,350,9.90%,604,17.08%,821,23.21%,836,23.64%,860,24.31%,3537,0.36,2505,70.82%,809,22.87%,209,5.91%,14,0.40%,252,201,79.76%,43,17.06%,8,3.17%,3537,2098,59.32%,375,10.60%,387,10.94%,2,0.06%,675,19.08%,0,0.00%
臺北市,松山區,自強里,2894,3.55,530,18.31%,535,18.49%,518,17.90%,520,17.97%,323,11.16%,468,16.17%,2894,1.3,2199,75.98%,556,19.21%,120,4.15%,17,0.59%,2,0.07%,0,0.00%,3749,57.3,59,1.57%,248,6.62%,674,17.98%,893,23.82%,792,21.13%,1083,28.89%,3748,0.48,2421,64.59%,928,24.76%,353,9.42%,46,1.23%,218,129,59.17%,77,35.32%,12,5.50%,3749,2403,64.10%,333,8.88%,485,12.94%,0,0.00%,528,14.08%,0,0.00%
臺北市,松山區,東光里,2407,3.11,672,27.92%,442,18.36%,431,17.91%,345,14.33%,216,8.97%,301,12.51%,2407,1.25,1924,79.93%,386,16.04%,83,3.45%,10,0.42%,4,0.17%,0,0.00%,3004,57.59,41,1.36%,165,5.49%,455,15.15%,700,23.30%,775,25.80%,868,28.89%,3004,0.44,1975,65.75%,762,25.37%,241,8.02%,26,0.87%,284,204,71.83%,69,24.30%,11,3.87%,3004,1917,63.81%,299,9.95%,308,10.25%,2,0.07%,478,15.91%,0,0.00%
臺北市,松山區,東昌里,757,3.87,134,17.70%,114,15.06%,145,19.15%,132,17.44%,69,9.11%,163,21.53%,757,1.36,551,72.79%,149,19.68%,47,6.21%,9,1.19%,1,0.13%,0,0.00%,1031,55.84,16,1.55%,70,6.79%,216,20.95%,226,21.92%,202,19.59%,301,29.19%,1030,0.45,676,65.63%,251,24.37%,94,9.13%,9,0.87%,67,53,79.10%,11,16.42%,3,4.48%,1031,735,71.29%,68,6.60%,104,10.09%,0,0.00%,124,12.03%,0,0.00%
臺北市,松山區,東勢里,1387,3.41,357,25.74%,230,16.58%,240,17.30%,209,15.07%,113,8.15%,238,17.16%,1387,1.31,1035,74.62%,273,19.68%,73,5.26%,6,0.43%,0,0.00%,0,0.00%,1823,56.11,30,1.65%,120,6.58%,362,19.86%,381,20.90%,429,23.53%,501,27.48%,1823,0.42,1226,67.25%,450,24.68%,130,7.13%,17,0.93%,159,116,72.96%,32,20.13%,11,6.92%,1823,1225,67.20%,146,8.01%,169,9.27%,1,0.05%,282,15.47%,0,0.00%
臺北市,松山區,東榮里,2290,3.7,399,17.42%,409,17.86%,406,17.73%,416,18.17%,229,10.00%,431,18.82%,2290,1.31,1715,74.89%,455,19.87%,101,4.41%,16,0.70%,2,0.09%,1,0.04%,3009,56.26,42,1.40%,175,5.82%,565,18.78%,656,21.80%,771,25.62%,800,26.59%,3009,0.45,2013,66.90%,678,22.53%,293,9.74%,25,0.83%,159,97,61.01%,57,35.85%,5,3.14%,3009,2153,71.55%,199,6.61%,267,8.87%,2,0.07%,388,12.89%,0,0.00%
臺北市,松山區,松基里,1205,3.12,341,28.30%,206,17.10%,221,18.34%,192,15.93%,106,8.80%,139,11.54%,1205,1.21,991,82.24%,174,14.44%,36,2.99%,4,0.33%,0,0.00%,0,0.00%,1461,56.48,20,1.37%,114,7.80%,211,14.44%,322,22.04%,413,28.27%,381,26.08%,1462,0.41,983,67.24%,359,24.56%,114,7.80%,6,0.41%,114,85,74.56%,25,21.93%,4,3.51%,1461,951,65.09%,128,8.76%,130,8.90%,2,0.14%,250,17.11%,0,0.00%
臺北市,松山區,美仁里,1000,3.84,224,22.40%,166,16.60%,138,13.80%,155,15.50%,94,9.40%,223,22.30%,1000,1.36,734,73.40%,181,18.10%,75,7.50%,10,1.00%,0,0.00%,0,0.00%,1359,54.69,15,1.10%,99,7.28%,299,22.00%,317,23.33%,298,21.93%,331,24.36%,1361,0.37,964,70.83%,302,22.19%,84,6.17%,11,0.81%,82,61,74.39%,19,23.17%,2,2.44%,1359,956,70.35%,116,8.54%,109,8.02%,0,0.00%,178,13.10%,0,0.00%
臺北市,松山區,莊敬里,1633,3.46,367,22.47%,294,18.00%,302,18.49%,261,15.98%,154,9.43%,255,15.62%,1633,1.28,1286,78.75%,278,17.02%,59,3.61%,7,0.43%,0,0.00%,3,0.18%,2087,56.44,26,1.25%,155,7.43%,382,18.30%,434,20.80%,488,23.38%,602,28.85%,2087,0.43,1372,65.74%,532,25.49%,177,8.48%,6,0.29%,143,112,78.32%,28,19.58%,3,2.10%,2087,1308,62.67%,232,11.12%,252,12.07%,0,0.00%,295,14.14%,0,0.00%
臺北市,松山區,富泰里,1659,2.97,502,30.26%,325,19.59%,263,15.85%,258,15.55%,125,7.53%,186,11.21%,1659,1.24,1331,80.23%,271,16.34%,50,3.01%,7,0.42%,0,0.00%,0,0.00%,2051,54.5,29,1.41%,168,8.19%,437,21.31%,493,24.04%,425,20.72%,499,24.33%,2051,0.38,1434,69.92%,465,22.67%,135,6.58%,17,0.83%,148,118,79.73%,26,17.57%,4,2.70%,2051,1236,60.26%,229,11.17%,169,8.24%,0,0.00%,417,20.33%,0,0.00%
臺北市,松山區,富錦里,1708,3.2,445,26.05%,306,17.92%,297,17.39%,279,16.33%,161,9.43%,220,12.88%,1708,1.25,1345,78.75%,306,17.92%,51,2.99%,6,0.35%,0,0.00%,0,0.00%,2133,55.19,28,1.31%,202,9.47%,377,17.67%,450,21.10%,537,25.18%,539,25.27%,2133,0.39,1461,68.50%,509,23.86%,159,7.45%,4,0.19%,146,111,76.03%,31,21.23%,4,2.74%,2133,1342,62.92%,212,9.94%,206,9.66%,0,0.00%,373,17.49%,0,0.00%
臺北市,松山區,復建里,1368,3.57,330,24.12%,222,16.23%,232,16.96%,218,15.94%,113,8.26%,253,18.49%,1368,1.33,1009,73.76%,277,20.25%,73,5.34%,6,0.44%,2,0.15%,1,0.07%,1822,53.5,27,1.48%,151,8.29%,440,24.15%,444,24.37%,366,20.09%,394,21.62%,1823,0.33,1345,73.78%,358,19.64%,115,6.31%,5,0.27%,103,80,77.67%,22,21.36%,1,0.97%,1822,1199,65.81%,158,8.67%,160,8.78%,0,0.00%,305,16.74%,0,0.00%
臺北市,松山區,復盛里,2010,3.37,512,25.47%,335,16.67%,332,16.52%,320,15.92%,198,9.85%,313,15.57%,2010,1.27,1569,78.06%,360,17.91%,70,3.48%,10,0.50%,1,0.05%,0,0.00%,2544,56.51,42,1.65%,201,7.90%,390,15.33%,576,22.64%,625,24.57%,710,27.91%,2543,0.42,1706,67.09%,620,24.38%,206,8.10%,11,0.43%,192,156,81.25%,33,17.19%,3,1.56%,2544,1628,63.99%,240,9.43%,278,10.93%,1,0.04%,397,15.61%,0,0.00%
臺北市,松山區,復勢里,1994,3.3,531,26.63%,349,17.50%,305,15.30%,316,15.85%,198,9.93%,295,14.79%,1994,1.28,1545,77.48%,359,18.00%,80,4.01%,10,0.50%,0,0.00%,0,0.00%,2542,55.13,40,1.57%,207,8.14%,503,19.79%,577,22.70%,567,22.31%,648,25.49%,2543,0.39,1778,69.92%,553,21.75%,202,7.94%,10,0.39%,192,148,77.08%,42,21.88%,2,1.04%,2542,1659,65.26%,247,9.72%,232,9.13%,0,0.00%,404,15.89%,0,0.00%
臺北市,松山區,復源里,933,3.75,210,22.51%,129,13.83%,151,16.18%,151,16.18%,101,10.83%,191,20.47%,933,1.37,665,71.28%,205,21.97%,51,5.47%,10,1.07%,2,0.21%,0,0.00%,1275,54.47,27,2.12%,92,7.22%,275,21.57%,313,24.55%,277,21.73%,291,22.82%,1278,0.34,925,72.38%,270,21.13%,79,6.18%,4,0.31%,66,51,77.27%,12,18.18%,3,4.55%,1275,834,65.41%,128,10.04%,113,8.86%,0,0.00%,200,15.69%,0,0.00%
臺北市,松山區,敦化里,1836,4.1,307,16.72%,303,16.50%,245,13.34%,322,17.54%,196,10.68%,463,25.22%,1836,1.42,1252,68.19%,439,23.91%,114,6.21%,26,1.42%,3,0.16%,2,0.11%,2603,55.59,41,1.58%,165,6.34%,526,20.21%,612,23.51%,635,24.39%,624,23.97%,2605,0.38,1832,70.33%,577,22.15%,184,7.06%,12,0.46%,112,81,72.32%,30,26.79%,1,0.89%,2603,1829,70.27%,181,6.95%,235,9.03%,0,0.00%,358,13.75%,0,0.00%
臺北市,松山區,慈祐里,2444,3.32,984,40.26%,425,17.39%,319,13.05%,277,11.33%,156,6.38%,283,11.58%,2444,1.65,1993,81.55%,355,14.53%,80,3.27%,9,0.37%,4,0.16%,3,0.12%,4022,53.83,86,2.14%,461,11.46%,763,18.97%,933,23.20%,926,23.02%,853,21.21%,4023,0.28,3057,75.99%,807,20.06%,148,3.68%,11,0.27%,205,174,84.88%,29,14.15%,2,0.98%,4022,1948,48.43%,673,16.73%,293,7.28%,3,0.07%,1105,27.47%,0,0.00%
臺北市,松山區,新東里,1621,3.21,437,26.96%,304,18.75%,267,16.47%,248,15.30%,146,9.01%,219,13.51%,1621,1.24,1299,80.14%,264,16.29%,50,3.08%,6,0.37%,1,0.06%,1,0.06%,2010,54.85,36,1.79%,156,7.76%,380,18.91%,463,23.03%,486,24.18%,489,24.33%,2012,0.37,1407,69.93%,464,23.06%,138,6.86%,3,0.15%,121,95,78.51%,23,19.01%,3,2.48%,2010,1286,63.98%,195,9.70%,182,9.05%,0,0.00%,347,17.26%,0,0.00%
臺北市,松山區,新益里,1463,3.31,330,22.56%,280,19.14%,281,19.21%,229,15.65%,138,9.43%,205,14.01%,1463,1.26,1143,78.13%,262,17.91%,54,3.69%,4,0.27%,0,0.00%,0,0.00%,1845,55.81,27,1.46%,146,7.91%,340,18.43%,392,21.25%,459,24.88%,481,26.07%,1845,0.42,1247,67.59%,441,23.90%,143,7.75%,14,0.76%,136,98,72.06%,35,25.74%,3,2.21%,1845,1239,67.15%,170,9.21%,174,9.43%,1,0.05%,261,14.15%,0,0.00%
臺北市,松山區,新聚里,2712,3.09,769,28.36%,457,16.85%,530,19.54%,404,14.90%,231,8.52%,321,11.84%,2712,1.22,2205,81.31%,422,15.56%,70,2.58%,15,0.55%,0,0.00%,0,0.00%,3318,54.33,60,1.81%,312,9.40%,643,19.38%,729,21.97%,837,25.23%,737,22.21%,3319,0.34,2427,73.12%,663,19.98%,217,6.54%,12,0.36%,224,172,76.79%,46,20.54%,6,2.68%,3318,2045,61.63%,370,11.15%,311,9.37%,1,0.03%,591,17.81%,0,0.00%
臺北市,松山區,福成里,733,3.9,123,16.78%,119,16.23%,134,18.28%,124,16.92%,80,10.91%,153,20.87%,733,1.39,505,68.89%,175,23.87%,47,6.41%,6,0.82%,0,0.00%,0,0.00%,1018,56.32,14,1.38%,66,6.48%,187,18.37%,240,23.58%,239,23.48%,272,26.72%,1020,0.43,677,66.37%,251,24.61%,87,8.53%,5,0.49%,56,39,69.64%,17,30.36%,0,0.00%,1018,710,69.74%,71,6.97%,92,9.04%,1,0.10%,144,14.15%,0,0.00%
臺北市,松山區,精忠里,1328,3.53,284,21.39%,225,16.94%,244,18.37%,219,16.49%,122,9.19%,234,17.62%,1328,1.3,1012,76.20%,240,18.07%,68,5.12%,6,0.45%,2,0.15%,0,0.00%,1729,56.09,21,1.21%,118,6.82%,335,19.38%,406,23.48%,371,21.46%,478,27.65%,1730,0.43,1166,67.40%,416,24.05%,125,7.23%,23,1.33%,122,89,72.95%,30,24.59%,3,2.46%,1729,1172,67.78%,132,7.63%,167,9.66%,0,0.00%,258,14.92%,0,0.00%
臺北市,松山區,龍田里,3157,3.55,668,21.16%,542,17.17%,554,17.55%,547,17.33%,294,9.31%,552,17.48%,3157,1.35,2302,72.92%,652,20.65%,171,5.42%,27,0.86%,4,0.13%,1,0.03%,4248,53.95,63,1.48%,326,7.67%,1122,26.41%,1019,23.99%,741,17.44%,977,23.00%,4253,0.38,3034,71.34%,870,20.46%,323,7.59%,26,0.61%,257,179,69.65%,66,25.68%,12,4.67%,4248,2922,68.79%,326,7.67%,380,8.95%,1,0.02%,619,14.57%,0,0.00%
臺北市,松山區,鵬程里,1680,3.42,338,20.12%,333,19.82%,315,18.75%,291,17.32%,160,9.52%,243,14.46%,1680,1.27,1330,79.17%,267,15.89%,72,4.29%,9,0.54%,2,0.12%,0,0.00%,2126,56.11,24,1.13%,149,7.01%,321,15.10%,552,25.96%,578,27.19%,502,23.61%,2126,0.38,1488,69.99%,488,22.95%,138,6.49%,12,0.56%,104,76,73.08%,26,25.00%,2,1.92%,2126,1360,63.97%,227,10.68%,233,10.96%,0,0.00%,306,14.39%,0,0.00%
臺北市,信義區,三張里,2905,3.21,785,27.02%,515,17.73%,490,16.87%,448,15.42%,278,9.57%,389,13.39%,2905,1.25,2306,79.38%,484,16.66%,94,3.24%,17,0.59%,2,0.07%,2,0.07%,3647,56.65,70,1.92%,280,7.68%,557,15.27%,834,22.87%,874,23.96%,1032,28.30%,3645,0.42,2429,66.64%,916,25.13%,289,7.93%,11,0.30%,277,219,79.06%,56,20.22%,2,0.72%,3647,2309,63.31%,358,9.82%,410,11.24%,0,0.00%,570,15.63%,0,0.00%
臺北市,信義區,三犁里,1756,3.12,486,27.68%,310,17.65%,319,18.17%,287,16.34%,150,8.54%,204,11.62%,1756,1.23,1432,81.55%,264,15.03%,51,2.90%,5,0.28%,4,0.23%,0,0.00%,2153,56.47,46,2.14%,151,7.01%,313,14.54%,490,22.76%,578,26.85%,575,26.71%,2153,0.41,1455,67.58%,542,25.17%,140,6.50%,16,0.74%,159,127,79.87%,29,18.24%,3,1.89%,2153,1401,65.07%,181,8.41%,234,10.87%,0,0.00%,337,15.65%,0,0.00%
臺北市,信義區,大仁里,1311,3.21,350,26.70%,250,19.07%,213,16.25%,178,13.58%,131,9.99%,189,14.42%,1311,1.27,1014,77.35%,251,19.15%,36,2.75%,8,0.61%,2,0.15%,0,0.00%,1666,57.67,22,1.32%,117,7.02%,260,15.61%,357,21.43%,380,22.81%,530,31.81%,1666,0.45,1061,63.69%,458,27.49%,142,8.52%,5,0.30%,156,117,75.00%,34,21.79%,5,3.21%,1666,983,59.00%,169,10.14%,232,13.93%,0,0.00%,282,16.93%,0,0.00%
臺北市,信義區,大道里,1981,3.24,502,25.34%,318,16.05%,370,18.68%,359,18.12%,187,9.44%,245,12.37%,1981,1.22,1625,82.03%,292,14.74%,50,2.52%,12,0.61%,2,0.10%,0,0.00%,2417,56.61,30,1.24%,179,7.41%,387,16.01%,477,19.74%,685,28.34%,659,27.27%,2417,0.4,1627,67.31%,615,25.44%,168,6.95%,7,0.29%,176,133,75.57%,42,23.86%,1,0.57%,2417,1598,66.12%,216,8.94%,255,10.55%,0,0.00%,348,14.40%,0,0.00%
臺北市,信義區,中行里,2342,3.61,486,20.75%,364,15.54%,427,18.23%,413,17.63%,264,11.27%,388,16.57%,2342,1.27,1824,77.88%,423,18.06%,79,3.37%,10,0.43%,2,0.09%,4,0.17%,2982,55.2,43,1.44%,268,8.99%,477,16.00%,722,24.21%,778,26.09%,694,23.27%,2980,0.36,2128,71.41%,657,22.05%,186,6.24%,9,0.30%,147,115,78.23%,31,21.09%,1,0.68%,2982,1886,63.25%,318,10.66%,317,10.63%,0,0.00%,461,15.46%,0,0.00%
臺北市,信義區,中坡里,1353,3.49,282,20.84%,217,16.04%,247,18.26%,244,18.03%,170,12.56%,193,14.26%,1353,1.26,1067,78.86%,236,17.44%,39,2.88%,10,0.74%,1,0.07%,0,0.00%,1701,56.15,25,1.47%,128,7.52%,286,16.81%,370,21.75%,446,26.22%,446,26.22%,1701,0.4,1170,68.78%,385,22.63%,138,8.11%,8,0.47%,94,69,73.40%,24,25.53%,1,1.06%,1701,1129,66.37%,145,8.52%,184,10.82%,0,0.00%,243,14.29%,0,0.00%
臺北市,信義區,中興里,1450,2.48,619,42.69%,303,20.90%,201,13.86%,171,11.79%,70,4.83%,86,5.93%,1450,1.18,1225,84.48%,191,13.17%,28,1.93%,3,0.21%,3,0.21%,0,0.00%,1716,53.44,33,1.92%,221,12.88%,322,18.76%,368,21.45%,384,22.38%,388,22.61%,1718,0.33,1251,72.82%,369,21.48%,94,5.47%,4,0.23%,157,124,78.98%,29,18.47%,4,2.55%,1716,952,55.48%,186,10.84%,138,8.04%,0,0.00%,440,25.64%,0,0.00%
臺北市,信義區,五全里,1620,3.24,416,25.68%,286,17.65%,294,18.15%,257,15.86%,139,8.58%,228,14.07%,1620,1.25,1290,79.63%,276,17.04%,42,2.59%,10,0.62%,0,0.00%,2,0.12%,2021,56.34,26,1.29%,154,7.62%,338,16.72%,435,21.52%,533,26.37%,535,26.47%,2022,0.4,1376,68.05%,494,24.43%,146,7.22%,6,0.30%,150,118,78.67%,30,20.00%,2,1.33%,2021,1315,65.07%,196,9.70%,194,9.60%,0,0.00%,316,15.64%,0,0.00%
臺北市,信義區,五常里,1155,3.41,287,24.85%,203,17.58%,173,14.98%,195,16.88%,121,10.48%,176,15.24%,1155,1.28,892,77.23%,207,17.92%,49,4.24%,5,0.43%,2,0.17%,0,0.00%,1482,55.58,28,1.89%,123,8.30%,247,16.67%,329,22.20%,372,25.10%,383,25.84%,1483,0.38,1023,68.98%,360,24.28%,96,6.47%,4,0.27%,77,63,81.82%,14,18.18%,0,0.00%,1482,922,62.21%,142,9.58%,174,11.74%,0,0.00%,244,16.46%,0,0.00%
臺北市,信義區,六合里,2323,3.08,642,27.64%,449,19.33%,417,17.95%,341,14.68%,197,8.48%,277,11.92%,2323,1.22,1893,81.49%,352,15.15%,65,2.80%,13,0.56%,0,0.00%,0,0.00%,2843,55.75,44,1.55%,201,7.07%,478,16.81%,708,24.90%,732,25.75%,680,23.92%,2844,0.38,1993,70.08%,644,22.64%,192,6.75%,15,0.53%,193,141,73.06%,48,24.87%,4,2.07%,2843,1769,62.22%,314,11.04%,264,9.29%,0,0.00%,496,17.45%,0,0.00%
臺北市,信義區,六藝里,1015,3.95,210,20.69%,149,14.68%,145,14.29%,166,16.35%,120,11.82%,225,22.17%,1015,1.37,736,72.51%,199,19.61%,64,6.31%,14,1.38%,2,0.20%,0,0.00%,1392,55.17,23,1.65%,117,8.41%,264,18.97%,297,21.34%,340,24.43%,351,25.22%,1392,0.37,971,69.76%,328,23.56%,90,6.47%,3,0.22%,66,51,77.27%,15,22.73%,0,0.00%,1392,899,64.58%,136,9.77%,149,10.70%,0,0.00%,208,14.94%,0,0.00%
臺北市,信義區,四育里,1724,3.39,442,25.64%,280,16.24%,281,16.30%,290,16.82%,166,9.63%,265,15.37%,1724,1.27,1354,78.54%,300,17.40%,54,3.13%,11,0.64%,5,0.29%,0,0.00%,2184,56.13,46,2.11%,178,8.15%,316,14.47%,480,21.98%,594,27.20%,570,26.10%,2184,0.4,1502,68.77%,507,23.21%,166,7.60%,9,0.41%,152,116,76.32%,31,20.39%,5,3.29%,2184,1435,65.71%,194,8.88%,234,10.71%,0,0.00%,321,14.70%,0,0.00%
臺北市,信義區,四維里,1776,3.13,459,25.84%,354,19.93%,303,17.06%,286,16.10%,165,9.29%,209,11.77%,1776,1.23,1443,81.25%,270,15.20%,56,3.15%,6,0.34%,1,0.06%,0,0.00%,2180,55.78,43,1.97%,193,8.85%,295,13.53%,496,22.75%,632,28.99%,521,23.90%,2180,0.36,1548,71.01%,486,22.29%,139,6.38%,7,0.32%,147,110,74.83%,36,24.49%,1,0.68%,2180,1371,62.89%,213,9.77%,210,9.63%,0,0.00%,386,17.71%,0,0.00%
臺北市,信義區,正和里,1534,3.22,424,27.64%,291,18.97%,265,17.28%,198,12.91%,139,9.06%,217,14.15%,1534,1.25,1236,80.57%,231,15.06%,53,3.46%,12,0.78%,1,0.07%,1,0.07%,1916,55.77,41,2.14%,148,7.72%,310,16.18%,459,23.96%,440,22.96%,518,27.04%,1916,0.42,1308,68.27%,435,22.70%,157,8.19%,16,0.84%,138,100,72.46%,35,25.36%,3,2.17%,1916,1275,66.54%,159,8.30%,158,8.25%,0,0.00%,324,16.91%,0,0.00%
臺北市,信義區,永吉里,1127,3.81,298,26.44%,179,15.88%,150,13.31%,158,14.02%,122,10.83%,220,19.52%,1127,1.28,882,78.26%,189,16.77%,44,3.90%,10,0.89%,2,0.18%,0,0.00%,1442,53.9,36,2.50%,142,9.85%,252,17.48%,340,23.58%,363,25.17%,309,21.43%,1441,0.33,1058,73.42%,315,21.86%,61,4.23%,7,0.49%,96,87,90.63%,9,9.38%,0,0.00%,1442,967,67.06%,123,8.53%,149,10.33%,0,0.00%,203,14.08%,0,0.00%
臺北市,信義區,永春里,1492,3.45,389,26.07%,254,17.02%,229,15.35%,232,15.55%,133,8.91%,255,17.09%,1492,1.33,1113,74.60%,288,19.30%,67,4.49%,19,1.27%,5,0.34%,0,0.00%,1991,55.99,36,1.81%,194,9.74%,308,15.47%,415,20.84%,501,25.16%,537,26.97%,1991,0.4,1363,68.46%,469,23.56%,156,7.84%,3,0.15%,135,94,69.63%,41,30.37%,0,0.00%,1991,1198,60.17%,218,10.95%,248,12.46%,1,0.05%,326,16.37%,0,0.00%
