"統計年月","縣市","行政區域","售電量度數","教育程度總計","大學以上比例","大學比例","大學以下比例","納稅單位","綜合所得總額","綜合所得中位數","綜合所得IQR","戶數","總人數","女性比例","男性比例","少年人口比例","青年人口比例","壯年人口比例","老年人口比例","出生數","出生數.男","出生數.女","結婚對數","離婚對數","有偶人數","有偶比例","離婚人數","離婚比例","未婚比例","每戶平均用電度數","每人平均用電度數"
10307,"臺北市","中正區網溪里",1926987,5304,0.1505,0.382,0.4676,2052,2360627,761,1030,2462,5952,0.5314,0.4686,0.1678,0.3075,0.3757,0.149,12,8,4,4,1,1564,"63.04%",192,"7.74%","19.15%",782.69,323.75
10307,"臺北市","中正區文北里",3215860,4940,0.2053,0.4192,0.3755,2111,5277216,982,1676,2246,5770,0.5286,0.4714,0.2106,0.2388,0.3882,0.1626,7,4,3,3,0,1546,"67.87%",171,"7.51%","14.97%",1431.82,557.34
10307,"臺北市","中正區文盛里",1387177,2436,0.1704,0.3797,0.4499,952,1189659,830,1181,1188,2740,0.5182,0.4818,0.1686,0.2701,0.3832,0.1781,6,3,3,2,2,724,"62.20%",96,"8.25%","19.50%",1167.66,506.27
10307,"臺北市","中正區文祥里",2173380,6751,0.1868,0.3808,0.4324,2700,4218465,1009,1589,3080,8524,0.5303,0.4697,0.286,0.2279,0.374,0.1119,10,5,5,5,3,2159,"70.26%",245,"7.97%","13.70%",705.64,254.97
10307,"臺北市","中正區新營里",2674135,7785,0.2048,0.3806,0.4146,3026,5019740,1070,1548,3578,10350,0.5186,0.4814,0.3277,0.229,0.3503,0.093,18,11,7,8,5,2652,"74.04%",256,"7.15%","11.81%",747.38,258.37
10307,"臺北市","中正區幸福里",2996904,4151,0.1592,0.3626,0.4782,1671,2469795,840,1223,2008,4972,0.5209,0.4791,0.2345,0.2667,0.3656,0.1331,5,2,3,4,2,1299,"64.56%",187,"9.29%","18.54%",1492.48,602.76
10307,"臺北市","中正區幸市里",3099781,4134,0.1746,0.4115,0.4139,1788,3614213,877,1429,1898,4680,0.5303,0.4699,0.181,0.2594,0.3838,0.1761,10,5,5,6,1,1257,"64.53%",145,"7.44%","18.94%",1633.18,662.35
10307,"臺北市","中正區螢圃里",1880464,5089,0.1407,0.3641,0.4952,1947,2110519,679,939,2370,5684,0.513,0.487,0.1654,0.3015,0.367,0.1661,8,4,4,3,1,1494,"62.46%",231,"9.66%","18.10%",793.44,330.83
10307,"臺北市","中正區螢雪里",1407121,4137,0.1139,0.3241,0.562,1531,1466633,652,841,1809,4582,0.5142,0.4858,0.1613,0.3086,0.3828,0.1473,6,4,2,4,2,1087,"59.89%",190,"10.47%","17.52%",777.84,307.1
10307,"臺北市","中正區永昌里",1770230,4774,0.0773,0.2608,0.6619,1485,1297599,614,762,2070,5242,0.5071,0.4928,0.1522,0.3083,0.3785,0.1606,6,3,3,6,1,1215,"58.41%",234,"11.25%","16.49%",855.18,337.7
10307,"臺北市","中正區永功里",2012293,5697,0.1116,0.3077,0.5807,2077,2295019,711,920,2598,6752,0.5077,0.4923,0.2219,0.293,0.3519,0.1333,13,2,11,2,3,1593,"62.37%",276,"10.81%","15.74%",774.55,298.03
10307,"臺北市","中正區忠勤里",1768435,6264,0.0477,0.2063,0.746,1742,1239334,535,576,3016,6930,0.5163,0.4837,0.1629,0.2921,0.3905,0.1544,12,8,4,6,4,1543,"50.62%",499,"16.37%","19.00%",586.35,255.19
10309,"臺北市","北投區八仙里",1922201,5020,0.0847,0.2982,0.6171,1768,1860333,647,874,2122,5774,0.5081,0.4919,0.2051,0.3014,0.3831,0.1103,13,6,7,6,2,1329,"62.93%",249,"11.79%","15.77%",905.84,332.91
10309,"臺北市","北投區大同里",2364034,5450,0.0919,0.2844,0.6237,1934,2110861,649,919,2336,6246,0.5045,0.4957,0.2069,0.3012,0.3796,0.1124,14,6,8,6,4,1477,"62.19%",258,"10.86%","17.01%",1012,378.49
10309,"臺北市","北投區大屯里",469850,1096,0.0575,0.2062,0.7363,346,498508,570,726,428,1254,0.4769,0.5231,0.1786,0.303,0.3716,0.1467,5,4,1,3,0,280,"65.27%",46,"10.72%","12.82%",1097.78,374.68
10309,"臺北市","北投區稻香里",1620508,4695,0.0801,0.2733,0.6466,1579,1461138,629,756,2041,5270,0.4941,0.5059,0.1808,0.3182,0.3852,0.1156,12,6,6,6,1,1233,"60.35%",220,"10.77%","17.47%",793.98,307.5
10309,"臺北市","北投區東華里",1367275,4049,0.1047,0.3102,0.5851,1455,1568597,688,934,1626,4752,0.5286,0.4714,0.2205,0.2854,0.3805,0.1136,9,5,4,4,7,1099,"68.52%",160,"9.98%","10.60%",840.88,287.73
10309,"臺北市","北投區豐年里",1249943,4088,0.0553,0.2549,0.6898,1399,1152844,604,724,1717,4947,0.5118,0.488,0.2317,0.3234,0.3341,0.1108,8,4,4,5,2,1094,"63.90%",200,"11.68%","13.38%",727.98,252.67
10309,"臺北市","北投區福興里",2238818,6290,0.1073,0.289,0.6037,2293,2320753,684,920,2647,7638,0.5268,0.4733,0.2486,0.3011,0.3485,0.1019,9,5,4,11,1,1827,"67.87%",259,"9.62%","12.59%",845.79,293.12
10309,"臺北市","北投區關渡里",4214514,10277,0.0759,0.2721,0.652,3421,3437669,641,795,4148,11770,0.505,0.495,0.1935,0.3227,0.3619,0.1218,18,7,11,14,3,2739,"65.70%",416,"9.98%","14.56%",1016.04,358.07
10309,"臺北市","北投區湖山里",710693,1659,0.0518,0.2387,0.7095,523,689767,614,755,716,1835,0.479,0.521,0.1471,0.2638,0.3924,0.1973,5,0,5,1,1,410,"57.58%",77,"10.81%","14.19%",992.59,387.3
10309,"臺北市","北投區湖田里",244953,1000,0.042,0.192,0.766,249,271870,589,718,398,1122,0.459,0.5401,0.1408,0.2932,0.4189,0.1462,2,2,0,1,0,253,"65.54%",38,"9.84%","14.25%",615.46,218.32
10309,"臺北市","北投區吉利里",1784715,6101,0.1064,0.3109,0.5827,2216,2309619,721,950,2549,7557,0.5187,0.4814,0.2643,0.2874,0.3398,0.1085,9,7,2,7,3,1733,"67.93%",250,"9.80%","12.11%",700.16,236.17
10309,"臺北市","北投區吉慶里",1640815,4690,0.1036,0.3224,0.574,1660,1685899,724,915,1960,5780,0.5294,0.4706,0.2626,0.2933,0.3356,0.1085,7,5,2,6,2,1372,"69.68%",188,"9.55%","12.39%",837.15,283.88
10309,"臺北市","北投區建民里",1587214,3937,0.0973,0.318,0.5847,1331,1436550,692,943,1690,4430,0.516,0.484,0.1916,0.2853,0.381,0.1422,8,4,4,3,3,1118,"65.92%",154,"9.08%","13.56%",939.18,358.29
10309,"臺北市","北投區開明里",2621178,6051,0.0967,0.3047,0.5986,2117,2570956,678,921,2566,6760,0.5204,0.4794,0.1805,0.3007,0.3901,0.1287,10,5,5,9,4,1651,"64.02%",269,"10.43%","14.89%",1021.5,387.75
10309,"臺北市","北投區立農里",2657374,8023,0.0952,0.3011,0.6036,2898,2844690,670,889,3380,9700,0.5154,0.4846,0.2395,0.3147,0.3553,0.0905,17,10,7,14,2,2301,"67.62%",347,"10.20%","14.05%",786.21,273.96
10309,"臺北市","北投區立賢里",1762662,4880,0.0891,0.3037,0.6072,1792,1687347,649,841,2066,5962,0.527,0.473,0.244,0.3108,0.3472,0.098,12,6,6,9,2,1387,"67.20%",206,"9.98%","13.61%",853.18,295.65
10309,"臺北市","北投區林泉里",1176734,3178,0.0919,0.2851,0.623,1025,898033,639,770,1536,3546,0.5073,0.4927,0.1664,0.2876,0.4021,0.1433,5,3,2,3,6,826,"53.29%",249,"16.06%","20.32%",766.1,331.85
10309,"臺北市","北投區奇岩里",4145415,8738,0.09,0.3105,0.5996,3191,5872618,696,967,3522,9890,0.5076,0.4924,0.1899,0.308,0.3853,0.1169,23,12,11,16,7,2349,"64.93%",388,"10.72%","15.17%",1177.01,419.15
10309,"臺北市","北投區清江里",2989168,8674,0.0601,0.2458,0.6941,2570,2305736,621,727,4049,9801,0.4932,0.5067,0.1777,0.2978,0.3985,0.1259,20,6,14,11,2,2119,"50.67%",742,"17.74%","21.21%",738.25,304.99
10309,"臺北市","北投區泉源里",958557,2276,0.0536,0.2254,0.721,658,664402,584,709,872,2525,0.4737,0.5267,0.1735,0.2832,0.3945,0.1489,4,2,2,0,2,499,"58.91%",96,"11.33%","15.47%",1099.26,379.63
10309,"臺北市","北投區榮光里",2165646,6517,0.0861,0.2899,0.6241,2316,2265841,683,833,2786,8107,0.5215,0.4784,0.2668,0.2875,0.3372,0.1085,18,11,7,12,2,1900,"67.71%",291,"10.37%","11.58%",777.33,267.13
10309,"臺北市","北投區榮華里",3203840,6920,0.1406,0.3838,0.4756,2719,4468593,848,1239,2983,7950,0.5238,0.4762,0.2023,0.2838,0.3859,0.1281,19,12,7,11,3,1983,"66.84%",273,"9.20%","15.57%",1074.03,403
10309,"臺北市","北投區石牌里",2398590,4962,0.099,0.3114,0.5897,1849,1831959,681,830,2108,5733,0.5254,0.4748,0.1975,0.3271,0.3551,0.1204,11,6,5,8,3,1391,"65.92%",198,"9.38%","15.64%",1137.85,418.38
10309,"臺北市","北投區桃源里",1584249,5570,0.0767,0.2803,0.6431,1897,1741796,609,768,2300,6259,0.5058,0.494,0.1866,0.3387,0.378,0.0967,13,7,6,12,2,1529,"66.10%",212,"9.17%","15.39%",688.8,253.12
10309,"臺北市","北投區溫泉里",2716017,6171,0.0909,0.3108,0.5983,2192,2206838,661,847,2770,6992,0.5255,0.4744,0.1894,0.2955,0.3864,0.1284,9,6,3,7,0,1671,"60.15%",324,"11.66%","18.65%",980.51,388.45
10309,"臺北市","北投區文化里",1480140,3797,0.1248,0.3432,0.532,1372,1553759,868,1097,1688,4620,0.519,0.481,0.2426,0.2766,0.3636,0.1173,9,4,5,4,1,1131,"67.08%",150,"8.90%","12.34%",876.86,320.38
10309,"臺北市","北投區文林里",1906228,3868,0.1024,0.3239,0.5737,1474,1660724,740,980,1651,4457,0.5165,0.4835,0.1941,0.3013,0.3668,0.1378,6,4,2,4,2,1100,"65.95%",163,"9.77%","15.11%",1154.59,427.69
10309,"臺北市","北投區秀山里",1076283,3095,0.0666,0.2565,0.6769,1018,838646,592,656,1236,3492,0.5074,0.4923,0.1778,0.3127,0.3577,0.1515,6,1,5,7,2,718,"57.72%",173,"13.91%","14.07%",870.78,308.21
10309,"臺北市","北投區一德里",2731467,6476,0.0761,0.2616,0.6623,2128,2076390,629,777,2710,7493,0.5023,0.4977,0.2101,0.3295,0.3579,0.1025,16,6,10,18,2,1834,"65.99%",268,"9.64%","15.11%",1007.92,364.54
10309,"臺北市","北投區永和里",3865975,8194,0.1216,0.3542,0.5243,3062,4596960,813,1201,3624,9524,0.5212,0.4788,0.2184,0.2728,0.3933,0.1155,18,14,4,13,4,2408,"65.58%",396,"10.78%","16.15%",1066.77,405.92
10309,"臺北市","北投區永明里",1602954,4312,0.119,0.334,0.5471,1576,1855259,782,1033,1872,5304,0.5317,0.4683,0.26,0.2937,0.3428,0.1035,16,9,7,10,5,1306,"69.80%",164,"8.77%","11.97%",856.28,302.22
10309,"臺北市","北投區永欣里",2833021,6924,0.1756,0.4152,0.4092,2853,5845914,1059,1860,3324,8162,0.5277,0.4722,0.2216,0.2786,0.3774,0.1223,20,11,9,12,4,2267,"67.71%",255,"7.62%","17.56%",852.29,347.1
10309,"臺北市","北投區裕民里",3092508,6966,0.1123,0.3455,0.5422,2622,3428292,737,1005,3035,8036,0.5239,0.4762,0.2043,0.3071,0.3701,0.1185,11,4,7,13,4,2056,"66.86%",284,"9.24%","15.61%",1018.95,384.83
10309,"臺北市","北投區長安里",2468593,5605,0.0787,0.279,0.6423,1870,1746423,631,773,2609,6402,0.5342,0.4659,0.2038,0.2982,0.3766,0.1215,14,9,5,8,2,1470,"55.62%",346,"13.09%","21.11%",946.18,385.6
10309,"臺北市","北投區振華里",2732088,7009,0.114,0.3266,0.5594,2679,3017743,713,1016,2918,8128,0.5283,0.4718,0.2047,0.2936,0.3671,0.1346,19,14,5,13,1,1915,"66.01%",247,"8.51%","14.62%",936.29,336.13
10309,"臺北市","北投區智仁里",1729082,5631,0.0797,0.2808,0.6395,1882,1638950,628,742,2318,6639,0.5227,0.4772,0.2228,0.3148,0.3478,0.1145,17,10,7,10,2,1440,"62.02%",273,"11.76%","15.29%",745.94,260.44
10309,"臺北市","北投區中和里",2399967,4599,0.0968,0.3125,0.5908,1691,1725134,671,823,1956,5264,0.5163,0.4837,0.1824,0.3095,0.3628,0.1451,11,6,5,6,3,1193,"61.02%",213,"10.90%","15.35%",1226.98,455.92
10309,"臺北市","北投區中心里",2555020,5906,0.0974,0.3275,0.5752,2112,2341365,668,894,3014,6586,0.5372,0.4628,0.1795,0.2991,0.3927,0.1285,11,3,8,7,5,1625,"53.67%",477,"15.75%","22.16%",847.72,387.95
10309,"臺北市","北投區中央里",4377725,7988,0.0888,0.2774,0.6338,2802,3006807,692,886,3440,9230,0.5182,0.4818,0.214,0.3052,0.373,0.1078,21,14,7,10,6,2148,"62.90%",377,"11.04%","15.75%",1272.59,474.29
10309,"臺北市","北投區中庸里",1264411,4028,0.0658,0.2815,0.6527,1375,1282769,622,752,1764,4574,0.5171,0.4827,0.1775,0.3273,0.3625,0.1327,9,7,2,3,1,1106,"62.52%",202,"11.42%","15.04%",716.79,276.43
10309,"臺北市","北投區洲美里",440750,1930,0.0373,0.2187,0.744,607,475581,554,620,862,2242,0.4906,0.5089,0.2079,0.3136,0.3559,0.1222,11,4,7,3,2,563,"64.64%",74,"8.50%","14.93%",511.31,196.59
10309,"臺北市","北投區尊賢里",1378860,4205,0.0892,0.3049,0.6059,1504,1434199,673,800,1762,5140,0.5272,0.4728,0.2434,0.3088,0.3327,0.1152,8,5,3,3,1,1189,"66.95%",186,"10.47%","12.56%",782.55,268.26
10309,"臺北市","大安區昌隆里",1704499,2890,0.1606,0.4159,0.4235,1238,1805010,828,1376,1167,3153,0.5284,0.4716,0.1491,0.2252,0.4006,0.2252,4,2,2,5,1,751,"64.52%",98,"8.42%","15.21%",1460.58,540.6
10309,"臺北市","大安區車層里",4127240,5697,0.162,0.4295,0.4085,2504,4611698,860,1505,2498,6714,0.5398,0.4602,0.2072,0.2422,0.3722,0.1784,14,9,5,4,0,1631,"65.45%",246,"9.87%","15.37%",1652.22,614.72
10309,"臺北市","大安區誠安里",2361568,3892,0.1421,0.3916,0.4663,1620,2542885,745,1035,1850,4354,0.5397,0.4603,0.1631,0.2669,0.3955,0.1746,8,3,5,9,2,1111,"60.74%",180,"9.84%","19.25%",1276.52,542.39
10309,"臺北市","大安區大學里",2976225,7583,0.2259,0.387,0.387,3143,4821679,929,1401,3556,8964,0.5325,0.4676,0.2223,0.2367,0.3776,0.1634,15,9,6,17,0,2375,"67.11%",263,"7.43%","16.45%",836.96,332.02
10309,"臺北市","大安區德安里",2732438,5096,0.1697,0.4262,0.404,2073,3659186,838,1421,2340,6006,0.5408,0.4594,0.2151,0.2326,0.3848,0.1677,10,6,4,4,2,1487,"63.44%",225,"9.60%","17.28%",1167.71,454.95
10309,"臺北市","大安區敦安里",3732371,5549,0.1889,0.4069,0.4042,2401,5021081,975,1555,2471,6710,0.541,0.459,0.2462,0.2392,0.3601,0.1547,13,8,5,7,1,1707,"68.50%",228,"9.15%","14.65%",1510.47,556.24
10309,"臺北市","大安區敦煌里",3272392,5348,0.1939,0.4271,0.379,2309,3846866,901,1444,2336,6436,0.5421,0.4577,0.2318,0.2593,0.3502,0.1586,13,6,7,12,4,1629,"69.05%",203,"8.61%","14.96%",1400.85,508.45
10309,"臺北市","大安區法治里",2344942,4090,0.1535,0.3736,0.4729,1649,2241370,781,1178,1864,4603,0.531,0.4688,0.1799,0.2803,0.3861,0.1538,9,6,3,8,3,1163,"62.09%",190,"10.14%","18.47%",1258.02,509.44
10309,"臺北市","大安區芳和里",2004589,5337,0.1139,0.3275,0.5586,1967,2564820,714,968,2345,6047,0.5199,0.4802,0.1774,0.2848,0.3807,0.1571,12,6,6,11,4,1502,"64.35%",220,"9.43%","14.18%",854.84,331.5
10309,"臺北市","大安區福住里",2770225,5368,0.218,0.4063,0.3757,2279,4441432,1036,1599,2358,6838,0.5399,0.4602,0.2912,0.2393,0.3466,0.1231,8,4,4,4,3,1682,"70.38%",196,"8.20%","13.31%",1174.82,405.12
10309,"臺北市","大安區古風里",1952026,3829,0.1967,0.3951,0.4082,1544,2425358,917,1406,1766,4414,0.5288,0.4712,0.2034,0.256,0.3888,0.1518,6,5,1,9,1,1153,"64.67%",143,"8.02%","17.55%",1105.34,442.24
10309,"臺北市","大安區古莊里",3782215,6285,0.2024,0.3962,0.4014,2588,3701864,857,1295,3016,7352,0.5411,0.4588,0.2153,0.2628,0.3743,0.1476,16,6,10,5,2,1950,"64.63%",234,"7.76%","19.12%",1254.05,514.45
10309,"臺北市","大安區光明里",1399631,3027,0.1929,0.3769,0.4301,1237,2718897,1042,1589,1426,3854,0.5163,0.4837,0.2849,0.246,0.3576,0.1113,8,4,4,4,2,1011,"72.11%",112,"7.99%","13.41%",981.51,363.16
10309,"臺北市","大安區光武里",5001802,7041,0.1501,0.3992,0.4506,2928,4256232,793,1184,3332,8162,0.5477,0.4523,0.1932,0.2512,0.3899,0.1658,13,6,7,11,3,2001,"60.60%",369,"11.18%","18.90%",1501.14,612.82
10309,"臺北市","大安區光信里",3912767,6990,0.1559,0.41,0.434,2778,4457612,830,1271,3055,8295,0.5343,0.4656,0.2257,0.2674,0.3647,0.1423,22,9,13,4,3,2000,"65.62%",316,"10.37%","14.93%",1280.77,471.7
10309,"臺北市","大安區和安里",2531575,6058,0.1879,0.4019,0.4102,2403,9146577,1008,1560,2519,7503,0.5111,0.4889,0.2738,0.2356,0.3609,0.1295,12,5,7,11,3,1797,"71.11%",185,"7.32%","12.31%",1004.99,337.41
10309,"臺北市","大安區虎嘯里",2096918,3390,0.1794,0.4159,0.4047,1408,2390107,818,1254,1679,3805,0.5535,0.4463,0.1756,0.2586,0.4021,0.1635,12,5,7,7,0,1058,"62.24%",160,"9.41%","19.18%",1248.91,551.1
10309,"臺北市","大安區華聲里",2027951,3851,0.1615,0.39,0.4485,1562,2638305,832,1375,1728,4542,0.5319,0.4681,0.2173,0.2589,0.3675,0.1563,15,11,4,6,1,1117,"64.08%",181,"10.38%","16.47%",1173.58,446.49
10309,"臺北市","大安區建安里",3658277,4512,0.1627,0.4211,0.4162,2032,3314467,811,1315,2134,5221,0.561,0.439,0.1998,0.2429,0.3907,0.1666,5,3,2,7,4,1310,"60.99%",230,"10.71%","19.18%",1714.28,700.69
10309,"臺北市","大安區建倫里",4486600,5527,0.1589,0.4279,0.4132,2401,5310577,885,1586,2398,6470,0.5456,0.4544,0.215,0.2223,0.3849,0.1779,9,2,7,8,5,1581,"65.33%",227,"9.38%","15.45%",1870.98,693.45
10309,"臺北市","大安區錦安里",2570352,5154,0.2241,0.4063,0.3696,2156,4050133,1022,1595,2325,6502,0.5334,0.4666,0.2804,0.2365,0.357,0.1261,15,5,10,8,4,1687,"71.24%",161,"6.80%","14.10%",1105.53,395.32
10309,"臺北市","大安區錦華里",2166361,4825,0.2083,0.4073,0.3845,1907,3081462,1030,1440,2142,6040,0.5303,0.4699,0.2806,0.2523,0.354,0.1132,9,4,5,3,0,1620,"75.07%",123,"5.70%","12.74%",1011.37,358.67
10309,"臺北市","大安區錦泰里",1284618,3056,0.2124,0.4107,0.377,1342,2506026,893,1485,1386,3866,0.5212,0.4788,0.2708,0.2256,0.3632,0.1402,7,3,4,2,1,1001,"73.12%",78,"5.70%","12.78%",926.85,332.29
10309,"臺北市","大安區黎和里",1596035,4470,0.1188,0.3353,0.5459,1661,1810037,744,959,2075,5019,0.5206,0.4794,0.1713,0.3023,0.3997,0.1267,7,4,3,3,2,1224,"59.19%",234,"11.32%","18.71%",769.17,318
10309,"臺北市","大安區黎孝里",2752254,7075,0.1163,0.3593,0.5244,2668,2843141,725,966,3010,7870,0.5197,0.4803,0.1659,0.3091,0.3906,0.1343,14,8,6,7,3,1960,"64.56%",283,"9.32%","16.21%",914.37,349.71
10309,"臺北市","大安區黎元里",1893788,5050,0.0865,0.2794,0.6341,1717,1450737,629,719,2048,5766,0.5156,0.4844,0.1823,0.3267,0.3704,0.1207,13,7,6,12,1,1261,"60.95%",231,"11.16%","16.05%",924.7,328.44
10309,"臺北市","大安區臨江里",2190872,3788,0.0913,0.2999,0.6088,1312,1240749,641,778,1750,4328,0.525,0.475,0.189,0.287,0.3794,0.1446,3,2,1,5,1,1055,"59.77%",201,"11.39%","17.68%",1251.93,506.21
10309,"臺北市","大安區龍安里",2456856,6947,0.1886,0.359,0.4524,2259,4557724,1033,1688,3578,8276,0.5007,0.4992,0.2373,0.2086,0.3977,0.1565,12,7,5,9,2,1946,"52.64%",615,"16.64%","24.10%",686.66,296.87
10309,"臺北市","大安區龍門里",2027131,3753,0.2241,0.4386,0.3373,1624,3319109,1042,1700,1621,4668,0.533,0.467,0.262,0.2228,0.3659,0.1493,6,3,3,9,1,1176,"72.64%",109,"6.73%","11.92%",1250.54,434.26
10309,"臺北市","大安區龍坡里",1135770,5122,0.2556,0.4024,0.3421,2098,3371457,1015,1559,2298,6210,0.5343,0.4657,0.2464,0.2235,0.3742,0.1559,4,2,2,6,2,1627,"70.71%",165,"7.17%","13.30%",494.24,182.89
10309,"臺北市","大安區龍泉里",2316002,4257,0.2095,0.3831,0.4073,1769,2646318,902,1335,2017,5160,0.5372,0.4628,0.2461,0.2566,0.3674,0.1298,12,8,4,6,0,1352,"66.24%",152,"7.45%","17.49%",1148.24,448.84
10309,"臺北市","大安區龍生里",2812591,5839,0.1976,0.4001,0.4023,2406,3844288,974,1472,2604,7262,0.5335,0.4665,0.2721,0.2308,0.3712,0.1259,8,5,3,10,1,1862,"71.12%",181,"6.91%","13.94%",1080.1,387.3
10309,"臺北市","大安區龍圖里",3492769,6159,0.1781,0.4049,0.417,2579,3951543,879,1337,2818,7118,0.5316,0.4684,0.2048,0.2581,0.3814,0.1555,9,3,6,6,7,1822,"64.70%",236,"8.38%","17.86%",1239.45,490.7
10309,"臺北市","大安區龍淵里",3325822,8071,0.2176,0.3913,0.3912,3214,4963868,949,1458,3498,10352,0.5251,0.4748,0.2939,0.2354,0.3489,0.1217,21,13,8,10,4,2558,"73.27%",242,"6.93%","11.09%",950.78,321.27
10309,"臺北市","大安區龍雲里",2127594,4453,0.1655,0.3851,0.4494,1849,3784560,866,1440,1916,5142,0.5371,0.4629,0.2058,0.2452,0.3835,0.1653,11,5,6,6,4,1256,"65.93%",161,"8.45%","14.96%",1110.44,413.77
10309,"臺北市","大安區龍陣里",1921169,3274,0.1643,0.3965,0.4392,1316,2142320,931,1279,1482,3711,0.519,0.4813,0.1913,0.2528,0.3826,0.1735,3,1,2,8,1,998,"67.75%",106,"7.20%","16.84%",1296.34,517.7
10309,"臺北市","大安區民輝里",4922972,6295,0.1733,0.3909,0.4357,2672,7707147,921,1607,2858,7052,0.5233,0.4767,0.1808,0.2431,0.399,0.177,11,6,5,12,0,1781,"61.58%",308,"10.65%","17.19%",1722.52,698.1
10309,"臺北市","大安區民炤里",3976420,7177,0.2068,0.4162,0.377,3162,6972734,969,1584,3198,8429,0.5355,0.4645,0.2181,0.2233,0.3862,0.1725,16,8,8,9,0,2193,"68.45%",224,"6.99%","14.67%",1243.41,471.75
10309,"臺北市","大安區全安里",2869956,4027,0.1721,0.4331,0.3948,1731,4387141,889,1425,1817,4610,0.5356,0.4642,0.1792,0.2616,0.3907,0.1683,7,5,2,2,1,1202,"65.90%",168,"9.21%","15.63%",1579.5,622.55
10309,"臺北市","大安區群賢里",3052458,5468,0.1712,0.4128,0.4161,2296,3702710,826,1294,2493,6186,0.5464,0.4536,0.1849,0.2593,0.3935,0.1621,12,6,6,6,2,1573,"62.92%",257,"10.28%","16.48%",1224.41,493.45
10309,"臺北市","大安區群英里",2227794,6535,0.1763,0.4109,0.4129,2486,3127288,820,1205,3029,7474,0.5344,0.4655,0.1932,0.2525,0.4197,0.1346,11,8,3,9,2,1840,"60.91%",334,"11.06%","16.82%",735.49,298.07
10309,"臺北市","大安區仁愛里",3965796,4827,0.1589,0.4392,0.4019,2243,6586206,946,1787,2218,5596,0.5511,0.4489,0.1962,0.2159,0.3971,0.1909,9,6,3,4,0,1389,"62.40%",223,"10.02%","17.83%",1788.01,708.68
10309,"臺北市","大安區仁慈里",2378797,4629,0.2011,0.4139,0.385,1971,5200838,993,1742,2042,5805,0.5227,0.4775,0.2815,0.2205,0.373,0.1251,13,5,8,11,2,1420,"69.61%",166,"8.14%","13.63%",1164.93,409.78
10309,"臺北市","大安區通安里",2926665,5161,0.1186,0.3445,0.5369,1963,2280170,698,1007,2383,5916,0.5284,0.4716,0.1924,0.2796,0.3851,0.143,9,5,4,11,0,1442,"61.08%",227,"9.61%","17.58%",1228.14,494.7
10309,"臺北市","大安區通化里",3394784,5673,0.1052,0.3164,0.5784,2084,2343498,653,910,2600,6450,0.5206,0.4792,0.1864,0.2971,0.3797,0.1371,18,9,9,8,3,1538,"58.90%",288,"11.03%","19.38%",1305.69,526.32
10309,"臺北市","大安區臥龍里",1185823,1712,0.1799,0.3703,0.4498,705,1059328,817,1228,796,1975,0.5377,0.4618,0.2056,0.2516,0.3666,0.1762,5,1,4,3,0,523,"64.33%",65,"8.00%","15.38%",1489.73,600.42
10309,"臺北市","大安區新龍里",2515867,6049,0.1871,0.4171,0.3958,2357,3360532,896,1399,2644,7314,0.5267,0.4733,0.2524,0.2401,0.3847,0.1228,9,5,4,9,5,1860,"70.72%",200,"7.60%","12.78%",951.54,343.98
10309,"臺北市","大安區學府里",1010142,2633,0.1922,0.2328,0.575,810,994145,745,1186,1196,2995,0.4788,0.5215,0.1689,0.205,0.3853,0.2404,4,1,3,3,1,660,"57.49%",126,"10.98%","15.16%",844.6,337.28
10309,"臺北市","大安區義安里",3526739,4961,0.181,0.4164,0.4025,2083,5742991,942,1675,2195,5665,0.5463,0.4537,0.1974,0.2567,0.3801,0.1659,13,7,6,8,1,1417,"64.59%",209,"9.53%","17.05%",1606.71,622.55
10309,"臺北市","大安區義村里",2775870,5582,0.1512,0.385,0.4638,2202,2866270,747,1119,2560,6152,0.5224,0.4777,0.1569,0.2505,0.4112,0.1814,14,8,6,7,1,1591,"62.25%",257,"10.05%","16.74%",1084.32,451.21
10309,"臺北市","大安區永康里",1747037,3261,0.1769,0.3919,0.4312,1314,2022230,900,1376,1477,4056,0.5284,0.4716,0.2638,0.2416,0.3624,0.1321,10,6,4,4,1,1047,"70.08%",122,"8.17%","13.19%",1182.83,430.73
10309,"臺北市","大安區正聲里",2310728,4406,0.1791,0.4115,0.4094,1865,3340407,823,1419,1966,5195,0.5371,0.4631,0.2164,0.2485,0.3782,0.1571,5,2,3,7,1,1259,"64.50%",181,"9.27%","16.70%",1175.34,444.8
10309,"臺北市","大安區住安里",2620980,4796,0.1203,0.3545,0.5252,1773,2493547,752,997,2314,5574,0.5314,0.4688,0.1999,0.2569,0.3793,0.1643,10,8,2,9,3,1296,"56.37%",302,"13.14%","18.49%",1132.66,470.22
10309,"臺北市","大同區保安里",1777992,3818,0.0812,0.2614,0.6574,1272,1366530,613,731,1646,4336,0.5078,0.4922,0.1854,0.2885,0.3644,0.1614,8,3,5,4,4,1018,"60.45%",163,"9.68%","16.98%",1080.19,410.05
10309,"臺北市","大同區朝陽里",2407569,4037,0.0899,0.2933,0.6168,1430,1628668,642,865,1960,4561,0.5214,0.4784,0.1921,0.2969,0.3789,0.1322,11,4,7,6,6,1156,"57.57%",249,"12.40%","20.07%",1228.35,527.86
