"統計年月","縣市","行政區域","售電量度數","教育程度總計","大學以上比例","大學比例","大學以下比例","納稅單位","綜合所得總額","綜合所得中位數","綜合所得IQR","戶數","總人數","女性比例","男性比例","少年人口比例","青年人口比例","壯年人口比例","老年人口比例","出生數","出生數.男","出生數.女","結婚對數","離婚對數","有偶人數","有偶比例","離婚人數","離婚比例","未婚比例","每戶平均用電度數","每人平均用電度數"
10401,"臺北市","文山區景仁里",853665,4207,0.1445,0.3497,0.5058,1608,1849756,776,1096,1898,5112,0.525,0.475,0.2392,0.2811,0.3607,0.1189,11,7,4,10,1,1271,"66.65%",172,"9.02%","15.47%",449.77,166.99
10401,"臺北市","文山區景行里",1530452,6159,0.1099,0.3257,0.5644,2029,2191015,751,953,3012,7504,0.53,0.47,0.2596,0.28,0.355,0.1054,12,8,4,7,3,1871,"61.51%",301,"9.89%","19.89%",508.12,203.95
10401,"臺北市","文山區老泉里",172297,831,0.0241,0.1998,0.7762,185,144577,565,629,358,988,0.4818,0.5182,0.249,0.2935,0.334,0.1235,2,1,1,3,0,235,"65.64%",38,"10.61%","10.61%",481.28,174.39
10401,"臺北市","文山區明興里",1386764,6397,0.1224,0.3295,0.5481,2363,2524066,772,956,2770,7251,0.5177,0.4824,0.1975,0.302,0.3942,0.1065,16,8,8,11,3,1769,"63.84%",291,"10.50%","16.46%",500.64,191.25
10401,"臺北市","文山區明義里",863864,3720,0.068,0.243,0.689,905,917762,584,875,1664,4629,0.5111,0.4889,0.2899,0.2545,0.3461,0.1097,6,4,2,2,1,808,"49.94%",322,"19.90%","18.17%",519.15,186.62
10401,"臺北市","文山區木柵里",2112803,7946,0.1452,0.3461,0.5087,2835,4034642,813,1195,3460,9105,0.5241,0.4759,0.2131,0.2658,0.3779,0.1433,11,8,3,6,4,2333,"65.89%",303,"8.56%","15.22%",610.64,232.05
10401,"臺北市","文山區木新里",1869061,9349,0.1003,0.2899,0.6098,2808,2816248,650,824,4290,10458,0.4955,0.5044,0.1888,0.2869,0.4062,0.1182,28,17,11,10,5,2361,"54.10%",740,"16.96%","20.65%",435.68,178.72
10401,"臺北市","文山區試院里",1538559,6291,0.1383,0.3637,0.498,2335,2795659,792,1009,2783,7259,0.5238,0.4764,0.2168,0.2874,0.3784,0.1174,13,8,5,8,4,1825,"65.39%",254,"9.10%","15.94%",552.84,211.95
10401,"臺北市","文山區順興里",1403029,6811,0.0985,0.3105,0.591,2355,2343506,664,846,2858,8134,0.513,0.4868,0.2411,0.3012,0.3589,0.0987,10,5,5,7,2,1853,"64.61%",323,"11.26%","14.09%",490.91,172.49
10401,"臺北市","文山區萬芳里",1917232,7257,0.1338,0.3424,0.5238,2680,2940446,746,986,3118,8353,0.5263,0.4737,0.2129,0.2985,0.3879,0.1008,23,13,10,7,7,1929,"61.35%",452,"14.38%","16.06%",614.89,229.53
10401,"臺北市","文山區萬和里",784671,3014,0.1337,0.3109,0.5554,980,1179105,828,1014,1404,3359,0.5234,0.4763,0.1739,0.2495,0.3692,0.2078,6,5,1,3,0,813,"57.25%",124,"8.73%","17.75%",558.88,233.6
10401,"臺北市","文山區萬隆里",1256151,6544,0.1539,0.3678,0.4783,2515,2906880,794,1162,2902,7719,0.528,0.4718,0.2254,0.2715,0.3819,0.1213,13,5,8,7,1,1915,"65.83%",257,"8.83%","15.98%",432.86,162.73
10401,"臺北市","文山區萬美里",1757550,6705,0.1324,0.3411,0.5265,2245,3315561,752,1199,2836,7555,0.5174,0.4826,0.2023,0.2847,0.3989,0.1141,10,5,5,3,2,1772,"62.18%",406,"14.25%","16.42%",619.73,232.63
10401,"臺北市","文山區萬年里",984284,5012,0.1538,0.3553,0.4908,1848,2459370,761,1095,2261,5665,0.5183,0.4816,0.1748,0.2929,0.3799,0.1525,4,1,3,5,1,1433,"63.38%",211,"9.33%","16.90%",435.33,173.75
10401,"臺北市","文山區萬盛里",1175249,4401,0.1586,0.347,0.4944,1638,1825254,777,1058,2030,4968,0.5189,0.4811,0.1671,0.2921,0.3877,0.153,3,1,2,4,2,1253,"61.60%",189,"9.29%","18.39%",578.94,236.56
10401,"臺北市","文山區萬祥里",942523,4187,0.1283,0.3477,0.524,1574,1643143,758,1035,1889,4968,0.5276,0.4722,0.219,0.2814,0.3663,0.1331,13,6,7,5,0,1231,"64.59%",167,"8.76%","15.32%",498.95,189.72
10401,"臺北市","文山區萬興里",2028914,7428,0.1836,0.3453,0.4711,2771,4198788,883,1413,3240,8881,0.513,0.487,0.2543,0.2609,0.3768,0.1081,13,11,2,7,1,2223,"68.46%",292,"8.99%","14.57%",626.21,228.46
10401,"臺北市","文山區萬有里",1067969,4977,0.1491,0.3593,0.4917,1811,2146804,795,1119,2168,5860,0.5184,0.4816,0.2369,0.2833,0.3623,0.1177,11,6,5,7,0,1500,"69.19%",182,"8.39%","14.21%",492.61,182.25
10401,"臺北市","文山區興安里",1433417,5917,0.1541,0.3659,0.48,2249,2872222,807,1143,2636,6824,0.523,0.4768,0.2134,0.2714,0.381,0.1342,7,4,3,8,1,1758,"66.24%",243,"9.16%","14.47%",543.78,210.06
10401,"臺北市","文山區興邦里",997300,4403,0.1285,0.3448,0.5267,1432,1538535,767,973,2042,4880,0.523,0.477,0.1877,0.2811,0.3963,0.1348,4,2,2,6,3,1297,"62.24%",230,"11.04%","17.13%",488.39,204.36
10401,"臺北市","文山區興昌里",1674187,6108,0.1631,0.3752,0.4617,2418,3643553,900,1247,2780,7022,0.5204,0.4796,0.2071,0.2825,0.394,0.1162,9,5,4,5,2,1765,"62.99%",319,"11.38%","18.95%",602.23,238.42
10401,"臺北市","文山區興得里",1294493,5493,0.1205,0.3317,0.5478,1942,1978134,704,923,2367,6324,0.5166,0.4832,0.2138,0.2966,0.3713,0.1181,8,5,3,6,1,1501,"62.67%",255,"10.65%","16.08%",546.89,204.7
10401,"臺北市","文山區興豐里",1031383,4430,0.1391,0.3429,0.5181,1670,2132935,796,1147,1992,5101,0.5211,0.4791,0.2141,0.2758,0.3842,0.1259,8,4,4,4,0,1334,"66.17%",181,"8.98%","16.57%",517.76,202.19
10401,"臺北市","文山區興福里",958418,5226,0.1156,0.3257,0.5587,1897,1954437,718,949,2180,6342,0.515,0.4852,0.2548,0.2826,0.3609,0.1019,10,5,5,6,0,1515,"69.46%",199,"9.12%","12.52%",439.64,151.12
10401,"臺北市","文山區興光里",939295,3226,0.1221,0.3277,0.5502,1142,1314969,729,991,1467,3701,0.5307,0.4691,0.2145,0.2821,0.385,0.1183,16,8,8,3,2,918,"61.08%",172,"11.44%","18.36%",640.28,253.79
10401,"臺北市","文山區興家里",1443355,6846,0.1046,0.3431,0.5523,2459,2590808,697,865,2841,7935,0.5123,0.4877,0.1989,0.3274,0.3745,0.0993,13,10,3,14,3,1812,"63.78%",345,"12.14%","15.35%",508.04,181.9
10401,"臺北市","文山區興泰里",1019019,3625,0.1233,0.3393,0.5374,1355,1505309,754,939,1676,4058,0.5234,0.4766,0.1764,0.2809,0.4083,0.1345,4,2,2,5,3,1024,"60.84%",174,"10.34%","17.59%",608.01,251.11
10401,"臺北市","文山區興旺里",1720609,7473,0.112,0.3487,0.5393,2733,2777448,749,868,3331,8562,0.5165,0.4836,0.2039,0.3276,0.3716,0.0969,26,12,14,11,2,2148,"63.53%",391,"11.56%","17.57%",516.54,200.96
10401,"臺北市","文山區興業里",1213561,4957,0.1382,0.3607,0.5011,1935,2113747,768,964,2077,5604,0.5211,0.4789,0.1751,0.2926,0.384,0.1485,13,6,7,5,4,1375,"66.14%",180,"8.66%","15.10%",584.29,216.55
10401,"臺北市","文山區樟腳里",1172667,5039,0.1171,0.3425,0.5404,1869,2342625,755,1106,2076,6017,0.5152,0.4846,0.2478,0.2893,0.368,0.0951,14,10,4,3,0,1440,"69.10%",184,"8.83%","13.39%",564.87,194.89
10401,"臺北市","文山區樟林里",1057166,7699,0.1264,0.341,0.5327,2831,2960053,728,906,3171,8924,0.5101,0.4899,0.2174,0.2857,0.3664,0.1302,14,4,10,9,2,2110,"65.51%",304,"9.44%","13.66%",333.39,118.46
10401,"臺北市","文山區樟樹里",913934,4435,0.1057,0.3163,0.5779,1416,1492853,706,855,1824,5202,0.5252,0.4748,0.2339,0.3074,0.351,0.1077,13,5,8,7,0,1219,"66.90%",190,"10.43%","13.12%",501.06,175.69
10401,"臺北市","文山區樟文里",1150469,5605,0.1101,0.3194,0.5706,1853,1882863,697,869,2349,6664,0.5113,0.4886,0.2245,0.3043,0.361,0.11,11,7,4,9,1,1580,"67.15%",220,"9.35%","14.36%",489.77,172.64
10401,"臺北市","文山區樟新里",1135140,4995,0.1285,0.3552,0.5163,2079,2678229,818,1062,2174,5982,0.5196,0.4804,0.2491,0.2787,0.3758,0.0965,9,2,7,9,1,1501,"69.20%",200,"9.22%","13.28%",522.14,189.76
10401,"臺北市","文山區政大里",2210250,6261,0.2108,0.3907,0.3985,2082,3849431,1274,1732,2822,7779,0.5188,0.4813,0.3083,0.2396,0.3803,0.072,23,12,11,8,3,2114,"72.37%",260,"8.90%","14.00%",783.22,284.13
10401,"臺北市","文山區指南里",1057182,3473,0.1489,0.2784,0.5727,1033,1218443,734,1090,1644,3892,0.483,0.517,0.2063,0.2939,0.3854,0.1146,8,5,3,3,2,1066,"63.60%",173,"10.32%","17.48%",643.05,271.63
10401,"臺北市","文山區忠順里",996454,3730,0.1456,0.3536,0.5008,1287,1600842,818,1143,1640,4038,0.5186,0.4817,0.1882,0.2801,0.3888,0.1431,5,1,4,4,2,1087,"64.21%",157,"9.27%","15.53%",607.59,246.77
10401,"臺北市","信義區安康里",4021571,9050,0.1745,0.4057,0.4198,3769,12991042,978,1654,4325,11122,0.529,0.4709,0.2545,0.2658,0.3647,0.1151,17,8,9,13,3,2956,"68.02%",411,"9.46%","16.01%",929.84,361.59
10401,"臺北市","信義區大道里",1443847,5708,0.1112,0.3609,0.5279,2182,2182465,675,863,2417,6439,0.51,0.4898,0.1656,0.3069,0.3838,0.1438,12,9,3,12,1,1598,"66.12%",216,"8.94%","14.40%",597.37,224.23
10401,"臺北市","信義區大仁里",832158,3786,0.0943,0.3059,0.5998,1292,1128086,619,767,1669,4204,0.5178,0.4824,0.1601,0.3016,0.3639,0.1741,6,1,5,3,0,983,"59.00%",169,"10.14%","16.93%",498.6,197.94
10401,"臺北市","信義區敦厚里",1223916,4837,0.1484,0.3821,0.4695,1962,2123723,744,988,2280,5444,0.5314,0.4688,0.1879,0.3097,0.3663,0.1363,9,3,6,7,0,1423,"61.84%",201,"8.74%","21.60%",536.81,224.82
10401,"臺北市","信義區富台里",1009594,3964,0.1269,0.3691,0.504,1536,1769654,773,1039,2002,4669,0.5376,0.4624,0.2116,0.2801,0.3877,0.1206,4,3,1,7,0,1134,"56.76%",229,"11.46%","22.82%",504.29,216.23
10401,"臺北市","信義區廣居里",1785450,7060,0.1506,0.3931,0.4564,2794,3565958,817,1182,3141,8472,0.5312,0.4688,0.2344,0.2696,0.3716,0.1244,12,5,7,11,2,2085,"66.30%",300,"9.54%","15.58%",568.43,210.75
10401,"臺北市","信義區國業里",1609156,6745,0.1403,0.3837,0.4761,2598,3257109,781,1116,3006,8204,0.5197,0.4803,0.2511,0.2526,0.3688,0.1275,8,5,3,7,4,1990,"65.83%",286,"9.46%","15.28%",535.31,196.14
10401,"臺北市","信義區惠安里",1512932,6133,0.1017,0.3486,0.5496,2189,2139872,673,845,2632,6890,0.5189,0.4813,0.1817,0.3025,0.3893,0.1267,15,7,8,5,1,1624,"61.38%",271,"10.24%","17.46%",574.82,219.58
10401,"臺北市","信義區嘉興里",813257,3009,0.112,0.3689,0.5191,1174,1236708,670,826,1328,3350,0.5313,0.469,0.16,0.3027,0.3881,0.1496,3,2,1,4,0,801,"60.68%",148,"11.21%","16.89%",612.39,242.76
10401,"臺北市","信義區景聯里",1245157,4296,0.1401,0.3734,0.4865,1717,1922737,716,1011,1926,4826,0.5203,0.4797,0.1678,0.2915,0.3891,0.1513,7,5,2,11,2,1249,"65.15%",180,"9.39%","15.70%",646.5,258.01
10401,"臺北市","信義區景勤里",909991,3770,0.1077,0.3218,0.5706,1314,1243520,680,828,1724,4361,0.507,0.493,0.1752,0.2866,0.3793,0.1587,11,7,4,2,2,991,"57.65%",183,"10.65%","18.62%",527.84,208.67
10401,"臺北市","信義區景新里",1756336,4666,0.1408,0.404,0.4552,1820,5197186,848,1412,2176,5447,0.5357,0.4641,0.2021,0.2666,0.387,0.1443,11,5,6,8,0,1412,"64.04%",212,"9.61%","17.19%",807.14,322.44
10401,"臺北市","信義區黎安里",218924,2017,0.0387,0.237,0.7243,444,321445,530,556,987,2248,0.4875,0.5125,0.1317,0.2393,0.3906,0.238,1,0,1,1,3,506,"51.69%",106,"10.83%","16.04%",221.81,97.39
10401,"臺北市","信義區黎平里",1868765,6553,0.128,0.3696,0.5024,2518,2658429,724,942,2978,7427,0.5254,0.4748,0.181,0.307,0.3802,0.1317,13,2,11,9,5,1847,"61.96%",278,"9.33%","18.82%",627.52,251.62
10401,"臺北市","信義區黎順里",1174151,3902,0.1338,0.3596,0.5067,1406,1434107,657,914,1724,4284,0.5196,0.4804,0.1566,0.3023,0.3936,0.1475,8,6,2,10,0,1050,"59.46%",185,"10.48%","19.48%",681.06,274.08
10401,"臺北市","信義區黎忠里",1052503,4476,0.0992,0.3159,0.5849,1585,1503206,697,758,1985,5075,0.5245,0.4757,0.1702,0.3206,0.3708,0.1383,3,0,3,8,3,1211,"60.98%",217,"10.93%","16.36%",530.23,207.39
10401,"臺北市","信義區六合里",2017658,6387,0.1375,0.3751,0.4874,2399,3605971,784,1177,2829,7170,0.5211,0.4791,0.1722,0.2861,0.3975,0.1444,7,4,3,7,3,1769,"62.22%",314,"11.04%","17.45%",713.21,281.4
10401,"臺北市","信義區六藝里",763380,3400,0.0974,0.3209,0.5818,1179,1119462,687,864,1386,4016,0.5102,0.4898,0.2298,0.2844,0.363,0.123,5,3,2,3,0,899,"64.58%",136,"9.77%","14.94%",550.78,190.08
10401,"臺北市","信義區三犁里",1806545,4836,0.1388,0.3844,0.4768,1884,4048662,803,1331,2153,5462,0.5267,0.4733,0.1814,0.2772,0.3914,0.1498,10,6,4,4,3,1401,"65.07%",181,"8.41%","15.65%",839.08,330.75
10401,"臺北市","信義區三張里",2458213,8256,0.1271,0.3628,0.5102,3094,4116989,699,968,3636,9418,0.5158,0.4842,0.1819,0.2804,0.3794,0.1582,14,10,4,10,2,2309,"63.31%",358,"9.82%","15.63%",676.08,261.01
10401,"臺北市","信義區雙和里",1714939,6540,0.1231,0.3575,0.5194,2452,2538842,717,908,2920,7550,0.5193,0.4807,0.1947,0.306,0.3698,0.1294,14,6,8,15,2,1869,"63.61%",275,"9.36%","17.05%",587.31,227.14
10401,"臺北市","信義區四維里",1057741,5022,0.1105,0.3662,0.5233,1819,1979288,696,907,2175,5586,0.5183,0.4817,0.1663,0.3192,0.3817,0.1328,18,10,8,8,1,1371,"62.89%",213,"9.77%","17.71%",486.32,189.36
10401,"臺北市","信義區四育里",1258394,5283,0.0948,0.3358,0.5694,1871,1745659,667,845,2161,5908,0.5132,0.4868,0.1721,0.3199,0.3683,0.1395,16,9,7,8,3,1435,"65.71%",194,"8.88%","14.70%",582.32,213
10401,"臺北市","信義區松光里",1162989,4598,0.1144,0.3373,0.5483,1768,1803283,708,882,2077,5127,0.5173,0.4825,0.1588,0.2887,0.3762,0.1763,12,6,6,4,0,1297,"62.09%",184,"8.81%","16.37%",559.94,226.84
10401,"臺北市","信義區松隆里",480298,2141,0.0766,0.291,0.6324,686,552816,572,660,888,2378,0.5055,0.4945,0.1657,0.2986,0.3915,0.1447,8,5,3,2,0,487,"55.28%",126,"14.30%","17.59%",540.88,201.98
10401,"臺北市","信義區松友里",1272952,6105,0.1127,0.3618,0.5255,2281,2266367,710,871,2540,7257,0.5269,0.4731,0.2287,0.2874,0.3616,0.1221,15,9,6,10,3,1646,"64.10%",287,"11.18%","13.59%",501.16,175.41
10401,"臺北市","信義區泰和里",1894512,7304,0.093,0.3211,0.586,2531,2392153,656,787,3122,8441,0.5236,0.4765,0.1936,0.3215,0.3668,0.118,19,6,13,11,4,1852,"58.91%",391,"12.44%","17.94%",606.83,224.44
10401,"臺北市","信義區五常里",895441,3465,0.1039,0.3281,0.568,1288,1384501,675,824,1491,3953,0.5153,0.4847,0.1842,0.3076,0.3749,0.1331,10,6,4,10,1,922,"62.21%",142,"9.58%","16.46%",600.56,226.52
10401,"臺北市","信義區五全里",1076808,4669,0.1034,0.3249,0.5716,1743,1878486,657,844,2016,5284,0.5276,0.4724,0.1741,0.3187,0.3613,0.1459,8,5,3,9,0,1315,"65.07%",196,"9.70%","15.64%",534.13,203.79
10401,"臺北市","信義區西村里",848662,5454,0.1267,0.3632,0.5101,1682,1859226,737,1031,2933,6142,0.4796,0.5204,0.1605,0.2413,0.4246,0.1737,6,3,3,6,1,1389,"47.07%",521,"17.66%","25.75%",289.35,138.17
10401,"臺北市","信義區新仁里",1050587,3138,0.1584,0.4095,0.4321,1235,1617879,885,1235,1432,3716,0.528,0.472,0.2137,0.2621,0.3762,0.1477,6,4,2,1,1,938,"65.78%",110,"7.71%","16.41%",733.65,282.72
10401,"臺北市","信義區興隆里",824678,2620,0.1511,0.4137,0.4351,1034,5877538,828,1412,1252,3029,0.5365,0.4635,0.1948,0.2387,0.3863,0.1803,3,1,2,2,1,761,"60.25%",153,"12.11%","17.42%",658.69,272.26
10401,"臺北市","信義區興雅里",1455703,5344,0.1267,0.3714,0.5019,2064,2285570,735,978,2464,6078,0.5248,0.4752,0.1849,0.2749,0.3684,0.1718,12,7,5,4,2,1574,"63.26%",207,"8.32%","17.56%",590.79,239.5
10401,"臺北市","信義區雅祥里",1002380,4546,0.1236,0.3341,0.5422,1643,1769831,687,837,2050,5207,0.5103,0.4897,0.1955,0.31,0.3716,0.1229,5,4,1,5,2,1263,"61.10%",197,"9.53%","19.84%",488.97,192.51
10401,"臺北市","信義區永春里",1221853,4565,0.0924,0.3343,0.5733,1595,1430615,636,755,1978,5164,0.5157,0.4845,0.1801,0.3133,0.3617,0.1448,11,6,5,6,0,1198,"60.17%",218,"10.95%","16.37%",617.72,236.61
10401,"臺北市","信義區永吉里",1009203,3760,0.0572,0.304,0.6388,953,752690,576,652,1438,4352,0.4908,0.509,0.1893,0.3355,0.3695,0.1059,9,3,6,9,3,967,"67.06%",123,"8.53%","14.08%",701.81,231.89
10401,"臺北市","信義區長春里",1165440,3909,0.0775,0.32,0.6025,1249,1084448,614,720,1676,4346,0.5085,0.4915,0.1643,0.324,0.3636,0.1482,7,2,5,7,1,1000,"59.35%",166,"9.85%","18.16%",695.37,268.16
10401,"臺北市","信義區正和里",1141667,4194,0.1631,0.4216,0.4154,1650,2189596,789,1198,1918,4950,0.5459,0.4541,0.2154,0.2505,0.3766,0.1576,4,2,2,4,1,1275,"66.54%",159,"8.30%","16.91%",595.24,230.64
10401,"臺北市","信義區中坡里",964284,4154,0.0985,0.332,0.5696,1529,1515153,628,767,1694,4756,0.5196,0.4802,0.1777,0.3141,0.3688,0.1392,10,7,3,9,1,1129,"66.37%",145,"8.52%","14.29%",569.23,202.75
10401,"臺北市","信義區中行里",1569242,7440,0.0871,0.3368,0.5761,2552,2315851,637,749,2976,8518,0.5134,0.4865,0.1909,0.3315,0.3603,0.1173,10,4,6,6,5,1886,"63.25%",318,"10.66%","15.46%",527.3,184.23
10401,"臺北市","信義區中興里",1366933,3114,0.1564,0.3976,0.4461,1277,1546699,774,1131,1696,3560,0.5517,0.4483,0.1947,0.2671,0.3921,0.1461,10,6,4,6,0,952,"55.48%",186,"10.84%","25.64%",805.97,383.97
10401,"臺北市","中山區北安里",539536,2467,0.1261,0.3681,0.5059,934,1131559,764,1041,1046,2892,0.5169,0.4834,0.2123,0.2808,0.3828,0.1245,2,0,2,2,0,704,"67.05%",112,"10.67%","13.71%",515.81,186.56
10401,"臺北市","中山區成功里",3028717,5723,0.1753,0.4092,0.4155,2460,6788058,1179,2003,2944,7109,0.541,0.459,0.2723,0.2673,0.3708,0.0895,10,5,5,10,2,1989,"66.43%",248,"8.28%","20.07%",1028.78,426.04
10401,"臺北市","中山區大佳里",255215,981,0.0347,0.2243,0.7411,282,226529,512,634,427,1130,0.4425,0.5566,0.1876,0.2867,0.3832,0.1416,0,0,0,1,0,247,"58.25%",51,"12.03%","16.27%",597.69,225.85
10401,"臺北市","中山區大直里",2348211,8465,0.1565,0.3816,0.4619,3344,4123456,768,1105,3710,10302,0.5214,0.4786,0.2464,0.268,0.3593,0.1262,11,8,3,12,1,2554,"69.50%",295,"8.03%","13.39%",632.94,227.94
10401,"臺北市","中山區復華里",1759553,4226,0.1356,0.3668,0.4976,1738,2734456,791,1286,2126,4864,0.5436,0.4566,0.2017,0.2549,0.4038,0.1398,7,5,2,5,4,1265,"59.45%",219,"10.29%","21.19%",827.64,361.75
10401,"臺北市","中山區恆安里",1934699,4333,0.1013,0.3443,0.5544,1555,1841548,663,835,2492,4884,0.5704,0.4296,0.1638,0.3346,0.3812,0.1204,20,9,11,10,1,1201,"47.81%",427,"17.00%","29.26%",776.36,396.13
10401,"臺北市","中山區集英里",2203353,6372,0.1034,0.3247,0.5719,2252,2680976,672,888,3227,7478,0.5443,0.4557,0.2188,0.2815,0.3736,0.126,11,6,5,11,1,1848,"57.18%",377,"11.66%","23.27%",682.79,294.64
10401,"臺北市","中山區劍潭里",855012,3404,0.1102,0.3631,0.5267,1161,1293659,731,893,1436,3909,0.507,0.493,0.1809,0.2609,0.3935,0.1647,6,4,2,3,2,879,"61.00%",112,"7.77%","16.10%",595.41,218.73
10401,"臺北市","中山區江寧里",1811069,6282,0.1372,0.3892,0.4736,2629,3401578,753,1133,2790,7128,0.5321,0.4679,0.1846,0.291,0.3864,0.138,13,4,9,11,2,1774,"63.06%",292,"10.38%","18.77%",649.13,254.08
10401,"臺北市","中山區江山里",1971434,6889,0.1315,0.3628,0.5057,2810,3360526,731,1009,3090,7824,0.5215,0.4784,0.1802,0.2837,0.3816,0.1544,11,3,8,8,1,1964,"63.29%",317,"10.22%","16.73%",638,251.97
10401,"臺北市","中山區金泰里",2690615,6450,0.1595,0.3611,0.4794,2514,5808013,1028,1483,3324,7812,0.5179,0.4821,0.265,0.2755,0.3746,0.085,11,2,9,11,4,2251,"66.13%",336,"9.87%","18.48%",809.45,344.42
10401,"臺北市","中山區聚盛里",1694714,3839,0.0927,0.2951,0.6121,1349,1346876,600,716,2374,4264,0.5614,0.4388,0.1351,0.3222,0.4156,0.1276,9,4,5,14,4,976,"41.09%",508,"21.39%","30.82%",713.86,397.45
10401,"臺北市","中山區聚葉里",1398834,3619,0.1017,0.3208,0.5775,1313,1347068,653,832,1914,3979,0.5444,0.4554,0.1588,0.3051,0.3875,0.1488,2,2,0,8,3,956,"48.83%",299,"15.27%","27.37%",730.84,351.55
10401,"臺北市","中山區康樂里",1178955,2448,0.1119,0.3268,0.5613,940,1149103,693,947,1488,2692,0.5769,0.4227,0.1348,0.286,0.4502,0.1285,1,0,1,4,1,672,"44.62%",285,"18.92%","29.48%",792.31,437.95
10401,"臺北市","中山區力行里",2288418,5495,0.1454,0.3787,0.4759,2315,4374327,806,1220,2618,6091,0.5336,0.4663,0.1699,0.2689,0.3971,0.1638,9,5,4,8,1,1699,"63.40%",229,"8.54%","19.22%",874.11,375.7
10401,"臺北市","中山區龍洲里",976822,4661,0.1369,0.3879,0.4752,1859,2264222,724,1051,2120,5216,0.538,0.462,0.1591,0.2615,0.4302,0.1492,4,2,2,10,1,1270,"60.02%",244,"11.53%","16.35%",460.77,187.27
10401,"臺北市","中山區民安里",1742275,4286,0.1223,0.3383,0.5394,1734,2136759,668,971,2156,4860,0.5311,0.4691,0.1671,0.2708,0.3914,0.1708,6,5,1,10,4,1212,"56.64%",216,"10.09%","23.08%",808.11,358.49
10401,"臺北市","中山區埤頭里",926624,3178,0.1142,0.3342,0.5516,1295,1379631,672,820,1570,3544,0.5203,0.48,0.1653,0.2856,0.3843,0.1648,9,5,4,4,0,877,"55.86%",189,"12.04%","21.40%",590.21,261.46
10401,"臺北市","中山區晴光里",2098561,4840,0.1149,0.3374,0.5477,1832,2564153,676,929,2820,5436,0.5581,0.4419,0.1512,0.3065,0.4102,0.1321,12,5,7,8,7,1294,"45.77%",516,"18.25%","29.15%",744.17,386.05
10401,"臺北市","中山區松江里",1920959,5984,0.1088,0.3643,0.5269,2369,7428157,735,1043,2668,6990,0.5373,0.4627,0.2063,0.2807,0.3717,0.1415,9,4,5,10,1,1669,"62.79%",283,"10.65%","17.42%",720,274.82
10401,"臺北市","中山區下埤里",1841061,6966,0.0959,0.347,0.5571,2842,3196377,703,863,2979,7876,0.5335,0.4665,0.1714,0.3172,0.3867,0.1248,12,4,8,12,2,1850,"62.23%",324,"10.90%","18.87%",618.01,233.76
10401,"臺北市","中山區新福里",1472440,4693,0.0893,0.3088,0.602,1740,1632987,625,772,2150,5230,0.538,0.462,0.1748,0.3044,0.3834,0.1375,10,5,5,8,0,1210,"55.99%",306,"14.16%","20.78%",684.86,281.54
10401,"臺北市","中山區新生里",1671248,4607,0.0873,0.3037,0.6091,1625,1450708,606,745,2142,5170,0.5342,0.4656,0.1704,0.2975,0.3865,0.1456,6,5,1,7,3,1195,"55.32%",348,"16.11%","20.46%",780.23,323.26
10401,"臺北市","中山區新喜里",1246277,4908,0.0862,0.3077,0.6062,1823,1831716,623,777,2144,5560,0.5245,0.4755,0.1905,0.3183,0.3795,0.1119,11,7,4,8,1,1255,"58.02%",279,"12.90%","19.56%",581.29,224.15
10401,"臺北市","中山區新庄里",1210949,4624,0.0869,0.2887,0.6244,1613,1424684,607,692,2198,5230,0.5335,0.4665,0.1763,0.3052,0.3954,0.1231,8,4,4,7,5,1182,"54.12%",340,"15.57%","21.11%",550.93,231.54
10401,"臺北市","中山區行仁里",1764938,7467,0.077,0.2865,0.6365,2622,2297402,627,739,3038,8492,0.5183,0.4816,0.183,0.3272,0.3665,0.1232,23,15,8,13,3,1863,"61.38%",362,"11.93%","16.74%",580.95,207.84
10401,"臺北市","中山區行孝里",908125,3771,0.0804,0.2938,0.6258,1346,1225455,647,765,1560,4203,0.5134,0.4866,0.1808,0.3369,0.3773,0.1052,6,2,4,6,1,958,"60.59%",170,"10.75%","19.42%",582.13,216.07
10401,"臺北市","中山區行政里",1534519,7121,0.0719,0.2713,0.6568,1944,1945533,652,812,3878,7764,0.484,0.516,0.1303,0.279,0.4438,0.1468,15,9,6,8,3,1626,"41.54%",897,"22.92%","28.82%",395.7,197.65
10401,"臺北市","中山區興亞里",2002602,4856,0.1396,0.3762,0.4841,2055,2798432,715,1065,2398,5414,0.5397,0.4605,0.1666,0.2952,0.3877,0.1507,8,3,5,8,0,1366,"56.47%",268,"11.08%","24.64%",835.11,369.89
10401,"臺北市","中山區永安里",2387564,8326,0.1686,0.3948,0.4366,3483,7499329,1026,1752,3850,10088,0.5343,0.4657,0.2531,0.2587,0.382,0.1061,13,4,9,13,4,2682,"69.48%",336,"8.70%","15.47%",620.15,236.67
10401,"臺北市","中山區圓山里",1338916,3891,0.0918,0.3264,0.5819,1457,1617088,613,741,1932,4452,0.54,0.46,0.1808,0.3037,0.3904,0.1251,5,4,1,7,3,1004,"51.04%",299,"15.20%","25.01%",693.02,300.74
10401,"臺北市","中山區正得里",1735072,3432,0.1212,0.361,0.5178,1375,1964469,676,996,1972,3794,0.5651,0.4349,0.141,0.3047,0.4067,0.1476,11,5,6,9,2,967,"48.72%",310,"15.62%","29.72%",879.85,457.32
