"","統計年月","縣市","行政區域","售電量度數","教育程度總計","大學以上比例","大學比例","大學以下比例","納稅單位","綜合所得總額","綜合所得中位數","綜合所得IQR","戶數","總人數","女性比例","男性比例","少年人口比例","青年人口比例","壯年人口比例","老年人口比例","出生數","出生數.男","出生數.女","結婚對數","離婚對數","設有戶籍宅數","設有戶籍宅數之平均人口數","單身或頂客家庭","核心家庭","折衷或大家庭","總戶長數","戶長平均年齡","少年戶長數","青年戶長數","壯年戶長數","老年戶長數","每戶平均老年人口數","獨居老人宅數","一名老年人口宅數","二名以上老年人口宅數","有偶人數","離婚人數","未婚人數","便利商店數","每戶平均用電度數","每人平均用電度數","quanpower","每人平均用電金額","diff北投","diff大安","diff大同","diff南港","diff內湖","diff士林","diff松山","diff萬華","diff文山","diff信義","diff中山","diff中正","diff北市"
"405",10401,"臺北市","中山區新福里",1472440,4693,0.0893,0.3088,0.602,1740,1632987,625,772,2150,5230,0.538,0.462,0.1748,0.3044,0.3834,0.1375,10,5,5,8,0,1740,3.02,889,502,349,2161,54.52,27,618,1014,502,0.35,144,110,34,1210,306,449,1,684.86,281.54,57,1407.7,224.560328435609,224.560328435609,224.560328435609,224.560328435609,224.560328435609,224.560328435609,224.560328435609,224.560328435609,224.560328435609,224.560328435609,224.560328435609,224.560328435609,-10.9287959099781
"406",10401,"臺北市","中山區新生里",1671248,4607,0.0873,0.3037,0.6091,1625,1450708,606,745,2142,5170,0.5342,0.4656,0.1704,0.2975,0.3865,0.1456,6,5,1,7,3,1706,3.01,890,469,347,2160,55.43,25,560,1021,554,0.37,161,117,44,1195,348,442,3,780.23,323.26,70,1616.3,167.512427375148,167.512427375148,167.512427375148,167.512427375148,167.512427375148,167.512427375148,167.512427375148,167.512427375148,167.512427375148,167.512427375148,167.512427375148,167.512427375148,197.671204090022
"407",10401,"臺北市","中山區新喜里",1246277,4908,0.0862,0.3077,0.6062,1823,1831716,623,777,2144,5560,0.5245,0.4755,0.1905,0.3183,0.3795,0.1119,11,7,4,8,1,1714,3.25,764,584,366,2163,54.11,33,616,1053,461,0.31,123,99,24,1255,279,423,1,581.29,224.15,34,1120.75,-800.522999082527,-800.522999082527,-800.522999082527,-800.522999082527,-800.522999082527,-800.522999082527,-800.522999082527,-800.522999082527,-800.522999082527,-800.522999082527,-800.522999082527,-800.522999082527,-297.878795909978
"408",10401,"臺北市","中山區新庄里",1210949,4624,0.0869,0.2887,0.6244,1613,1424684,607,692,2198,5230,0.5335,0.4665,0.1763,0.3052,0.3954,0.1231,8,4,4,7,5,1735,3.01,878,510,347,2184,54.29,35,590,1077,482,0.32,139,111,28,1182,340,461,1,550.93,231.54,37,1157.7,-288.77661241755,-288.77661241755,-288.77661241755,-288.77661241755,-288.77661241755,-288.77661241755,-288.77661241755,-288.77661241755,-288.77661241755,-288.77661241755,-288.77661241755,-288.77661241755,-260.928795909978
"409",10401,"臺北市","中山區行仁里",1764938,7467,0.077,0.2865,0.6365,2622,2297402,627,739,3038,8492,0.5183,0.4816,0.183,0.3272,0.3665,0.1232,23,15,8,13,3,2381,3.58,873,845,663,3035,55.11,52,769,1501,713,0.36,152,121,31,1863,362,508,2,580.95,207.84,26,1039.2,-165.122067940365,-165.122067940365,-165.122067940365,-165.122067940365,-165.122067940365,-165.122067940365,-165.122067940365,-165.122067940365,-165.122067940365,-165.122067940365,-165.122067940365,-165.122067940365,-379.428795909978
"410",10401,"臺北市","中山區行孝里",908125,3771,0.0804,0.2938,0.6258,1346,1225455,647,765,1560,4203,0.5134,0.4866,0.1808,0.3369,0.3773,0.1052,6,2,4,6,1,1246,3.41,530,395,321,1581,53.67,28,453,806,294,0.3,67,53,14,958,170,307,1,582.13,216.07,30,1080.35,-481.293004739649,-481.293004739649,-481.293004739649,-481.293004739649,-481.293004739649,-481.293004739649,-481.293004739649,-481.293004739649,-481.293004739649,-481.293004739649,-481.293004739649,-481.293004739649,-338.278795909978
"411",10401,"臺北市","中山區行政里",1534519,7121,0.0719,0.2713,0.6568,1944,1945533,652,812,3878,7764,0.484,0.516,0.1303,0.279,0.4438,0.1468,15,9,6,8,3,1774,4.38,786,575,413,3914,55.9,56,889,2100,869,0.3,121,89,32,1626,897,1128,2,395.7,197.65,20,988.25,-440.511253893437,-440.511253893437,-440.511253893437,-440.511253893437,-440.511253893437,-440.511253893437,-440.511253893437,-440.511253893437,-440.511253893437,-440.511253893437,-440.511253893437,-440.511253893437,-430.378795909978
"412",10401,"臺北市","中山區興亞里",2002602,4856,0.1396,0.3762,0.4841,2055,2798432,715,1065,2398,5414,0.5397,0.4605,0.1666,0.2952,0.3877,0.1507,8,3,5,8,0,2047,2.64,1181,556,310,2419,54.82,48,646,1129,596,0.36,208,171,37,1366,268,596,2,835.11,369.89,81,1849.45,655.149479666472,655.149479666472,655.149479666472,655.149479666472,655.149479666472,655.149479666472,655.149479666472,655.149479666472,655.149479666472,655.149479666472,655.149479666472,655.149479666472,430.821204090022
"413",10401,"臺北市","中山區永安里",2387564,8326,0.1686,0.3948,0.4366,3483,7499329,1026,1752,3850,10088,0.5343,0.4657,0.2531,0.2587,0.382,0.1061,13,4,9,13,4,3191,3.15,1388,1202,601,3860,53.04,87,1114,1961,698,0.3,212,155,57,2682,336,597,2,620.15,236.67,40,1183.35,-141.631467519037,-141.631467519037,-141.631467519037,-141.631467519037,-141.631467519037,-141.631467519037,-141.631467519037,-141.631467519037,-141.631467519037,-141.631467519037,-141.631467519037,-141.631467519037,-235.278795909978
"414",10401,"臺北市","中山區圓山里",1338916,3891,0.0918,0.3264,0.5819,1457,1617088,613,741,1932,4452,0.54,0.46,0.1808,0.3037,0.3904,0.1251,5,4,1,7,3,1608,2.76,921,403,284,1967,53.38,38,598,924,407,0.31,138,110,28,1004,299,492,2,693.02,300.74,64,1503.7,43.0616331226424,43.0616331226424,43.0616331226424,43.0616331226424,43.0616331226424,43.0616331226424,43.0616331226424,43.0616331226424,43.0616331226424,43.0616331226424,43.0616331226424,43.0616331226424,85.0712040900219
"415",10401,"臺北市","中山區正得里",1735072,3432,0.1212,0.361,0.5178,1375,1964469,676,996,1972,3794,0.5651,0.4349,0.141,0.3047,0.4067,0.1476,11,5,6,9,2,1684,2.26,1158,361,165,1985,53.05,44,632,894,415,0.3,180,154,26,967,310,590,3,879.85,457.32,92,2286.6,828.878817505062,828.878817505062,828.878817505062,828.878817505062,828.878817505062,828.878817505062,828.878817505062,828.878817505062,828.878817505062,828.878817505062,828.878817505062,828.878817505062,867.971204090022
"416",10401,"臺北市","中山區正守里",922112,2947,0.1127,0.3451,0.5422,1227,1446594,707,963,1410,3312,0.5205,0.4795,0.1691,0.2917,0.3898,0.1495,7,4,3,4,1,1121,2.95,573,344,204,1407,55.09,23,401,627,356,0.37,108,88,20,837,145,284,0,653.98,278.42,56,1392.1,76.4817386831278,76.4817386831278,76.4817386831278,76.4817386831278,76.4817386831278,76.4817386831278,76.4817386831278,76.4817386831278,76.4817386831278,76.4817386831278,76.4817386831278,76.4817386831278,-26.528795909978
"417",10401,"臺北市","中山區正義里",2280561,4828,0.0814,0.3177,0.6009,1636,1517062,608,766,2650,5381,0.5642,0.4358,0.1606,0.3066,0.4098,0.123,11,3,8,8,1,2252,2.38,1482,492,278,2684,52.05,79,869,1238,498,0.26,198,177,21,1173,543,780,1,860.59,423.82,89,2119.1,935.960328435609,935.960328435609,935.960328435609,935.960328435609,935.960328435609,935.960328435609,935.960328435609,935.960328435609,935.960328435609,935.960328435609,935.960328435609,935.960328435609,700.471204090022
"418",10401,"臺北市","中山區中吉里",1717045,5038,0.1262,0.3601,0.5137,2051,2995754,775,1122,2309,5824,0.5172,0.4828,0.2139,0.2679,0.3738,0.1442,8,4,4,2,4,1827,3.22,862,556,409,2335,55.44,36,606,1080,613,0.38,189,144,45,1449,232,459,3,743.63,294.82,63,1474.1,25.3124273751475,25.3124273751475,25.3124273751475,25.3124273751475,25.3124273751475,25.3124273751475,25.3124273751475,25.3124273751475,25.3124273751475,25.3124273751475,25.3124273751475,25.3124273751475,55.4712040900217
"419",10401,"臺北市","中山區中山里",2607134,5882,0.0995,0.3208,0.5797,2169,2158074,630,799,3510,6444,0.5714,0.4286,0.1358,0.3293,0.4137,0.1212,11,5,6,9,2,2997,2.16,2150,558,289,3536,50.91,93,1251,1621,571,0.23,253,209,44,1537,653,1122,4,742.77,404.58,86,2022.9,101.627000917473,101.627000917473,101.627000917473,101.627000917473,101.627000917473,101.627000917473,101.627000917473,101.627000917473,101.627000917473,101.627000917473,101.627000917473,101.627000917473,604.271204090022
"420",10401,"臺北市","中山區中央里",1244419,3255,0.1164,0.3567,0.5269,1286,1395359,706,908,1555,3874,0.5354,0.4646,0.2217,0.2586,0.3761,0.1435,9,5,4,5,0,1222,3.15,594,362,266,1556,54.99,38,430,703,385,0.37,117,93,24,922,168,319,3,800.27,321.22,70,1606.1,159.62338758245,159.62338758245,159.62338758245,159.62338758245,159.62338758245,159.62338758245,159.62338758245,159.62338758245,159.62338758245,159.62338758245,159.62338758245,159.62338758245,187.471204090022
"421",10401,"臺北市","中山區中原里",1525606,4591,0.1215,0.3496,0.5289,1835,2157526,708,959,2179,5158,0.5293,0.4707,0.1756,0.2955,0.3808,0.1481,15,10,5,4,0,1792,2.92,945,518,329,2208,55.29,31,579,1054,544,0.37,168,133,35,1301,262,447,0,700.14,295.77,63,1478.85,274.527932059635,274.527932059635,274.527932059635,274.527932059635,274.527932059635,274.527932059635,274.527932059635,274.527932059635,274.527932059635,274.527932059635,274.527932059635,274.527932059635,60.2212040900217
"422",10401,"臺北市","中山區中庄里",1694925,4732,0.0926,0.2961,0.6114,1714,1607612,623,789,2264,5244,0.5214,0.4788,0.1604,0.2921,0.3907,0.1569,9,5,4,10,1,1823,2.92,991,479,353,2305,55.49,48,597,1050,610,0.38,200,167,33,1250,334,494,1,748.64,323.21,70,1616.05,54.4069952603511,54.4069952603511,54.4069952603511,54.4069952603511,54.4069952603511,54.4069952603511,54.4069952603511,54.4069952603511,54.4069952603511,54.4069952603511,54.4069952603511,54.4069952603511,197.421204090022
"423",10401,"臺北市","中山區朱馥里",1523400,5403,0.1044,0.3254,0.5702,2058,2251213,665,875,2516,6229,0.5221,0.4779,0.1979,0.2854,0.3802,0.1365,8,6,2,2,5,1994,3.14,985,562,447,2524,54.99,35,710,1167,612,0.35,198,154,44,1534,268,481,2,605.48,244.57,43,1222.85,-205.911253893437,-205.911253893437,-205.911253893437,-205.911253893437,-205.911253893437,-205.911253893437,-205.911253893437,-205.911253893437,-205.911253893437,-205.911253893437,-205.911253893437,-205.911253893437,-195.778795909978
"424",10401,"臺北市","中山區朱崙里",1017595,2622,0.1228,0.3444,0.5328,1101,1404073,721,1052,1330,3005,0.5448,0.4552,0.189,0.2782,0.3887,0.1438,9,3,6,3,1,1085,2.77,602,311,172,1350,54.29,28,390,628,304,0.34,94,72,22,784,147,307,1,765.11,338.63,74,1693.15,498.849479666472,498.849479666472,498.849479666472,498.849479666472,498.849479666472,498.849479666472,498.849479666472,498.849479666472,498.849479666472,498.849479666472,498.849479666472,498.849479666472,274.521204090022
"425",10401,"臺北市","中山區朱園里",1957491,4220,0.1474,0.3801,0.4725,1724,3103342,798,1093,2168,4711,0.5341,0.4657,0.166,0.2878,0.4067,0.1397,8,4,4,6,2,1801,2.6,1088,441,272,2182,53.66,45,649,1021,467,0.32,168,140,28,1240,235,530,5,902.9,415.51,88,2077.55,752.568532480963,752.568532480963,752.568532480963,752.568532480963,752.568532480963,752.568532480963,752.568532480963,752.568532480963,752.568532480963,752.568532480963,752.568532480963,752.568532480963,658.921204090022
"426",10401,"臺北市","中正區愛國里",623163,2892,0.1483,0.3492,0.5024,1154,1410887,774,1030,1378,3679,0.5455,0.4545,0.2919,0.2503,0.3332,0.1245,6,3,3,3,0,842,4.29,294,244,304,1359,54.64,17,436,587,319,0.35,66,46,20,916,125,181,0,452.22,169.38,8,846.9,-613.738366877358,-613.738366877358,-613.738366877358,-613.738366877358,-613.738366877358,-613.738366877358,-613.738366877358,-613.738366877358,-613.738366877358,-613.738366877358,-613.738366877358,-613.738366877358,-571.728795909978
"427",10401,"臺北市","中正區板溪里",1027022,3094,0.1441,0.3529,0.5029,1203,1336356,761,1002,1511,3500,0.5234,0.4766,0.1606,0.306,0.3691,0.164,5,3,2,4,1,1221,2.84,697,297,227,1523,55.4,28,416,674,405,0.4,138,110,28,912,155,318,2,679.7,293.43,62,1467.15,9.42881750506172,9.42881750506172,9.42881750506172,9.42881750506172,9.42881750506172,9.42881750506172,9.42881750506172,9.42881750506172,9.42881750506172,9.42881750506172,9.42881750506172,9.42881750506172,48.5212040900219
"428",10401,"臺北市","中正區頂東里",1562580,5622,0.164,0.3801,0.4559,2207,2660895,791,1083,2772,6298,0.5386,0.4614,0.1623,0.3017,0.3741,0.1621,13,6,7,8,2,2292,2.75,1306,606,380,2805,55.11,66,792,1210,737,0.39,252,203,49,1680,242,608,1,563.7,248.11,45,1240.55,-75.0682613168722,-75.0682613168722,-75.0682613168722,-75.0682613168722,-75.0682613168722,-75.0682613168722,-75.0682613168722,-75.0682613168722,-75.0682613168722,-75.0682613168722,-75.0682613168722,-75.0682613168722,-178.078795909978
"429",10401,"臺北市","中正區東門里",851461,3653,0.1963,0.3846,0.4191,1445,6483622,863,1367,1780,4504,0.5169,0.4833,0.2449,0.2633,0.3621,0.1297,6,4,2,4,1,1274,3.47,564,384,326,1766,54.3,37,519,806,404,0.34,129,102,27,1170,161,279,4,478.35,189.05,16,945.25,-237.889671564391,-237.889671564391,-237.889671564391,-237.889671564391,-237.889671564391,-237.889671564391,-237.889671564391,-237.889671564391,-237.889671564391,-237.889671564391,-237.889671564391,-237.889671564391,-473.378795909978
"430",10401,"臺北市","中正區富水里",459264,2256,0.1702,0.3134,0.5164,815,1005573,757,1115,1035,2674,0.4951,0.5052,0.2087,0.3212,0.3396,0.1309,4,2,2,5,1,851,3.14,380,327,144,1044,52.45,18,390,404,232,0.34,68,54,14,661,111,177,1,443.73,171.75,9,858.75,-590.037572624852,-590.037572624852,-590.037572624852,-590.037572624852,-590.037572624852,-590.037572624852,-590.037572624852,-590.037572624852,-590.037572624852,-590.037572624852,-590.037572624852,-590.037572624852,-559.878795909978
"431",10401,"臺北市","中正區光復里",1915755,3401,0.1197,0.3505,0.5298,1244,1999824,738,995,1842,4236,0.526,0.474,0.2597,0.2538,0.3607,0.1258,10,6,4,5,0,1299,3.19,701,312,286,1834,53.29,42,586,804,402,0.3,135,115,20,1127,226,352,5,1040.04,452.26,92,2261.3,340.027000917473,340.027000917473,340.027000917473,340.027000917473,340.027000917473,340.027000917473,340.027000917473,340.027000917473,340.027000917473,340.027000917473,340.027000917473,340.027000917473,842.671204090022
"432",10401,"臺北市","中正區河堤里",1219353,4290,0.1676,0.397,0.4354,1652,1931602,778,1022,1989,4750,0.5259,0.4741,0.1564,0.2817,0.3909,0.1709,12,8,4,13,1,1617,2.94,838,456,323,2004,56.67,37,503,904,560,0.43,159,115,44,1214,178,382,1,613.05,256.71,48,1283.55,-162.92661241755,-162.92661241755,-162.92661241755,-162.92661241755,-162.92661241755,-162.92661241755,-162.92661241755,-162.92661241755,-162.92661241755,-162.92661241755,-162.92661241755,-162.92661241755,-135.078795909978
"433",10401,"臺北市","中正區建國里",352960,1297,0.1665,0.3801,0.4534,501,760340,923,1401,660,1741,0.5434,0.4572,0.3297,0.2596,0.3148,0.0953,3,2,1,3,3,433,4.07,182,101,150,669,50.73,23,268,266,112,0.27,39,31,8,480,59,96,4,534.79,202.73,23,1013.65,-190.672067940365,-190.672067940365,-190.672067940365,-190.672067940365,-190.672067940365,-190.672067940365,-190.672067940365,-190.672067940365,-190.672067940365,-190.672067940365,-190.672067940365,-190.672067940365,-404.978795909978
"434",10401,"臺北市","中正區黎明里",2085841,2950,0.1451,0.3864,0.4685,1097,1614904,848,1171,1640,3609,0.5165,0.4832,0.2677,0.2449,0.3652,0.1219,8,5,3,4,1,1242,2.91,724,296,222,1662,52.49,43,545,752,322,0.28,141,122,19,1029,204,339,10,1271.85,577.96,97,2889.8,1328.15699526035,1328.15699526035,1328.15699526035,1328.15699526035,1328.15699526035,1328.15699526035,1328.15699526035,1328.15699526035,1328.15699526035,1328.15699526035,1328.15699526035,1328.15699526035,1471.17120409002
"435",10401,"臺北市","中正區林興里",1054194,4206,0.1683,0.3283,0.5033,1543,1916982,793,1125,2082,4968,0.5286,0.4712,0.2053,0.2798,0.3671,0.1477,8,5,3,5,2,1724,2.86,898,530,296,2083,54.98,27,612,920,524,0.36,183,146,37,1277,201,365,0,506.34,212.2,28,1061,-367.761253893437,-367.761253893437,-367.761253893437,-367.761253893437,-367.761253893437,-367.761253893437,-367.761253893437,-367.761253893437,-367.761253893437,-367.761253893437,-367.761253893437,-367.761253893437,-357.628795909978
"436",10401,"臺北市","中正區龍福里",1073936,6415,0.1406,0.3559,0.5035,2131,2759523,919,1248,3516,8201,0.4935,0.5065,0.2736,0.2405,0.3463,0.1396,12,5,7,6,2,1508,5.31,502,441,565,3451,55.74,52,1040,1467,892,0.34,109,83,26,2054,442,725,3,305.44,130.95,1,654.75,-539.550520333528,-539.550520333528,-539.550520333528,-539.550520333528,-539.550520333528,-539.550520333528,-539.550520333528,-539.550520333528,-539.550520333528,-539.550520333528,-539.550520333528,-539.550520333528,-763.878795909978
"437",10401,"臺北市","中正區龍光里",593677,2961,0.1905,0.3961,0.4134,1203,1604657,899,1253,1414,3982,0.5128,0.4872,0.3066,0.2632,0.3084,0.1215,8,4,4,3,2,876,4.45,290,253,333,1383,53.97,30,482,508,363,0.37,86,70,16,1022,92,154,0,419.86,149.09,3,745.45,-579.531467519037,-579.531467519037,-579.531467519037,-579.531467519037,-579.531467519037,-579.531467519037,-579.531467519037,-579.531467519037,-579.531467519037,-579.531467519037,-579.531467519037,-579.531467519037,-673.178795909978
"438",10401,"臺北市","中正區龍興里",529067,3390,0.1351,0.3212,0.5437,1196,1381820,795,1032,1588,4540,0.5209,0.4789,0.3123,0.2866,0.3024,0.0987,11,6,5,7,0,847,5.32,226,212,409,1607,51.58,23,672,594,318,0.29,42,32,10,1109,143,205,1,333.17,116.53,1,582.65,-877.988366877358,-877.988366877358,-877.988366877358,-877.988366877358,-877.988366877358,-877.988366877358,-877.988366877358,-877.988366877358,-877.988366877358,-877.988366877358,-877.988366877358,-877.988366877358,-835.978795909978
"439",10401,"臺北市","中正區梅花里",1522559,2966,0.1527,0.3911,0.4562,1308,1891372,820,1191,1454,3381,0.5217,0.4783,0.1757,0.2612,0.3857,0.1778,4,1,3,4,0,1169,2.87,625,339,205,1445,56.44,25,361,652,407,0.43,127,92,35,904,127,292,1,1047.15,450.33,91,2251.65,793.928817505062,793.928817505062,793.928817505062,793.928817505062,793.928817505062,793.928817505062,793.928817505062,793.928817505062,793.928817505062,793.928817505062,793.928817505062,793.928817505062,833.021204090022
"440",10401,"臺北市","中正區南福里",2255105,9026,0.1851,0.3787,0.4362,3376,5262584,996,1490,4346,11166,0.5123,0.4876,0.294,0.2275,0.3719,0.1066,18,11,7,10,8,3047,3.7,1285,892,870,4416,52.53,108,1416,2063,829,0.29,212,169,43,3135,366,643,3,518.89,201.96,23,1009.8,-305.818261316872,-305.818261316872,-305.818261316872,-305.818261316872,-305.818261316872,-305.818261316872,-305.818261316872,-305.818261316872,-305.818261316872,-305.818261316872,-305.818261316872,-305.818261316872,-408.828795909978
"441",10401,"臺北市","中正區南門里",637777,2408,0.1682,0.3825,0.4493,941,1598396,871,1306,1102,3048,0.5344,0.4659,0.2799,0.2411,0.332,0.1473,4,3,1,6,1,731,4.12,273,197,261,1094,55.14,20,337,433,304,0.42,65,55,10,758,74,139,1,578.75,209.24,26,1046.2,-136.939671564391,-136.939671564391,-136.939671564391,-136.939671564391,-136.939671564391,-136.939671564391,-136.939671564391,-136.939671564391,-136.939671564391,-136.939671564391,-136.939671564391,-136.939671564391,-372.428795909978
"442",10401,"臺北市","中正區三愛里",2351974,7565,0.197,0.4037,0.3993,3049,6019581,886,1462,3409,8866,0.5394,0.4606,0.224,0.2406,0.3716,0.1638,10,6,4,10,1,2682,3.31,1215,827,640,3453,56.36,61,879,1530,983,0.44,292,204,88,2321,240,559,2,689.93,265.28,51,1326.4,-122.387572624853,-122.387572624853,-122.387572624853,-122.387572624853,-122.387572624853,-122.387572624853,-122.387572624853,-122.387572624853,-122.387572624853,-122.387572624853,-122.387572624853,-122.387572624853,-92.2287959099783
"443",10401,"臺北市","中正區廈安里",695559,3673,0.1301,0.3346,0.5353,1310,1541974,764,1058,1802,4935,0.52,0.4802,0.31,0.2855,0.3143,0.09,14,7,7,4,1,1064,4.57,361,270,433,1791,51.73,34,673,773,311,0.25,64,52,12,1251,161,245,1,385.99,140.94,2,704.7,-1216.57299908253,-1216.57299908253,-1216.57299908253,-1216.57299908253,-1216.57299908253,-1216.57299908253,-1216.57299908253,-1216.57299908253,-1216.57299908253,-1216.57299908253,-1216.57299908253,-1216.57299908253,-713.928795909978
"444",10401,"臺北市","中正區水源里",1023663,2749,0.1531,0.3336,0.5133,1065,1122484,695,874,1382,3076,0.541,0.459,0.1697,0.2828,0.3719,0.1756,4,1,3,7,2,1096,2.82,624,277,195,1397,56.2,29,355,604,409,0.41,147,116,31,837,126,279,2,740.71,332.79,73,1663.95,217.47338758245,217.47338758245,217.47338758245,217.47338758245,217.47338758245,217.47338758245,217.47338758245,217.47338758245,217.47338758245,217.47338758245,217.47338758245,217.47338758245,245.321204090022
"445",10401,"臺北市","中正區網溪里",1261432,5331,0.1559,0.3832,0.4609,2052,2360627,761,1030,2488,6010,0.5301,0.4699,0.1674,0.3052,0.3754,0.1522,10,6,4,10,2,2030,2.95,1016,647,367,2481,55.47,48,677,1097,659,0.39,201,151,50,1564,192,475,0,507.01,209.89,27,1049.45,-154.872067940365,-154.872067940365,-154.872067940365,-154.872067940365,-154.872067940365,-154.872067940365,-154.872067940365,-154.872067940365,-154.872067940365,-154.872067940365,-154.872067940365,-154.872067940365,-369.178795909978
"446",10401,"臺北市","中正區文北里",1811931,4947,0.2086,0.4233,0.3681,2111,5277216,982,1676,2246,5762,0.5259,0.4741,0.2086,0.2371,0.3839,0.1706,15,6,9,2,0,1788,3.22,836,565,387,2278,56.87,37,530,1056,655,0.46,193,150,43,1546,171,341,2,806.74,314.46,67,1572.3,10.6569952603511,10.6569952603511,10.6569952603511,10.6569952603511,10.6569952603511,10.6569952603511,10.6569952603511,10.6569952603511,10.6569952603511,10.6569952603511,10.6569952603511,10.6569952603511,153.671204090022
"447",10401,"臺北市","中正區文盛里",805108,2371,0.1725,0.3855,0.442,952,1189659,830,1181,1184,2744,0.5193,0.4803,0.1698,0.273,0.379,0.1782,3,2,1,5,1,915,2.93,481,277,157,1164,56.66,30,257,542,335,0.43,112,87,25,724,96,227,2,679.99,293.41,62,1467.05,38.2887461065636,38.2887461065636,38.2887461065636,38.2887461065636,38.2887461065636,38.2887461065636,38.2887461065636,38.2887461065636,38.2887461065636,38.2887461065636,38.2887461065636,38.2887461065636,48.421204090022
"448",10401,"臺北市","中正區文祥里",1535192,6760,0.1892,0.3885,0.4223,2700,4218465,1009,1589,3090,8507,0.5297,0.4704,0.2831,0.2304,0.3706,0.1159,6,3,3,5,0,2106,3.99,759,670,677,3073,54.29,52,886,1449,686,0.34,174,129,45,2159,245,421,2,496.83,180.46,12,902.3,-292.000520333528,-292.000520333528,-292.000520333528,-292.000520333528,-292.000520333528,-292.000520333528,-292.000520333528,-292.000520333528,-292.000520333528,-292.000520333528,-292.000520333528,-292.000520333528,-516.328795909978
"449",10401,"臺北市","中正區新營里",1794959,7743,0.2115,0.3841,0.4044,3026,5019740,1070,1548,3582,10324,0.5203,0.4797,0.3278,0.2277,0.3483,0.0962,11,5,6,9,2,2143,4.74,609,639,895,3582,52.44,82,1230,1613,657,0.29,116,77,39,2652,256,423,1,501.11,173.86,10,869.3,-455.681467519037,-455.681467519037,-455.681467519037,-455.681467519037,-455.681467519037,-455.681467519037,-455.681467519037,-455.681467519037,-455.681467519037,-455.681467519037,-455.681467519037,-455.681467519037,-549.328795909978
"450",10401,"臺北市","中正區幸福里",1585716,4124,0.1608,0.3637,0.4755,1671,2469795,840,1223,2014,4990,0.519,0.481,0.2329,0.2657,0.3649,0.1363,15,8,7,8,2,1550,3.19,757,457,336,2012,54.56,37,598,910,467,0.35,142,110,32,1299,187,373,4,787.35,317.78,69,1588.9,128.261633122642,128.261633122642,128.261633122642,128.261633122642,128.261633122642,128.261633122642,128.261633122642,128.261633122642,128.261633122642,128.261633122642,128.261633122642,128.261633122642,170.271204090022
"451",10401,"臺北市","中正區幸市里",1762005,4155,0.18,0.4178,0.4022,1788,3614213,877,1429,1922,4684,0.5307,0.469,0.1789,0.26,0.3813,0.1798,5,4,1,3,0,1605,2.92,821,482,302,1948,56.27,66,442,870,570,0.45,194,156,38,1257,145,369,2,916.76,376.18,82,1880.9,423.178817505062,423.178817505062,423.178817505062,423.178817505062,423.178817505062,423.178817505062,423.178817505062,423.178817505062,423.178817505062,423.178817505062,423.178817505062,423.178817505062,462.271204090022
"452",10401,"臺北市","中正區螢圃里",1274498,5057,0.144,0.3672,0.4888,1947,2110519,679,939,2395,5710,0.5193,0.4807,0.1651,0.2995,0.3655,0.1699,13,7,6,11,0,1920,2.95,988,572,360,2392,55.6,59,643,1009,681,0.41,205,159,46,1494,231,433,2,532.15,223.2,34,1116,-199.618261316872,-199.618261316872,-199.618261316872,-199.618261316872,-199.618261316872,-199.618261316872,-199.618261316872,-199.618261316872,-199.618261316872,-199.618261316872,-199.618261316872,-199.618261316872,-302.628795909978
"453",10401,"臺北市","中正區螢雪里",990322,4145,0.1187,0.3317,0.5496,1531,1466633,652,841,1809,4585,0.5156,0.4846,0.1623,0.3049,0.3817,0.1511,7,3,4,10,3,1445,3.17,700,407,338,1815,56.52,30,449,820,516,0.41,162,130,32,1087,190,318,0,547.44,215.99,30,1079.95,-103.189671564391,-103.189671564391,-103.189671564391,-103.189671564391,-103.189671564391,-103.189671564391,-103.189671564391,-103.189671564391,-103.189671564391,-103.189671564391,-103.189671564391,-103.189671564391,-338.678795909978
"454",10401,"臺北市","中正區永昌里",982613,4746,0.0786,0.2699,0.6515,1485,1297599,614,762,2061,5244,0.5095,0.4905,0.1512,0.3057,0.3785,0.1646,10,6,4,4,3,1575,3.32,711,474,390,2080,57.28,33,466,954,627,0.43,176,134,42,1215,234,343,1,476.77,187.38,15,936.9,-511.887572624852,-511.887572624852,-511.887572624852,-511.887572624852,-511.887572624852,-511.887572624852,-511.887572624852,-511.887572624852,-511.887572624852,-511.887572624852,-511.887572624852,-511.887572624852,-481.728795909978
"455",10401,"臺北市","中正區永功里",1153732,5600,0.1141,0.3123,0.5736,2077,2295019,711,920,2595,6756,0.5087,0.4911,0.2225,0.2907,0.3538,0.1331,8,5,3,9,0,1826,3.63,787,518,521,2554,55.24,37,740,1115,662,0.37,167,135,32,1593,276,402,1,444.6,170.77,8,853.85,-1067.42299908253,-1067.42299908253,-1067.42299908253,-1067.42299908253,-1067.42299908253,-1067.42299908253,-1067.42299908253,-1067.42299908253,-1067.42299908253,-1067.42299908253,-1067.42299908253,-1067.42299908253,-564.778795909978
