"","統計年月","縣市","行政區域","售電量度數","教育程度總計","大學以上比例","大學比例","大學以下比例","納稅單位","綜合所得總額","綜合所得中位數","綜合所得IQR","戶數","總人數","女性比例","男性比例","少年人口比例","青年人口比例","壯年人口比例","老年人口比例","出生數","出生數.男","出生數.女","結婚對數","離婚對數","設有戶籍宅數","設有戶籍宅數之平均人口數","單身或頂客家庭","核心家庭","折衷或大家庭","總戶長數","戶長平均年齡","少年戶長數","青年戶長數","壯年戶長數","老年戶長數","每戶平均老年人口數","獨居老人宅數","一名老年人口宅數","二名以上老年人口宅數","有偶人數","離婚人數","未婚人數","便利商店數","每戶平均用電度數","每人平均用電度數","quanpower","每人平均用電金額","diff北投","diff大安","diff大同","diff南港","diff內湖","diff士林","diff松山","diff萬華","diff文山","diff信義","diff中山","diff中正","diff北市"
"1203",10405,"臺北市","萬華區西門里",1483878,3525,0.1081,0.2862,0.6057,1218,1193777,637,693,2012,4018,0.5403,0.4597,0.1573,0.3056,0.3793,0.1578,7,4,3,12,3,1586,2.51,1034,334,218,1999,53.19,44,705,794,456,0.32,168,147,21,936,356,543,3,737.51,369.31,81,1846.55,417.788746106563,417.788746106563,417.788746106563,417.788746106563,417.788746106563,417.788746106563,417.788746106563,417.788746106563,417.788746106563,417.788746106563,417.788746106563,417.788746106563,427.921204090022
"1204",10405,"臺北市","萬華區孝德里",731443,3069,0.0587,0.2349,0.7064,940,735186,580,615,1288,3500,0.5043,0.4954,0.1754,0.3231,0.3634,0.1377,6,3,3,8,0,986,3.54,381,326,279,1278,55.14,24,336,604,314,0.39,78,61,17,780,131,224,0,567.89,208.98,26,1044.9,-149.400520333528,-149.400520333528,-149.400520333528,-149.400520333528,-149.400520333528,-149.400520333528,-149.400520333528,-149.400520333528,-149.400520333528,-149.400520333528,-149.400520333528,-149.400520333528,-373.728795909978
"1205",10405,"臺北市","萬華區新安里",1083131,5767,0.0567,0.2374,0.7059,1668,1314444,546,646,2667,6530,0.5066,0.4934,0.1706,0.2971,0.3799,0.1525,15,9,6,11,4,2031,3.2,960,604,467,2661,56.65,65,597,1238,761,0.39,196,162,34,1393,407,456,1,406.12,165.87,7,829.35,-495.631467519037,-495.631467519037,-495.631467519037,-495.631467519037,-495.631467519037,-495.631467519037,-495.631467519037,-495.631467519037,-495.631467519037,-495.631467519037,-495.631467519037,-495.631467519037,-589.278795909978
"1206",10405,"臺北市","萬華區新和里",1483194,8051,0.0978,0.3192,0.583,2471,2315014,661,811,3484,8934,0.5191,0.4809,0.1689,0.2792,0.3971,0.1547,13,6,7,11,5,2662,3.37,1081,926,655,3500,57.45,57,734,1763,946,0.41,222,168,54,2017,401,563,1,425.72,166.02,7,830.1,-630.538366877358,-630.538366877358,-630.538366877358,-630.538366877358,-630.538366877358,-630.538366877358,-630.538366877358,-630.538366877358,-630.538366877358,-630.538366877358,-630.538366877358,-630.538366877358,-588.528795909978
"1207",10405,"臺北市","萬華區新起里",2245340,6009,0.1115,0.3095,0.579,2249,2445848,648,842,2977,6710,0.5314,0.4686,0.1571,0.3034,0.383,0.1565,10,8,2,12,6,2402,2.78,1353,633,416,2971,54.73,60,836,1340,735,0.36,261,210,51,1648,401,652,2,754.23,334.63,73,1673.15,215.428817505062,215.428817505062,215.428817505062,215.428817505062,215.428817505062,215.428817505062,215.428817505062,215.428817505062,215.428817505062,215.428817505062,215.428817505062,215.428817505062,254.521204090022
"1208",10405,"臺北市","萬華區新忠里",631214,3330,0.1039,0.2946,0.6015,938,785440,582,734,1569,3722,0.5156,0.4847,0.155,0.238,0.3869,0.2203,8,5,3,5,4,1253,2.95,628,387,238,1572,60.36,19,303,666,584,0.53,187,139,48,868,159,254,2,402.3,169.59,8,847.95,-467.668261316872,-467.668261316872,-467.668261316872,-467.668261316872,-467.668261316872,-467.668261316872,-467.668261316872,-467.668261316872,-467.668261316872,-467.668261316872,-467.668261316872,-467.668261316872,-570.678795909978
"1209",10405,"臺北市","萬華區興德里",1088291,4417,0.0514,0.2393,0.7093,1140,894783,598,633,1794,5220,0.5065,0.4935,0.2144,0.3138,0.3404,0.1314,15,8,7,7,1,1359,3.84,471,442,446,1789,55.53,33,480,786,490,0.39,114,88,26,1100,210,250,1,606.63,208.48,26,1042.4,-140.739671564391,-140.739671564391,-140.739671564391,-140.739671564391,-140.739671564391,-140.739671564391,-140.739671564391,-140.739671564391,-140.739671564391,-140.739671564391,-140.739671564391,-140.739671564391,-376.228795909978
"1210",10405,"臺北市","萬華區忠德里",872024,4009,0.0576,0.2557,0.6867,1227,971928,582,699,1734,4712,0.497,0.503,0.2093,0.3001,0.3415,0.1492,9,5,4,10,2,1282,3.64,510,367,405,1726,55.85,34,457,728,507,0.41,114,98,16,991,208,286,2,502.9,185.06,14,925.3,-523.487572624852,-523.487572624852,-523.487572624852,-523.487572624852,-523.487572624852,-523.487572624852,-523.487572624852,-523.487572624852,-523.487572624852,-523.487572624852,-523.487572624852,-523.487572624852,-493.328795909978
"1211",10405,"臺北市","萬華區忠貞里",847528,4595,0.0609,0.2396,0.6995,1291,1037624,577,649,2308,5125,0.5054,0.4948,0.1592,0.2451,0.3813,0.2146,9,6,3,11,2,1891,2.7,1104,469,318,2314,60.75,33,401,1007,873,0.49,388,340,48,1108,393,449,0,367.21,165.37,6,826.85,-1094.42299908253,-1094.42299908253,-1094.42299908253,-1094.42299908253,-1094.42299908253,-1094.42299908253,-1094.42299908253,-1094.42299908253,-1094.42299908253,-1094.42299908253,-1094.42299908253,-1094.42299908253,-591.778795909978
"1212",10405,"臺北市","文山區博嘉里",1290057,5160,0.1248,0.3256,0.5496,1776,2344145,750,1040,2182,5852,0.5104,0.4894,0.1962,0.3055,0.3742,0.1241,12,7,5,5,2,1652,3.56,667,578,407,2193,54.56,34,595,1081,483,0.34,107,81,26,1413,250,314,0,591.23,220.45,32,1102.25,-344.22661241755,-344.22661241755,-344.22661241755,-344.22661241755,-344.22661241755,-344.22661241755,-344.22661241755,-344.22661241755,-344.22661241755,-344.22661241755,-344.22661241755,-344.22661241755,-316.378795909978
"1213",10405,"臺北市","文山區華興里",2316072,7994,0.1437,0.3348,0.5215,2799,3857964,829,1203,3512,9247,0.5174,0.4826,0.2244,0.2762,0.3756,0.1239,16,10,6,5,1,2857,3.25,1236,994,627,3511,53.24,57,1114,1602,738,0.34,201,145,56,2288,342,560,2,659.47,250.47,46,1252.35,48.0279320596346,48.0279320596346,48.0279320596346,48.0279320596346,48.0279320596346,48.0279320596346,48.0279320596346,48.0279320596346,48.0279320596346,48.0279320596346,48.0279320596346,48.0279320596346,-166.278795909978
"1214",10405,"臺北市","文山區景東里",1258338,6400,0.1295,0.3422,0.5283,2318,2573025,813,999,2890,7760,0.5299,0.4701,0.2492,0.2802,0.3675,0.103,16,8,8,5,3,2179,3.55,867,723,589,2894,52.67,46,919,1406,523,0.28,129,106,23,1866,302,474,1,435.41,162.16,6,810.8,-750.843004739649,-750.843004739649,-750.843004739649,-750.843004739649,-750.843004739649,-750.843004739649,-750.843004739649,-750.843004739649,-750.843004739649,-750.843004739649,-750.843004739649,-750.843004739649,-607.828795909978
"1215",10405,"臺北市","文山區景華里",1255232,5259,0.1314,0.3495,0.5191,1915,2114787,743,984,2272,6233,0.5362,0.4637,0.2272,0.2806,0.3602,0.132,10,3,7,3,3,1666,3.75,608,554,504,2279,54.85,32,667,1035,545,0.37,113,85,28,1527,200,326,1,552.48,201.38,22,1006.9,-421.861253893437,-421.861253893437,-421.861253893437,-421.861253893437,-421.861253893437,-421.861253893437,-421.861253893437,-421.861253893437,-421.861253893437,-421.861253893437,-421.861253893437,-421.861253893437,-411.728795909978
"1216",10405,"臺北市","文山區景美里",849976,4578,0.1402,0.3652,0.4945,1737,2078391,785,1058,2070,5533,0.5261,0.4739,0.2324,0.2765,0.3526,0.1386,11,7,4,4,1,1528,3.62,616,482,430,2059,54.96,33,612,897,517,0.39,138,104,34,1402,156,321,1,410.62,153.62,4,768.1,-426.200520333528,-426.200520333528,-426.200520333528,-426.200520333528,-426.200520333528,-426.200520333528,-426.200520333528,-426.200520333528,-426.200520333528,-426.200520333528,-426.200520333528,-426.200520333528,-650.528795909978
"1217",10405,"臺北市","文山區景慶里",914811,5958,0.1121,0.3256,0.5623,2048,2109565,711,896,2528,7061,0.5223,0.4776,0.2358,0.2756,0.3611,0.1275,19,9,10,10,4,1798,3.93,584,616,598,2531,55.25,41,662,1213,615,0.37,116,86,30,1652,240,375,1,361.87,129.56,1,647.8,-677.181467519037,-677.181467519037,-677.181467519037,-677.181467519037,-677.181467519037,-677.181467519037,-677.181467519037,-677.181467519037,-677.181467519037,-677.181467519037,-677.181467519037,-677.181467519037,-770.828795909978
"1218",10405,"臺北市","文山區景仁里",924149,4207,0.1445,0.3497,0.5058,1608,1849756,776,1096,1903,5109,0.5257,0.4745,0.238,0.2813,0.3598,0.121,12,8,4,7,4,1421,3.59,562,453,406,1907,54.05,35,570,891,411,0.34,94,80,14,1271,172,295,0,485.63,180.89,12,904.45,-556.188366877358,-556.188366877358,-556.188366877358,-556.188366877358,-556.188366877358,-556.188366877358,-556.188366877358,-556.188366877358,-556.188366877358,-556.188366877358,-556.188366877358,-556.188366877358,-514.178795909978
"1219",10405,"臺北市","文山區景行里",1797305,6159,0.1099,0.3257,0.5644,2029,2191015,751,953,3034,7564,0.5296,0.4703,0.2594,0.278,0.357,0.1056,12,6,6,19,1,2236,3.38,1054,615,567,3042,51.96,67,1084,1341,550,0.27,159,132,27,1871,301,605,1,592.39,237.61,40,1188.05,-269.671182494938,-269.671182494938,-269.671182494938,-269.671182494938,-269.671182494938,-269.671182494938,-269.671182494938,-269.671182494938,-269.671182494938,-269.671182494938,-269.671182494938,-269.671182494938,-230.578795909978
"1220",10405,"臺北市","文山區老泉里",181882,831,0.0241,0.1998,0.7762,185,144577,565,629,358,988,0.4858,0.5142,0.2449,0.2955,0.336,0.1235,2,0,2,3,2,164,6.05,44,33,87,358,54.89,1,104,166,87,0.35,10,10,0,235,38,38,0,508.05,184.09,13,920.45,-395.168261316872,-395.168261316872,-395.168261316872,-395.168261316872,-395.168261316872,-395.168261316872,-395.168261316872,-395.168261316872,-395.168261316872,-395.168261316872,-395.168261316872,-395.168261316872,-498.178795909978
"1221",10405,"臺北市","文山區明興里",1363050,6397,0.1224,0.3295,0.5481,2363,2524066,772,956,2766,7204,0.5167,0.4833,0.1956,0.3016,0.3953,0.1074,15,9,6,11,4,2307,3.12,1014,824,469,2771,53.23,51,792,1421,507,0.29,135,99,36,1769,291,456,1,492.79,189.21,16,946.05,-237.089671564391,-237.089671564391,-237.089671564391,-237.089671564391,-237.089671564391,-237.089671564391,-237.089671564391,-237.089671564391,-237.089671564391,-237.089671564391,-237.089671564391,-237.089671564391,-472.578795909978
"1222",10405,"臺北市","文山區明義里",858603,3720,0.068,0.243,0.689,905,917762,584,875,1652,4618,0.5097,0.49,0.293,0.2547,0.3456,0.1068,4,2,2,7,3,1394,3.22,512,608,274,1618,54.05,30,459,798,331,0.3,110,82,28,808,322,294,1,519.74,185.93,14,929.65,-519.137572624852,-519.137572624852,-519.137572624852,-519.137572624852,-519.137572624852,-519.137572624852,-519.137572624852,-519.137572624852,-519.137572624852,-519.137572624852,-519.137572624852,-519.137572624852,-488.978795909978
"1223",10405,"臺北市","文山區木柵里",2129247,7946,0.1452,0.3461,0.5087,2835,4034642,813,1195,3512,9194,0.5236,0.4764,0.2127,0.2654,0.3776,0.1442,15,10,5,14,6,2919,3.16,1305,1002,612,3541,54.51,66,987,1644,844,0.38,233,170,63,2333,303,539,1,606.28,231.59,37,1157.95,-763.322999082527,-763.322999082527,-763.322999082527,-763.322999082527,-763.322999082527,-763.322999082527,-763.322999082527,-763.322999082527,-763.322999082527,-763.322999082527,-763.322999082527,-763.322999082527,-260.678795909978
"1224",10405,"臺北市","文山區木新里",1839395,9349,0.1003,0.2899,0.6098,2808,2816248,650,824,4324,10491,0.4958,0.5042,0.187,0.2868,0.4067,0.1194,18,7,11,13,4,2721,3.87,1126,900,695,4364,54.48,69,1107,2325,863,0.3,171,128,43,2361,740,901,2,425.39,175.33,10,876.65,-569.82661241755,-569.82661241755,-569.82661241755,-569.82661241755,-569.82661241755,-569.82661241755,-569.82661241755,-569.82661241755,-569.82661241755,-569.82661241755,-569.82661241755,-569.82661241755,-541.978795909978
"1225",10405,"臺北市","文山區試院里",1624191,6291,0.1383,0.3637,0.498,2335,2795659,792,1009,2784,7258,0.5215,0.4786,0.2155,0.2866,0.3788,0.1193,11,6,5,10,0,2234,3.26,956,782,496,2791,53.9,52,803,1357,579,0.33,152,121,31,1825,254,445,1,583.4,223.78,34,1118.9,-85.4220679403652,-85.4220679403652,-85.4220679403652,-85.4220679403652,-85.4220679403652,-85.4220679403652,-85.4220679403652,-85.4220679403652,-85.4220679403652,-85.4220679403652,-85.4220679403652,-85.4220679403652,-299.728795909978
"1226",10405,"臺北市","文山區順興里",1394670,6811,0.0985,0.3105,0.591,2355,2343506,664,846,2865,8092,0.5129,0.4871,0.239,0.2998,0.3591,0.1022,18,10,8,12,2,2230,3.62,819,773,638,2868,53.24,43,882,1411,532,0.29,116,92,24,1853,323,404,2,486.8,172.35,9,861.75,-699.893004739649,-699.893004739649,-699.893004739649,-699.893004739649,-699.893004739649,-699.893004739649,-699.893004739649,-699.893004739649,-699.893004739649,-699.893004739649,-699.893004739649,-699.893004739649,-556.878795909978
"1227",10405,"臺北市","文山區萬芳里",1873606,7257,0.1338,0.3424,0.5238,2680,2940446,746,986,3140,8402,0.5274,0.4727,0.213,0.2997,0.3855,0.1016,15,10,5,11,1,2618,3.2,1085,976,557,3144,53.26,44,936,1640,524,0.28,124,92,32,1929,452,505,2,596.69,223,33,1115,-313.761253893437,-313.761253893437,-313.761253893437,-313.761253893437,-313.761253893437,-313.761253893437,-313.761253893437,-313.761253893437,-313.761253893437,-313.761253893437,-313.761253893437,-313.761253893437,-303.628795909978
"1228",10405,"臺北市","文山區萬和里",811624,3014,0.1337,0.3109,0.5554,980,1179105,828,1014,1406,3386,0.5233,0.4767,0.179,0.2493,0.3662,0.2056,10,6,4,8,0,1145,2.97,579,334,232,1420,57.75,28,357,561,474,0.5,148,104,44,813,124,252,0,577.26,239.7,41,1198.5,4.19947966647192,4.19947966647192,4.19947966647192,4.19947966647192,4.19947966647192,4.19947966647192,4.19947966647192,4.19947966647192,4.19947966647192,4.19947966647192,4.19947966647192,4.19947966647192,-220.128795909978
"1229",10405,"臺北市","文山區萬隆里",1298308,6544,0.1539,0.3678,0.4783,2515,2906880,794,1162,2918,7746,0.53,0.4702,0.2264,0.2714,0.3801,0.1221,10,4,6,12,0,2241,3.43,912,758,571,2909,54.27,52,819,1423,615,0.34,170,122,48,1915,257,465,2,444.93,167.61,7,838.05,-486.931467519037,-486.931467519037,-486.931467519037,-486.931467519037,-486.931467519037,-486.931467519037,-486.931467519037,-486.931467519037,-486.931467519037,-486.931467519037,-486.931467519037,-486.931467519037,-580.578795909978
"1230",10405,"臺北市","文山區萬美里",1624403,6705,0.1324,0.3411,0.5265,2245,3315561,752,1199,2844,7600,0.5167,0.4834,0.2021,0.2837,0.3986,0.1158,14,9,5,13,4,2394,3.17,1022,890,482,2850,53.91,42,731,1563,514,0.32,110,79,31,1772,406,468,0,571.17,213.74,29,1068.7,-391.938366877358,-391.938366877358,-391.938366877358,-391.938366877358,-391.938366877358,-391.938366877358,-391.938366877358,-391.938366877358,-391.938366877358,-391.938366877358,-391.938366877358,-391.938366877358,-349.928795909978
"1231",10405,"臺北市","文山區萬年里",1065642,5012,0.1538,0.3553,0.4908,1848,2459370,761,1095,2274,5670,0.5185,0.4815,0.1744,0.2924,0.3788,0.1545,6,3,3,9,2,1822,3.1,860,605,357,2261,56.06,45,557,1056,603,0.4,183,133,50,1433,211,382,2,468.62,187.94,15,939.7,-518.021182494938,-518.021182494938,-518.021182494938,-518.021182494938,-518.021182494938,-518.021182494938,-518.021182494938,-518.021182494938,-518.021182494938,-518.021182494938,-518.021182494938,-518.021182494938,-478.928795909978
"1232",10405,"臺北市","文山區萬盛里",1354746,4401,0.1586,0.347,0.4944,1638,1825254,777,1058,2028,4939,0.5199,0.4801,0.1642,0.2903,0.3889,0.1563,12,5,7,7,3,1627,3.02,803,507,317,2034,55.56,49,548,916,521,0.39,158,124,34,1253,189,374,1,668.02,274.3,54,1371.5,55.8817386831277,55.8817386831277,55.8817386831277,55.8817386831277,55.8817386831277,55.8817386831277,55.8817386831277,55.8817386831277,55.8817386831277,55.8817386831277,55.8817386831277,55.8817386831277,-47.1287959099782
"1233",10405,"臺北市","文山區萬祥里",1040962,4187,0.1283,0.3477,0.524,1574,1643143,758,1035,1896,4930,0.5302,0.47,0.2158,0.2805,0.3659,0.1375,5,2,3,11,1,1471,3.32,647,456,368,1906,54.92,29,533,890,454,0.36,125,96,29,1231,167,292,1,549.03,211.15,27,1055.75,-127.389671564391,-127.389671564391,-127.389671564391,-127.389671564391,-127.389671564391,-127.389671564391,-127.389671564391,-127.389671564391,-127.389671564391,-127.389671564391,-127.389671564391,-127.389671564391,-362.878795909978
"1234",10405,"臺北市","文山區萬興里",2028830,7428,0.1836,0.3453,0.4711,2771,4198788,883,1413,3236,8889,0.5129,0.4871,0.2518,0.2618,0.3771,0.1092,12,5,7,9,6,2609,3.42,1039,958,612,3247,53.29,71,926,1626,624,0.31,182,137,45,2223,292,473,2,626.96,228.24,36,1141.2,-307.587572624852,-307.587572624852,-307.587572624852,-307.587572624852,-307.587572624852,-307.587572624852,-307.587572624852,-307.587572624852,-307.587572624852,-307.587572624852,-307.587572624852,-307.587572624852,-277.428795909978
"1235",10405,"臺北市","文山區萬有里",1110977,4977,0.1491,0.3593,0.4917,1811,2146804,795,1119,2184,5890,0.5178,0.4822,0.2343,0.2851,0.3613,0.1194,8,4,4,4,3,1694,3.45,676,589,429,2168,54.07,39,636,1018,475,0.34,128,95,33,1500,182,308,0,508.69,188.62,16,943.1,-978.172999082527,-978.172999082527,-978.172999082527,-978.172999082527,-978.172999082527,-978.172999082527,-978.172999082527,-978.172999082527,-978.172999082527,-978.172999082527,-978.172999082527,-978.172999082527,-475.528795909978
"1236",10405,"臺北市","文山區興安里",1573617,5917,0.1541,0.3659,0.48,2249,2872222,807,1143,2646,6856,0.5228,0.4772,0.2144,0.2719,0.3786,0.1351,13,6,7,9,0,2144,3.21,963,707,474,2654,54.47,41,737,1285,591,0.36,186,137,49,1758,243,384,1,594.72,229.52,36,1147.6,-298.87661241755,-298.87661241755,-298.87661241755,-298.87661241755,-298.87661241755,-298.87661241755,-298.87661241755,-298.87661241755,-298.87661241755,-298.87661241755,-298.87661241755,-298.87661241755,-271.028795909978
"1237",10405,"臺北市","文山區興邦里",1210985,4403,0.1285,0.3448,0.5267,1432,1538535,767,973,2052,4888,0.5258,0.4742,0.1862,0.2831,0.3932,0.1375,9,4,5,9,0,1722,2.89,851,588,283,2084,53.6,31,641,949,463,0.33,152,115,37,1297,230,357,1,590.15,247.75,45,1238.75,34.4279320596347,34.4279320596347,34.4279320596347,34.4279320596347,34.4279320596347,34.4279320596347,34.4279320596347,34.4279320596347,34.4279320596347,34.4279320596347,34.4279320596347,34.4279320596347,-179.878795909978
"1238",10405,"臺北市","文山區興昌里",1639710,6108,0.1631,0.3752,0.4617,2418,3643553,900,1247,2786,7034,0.522,0.478,0.2044,0.2835,0.3941,0.1179,14,7,7,3,0,2425,2.9,1177,864,384,2802,52.45,49,933,1328,492,0.31,134,101,33,1765,319,531,0,588.55,233.11,38,1165.55,-396.093004739649,-396.093004739649,-396.093004739649,-396.093004739649,-396.093004739649,-396.093004739649,-396.093004739649,-396.093004739649,-396.093004739649,-396.093004739649,-396.093004739649,-396.093004739649,-253.078795909978
"1239",10405,"臺北市","文山區興得里",1447877,5493,0.1205,0.3317,0.5478,1942,1978134,704,923,2383,6331,0.5143,0.4857,0.2104,0.2979,0.3702,0.1213,14,8,6,7,3,1871,3.38,779,618,474,2395,54.32,50,665,1145,535,0.33,127,95,32,1501,255,385,1,607.59,228.7,36,1143.5,-285.261253893437,-285.261253893437,-285.261253893437,-285.261253893437,-285.261253893437,-285.261253893437,-285.261253893437,-285.261253893437,-285.261253893437,-285.261253893437,-285.261253893437,-285.261253893437,-275.128795909978
"1240",10405,"臺北市","文山區興豐里",1254862,4430,0.1391,0.3429,0.5181,1670,2132935,796,1147,1999,5104,0.52,0.48,0.2143,0.2741,0.384,0.1275,4,1,3,6,0,1630,3.13,735,552,343,2016,53.68,34,614,949,419,0.33,107,74,33,1334,181,334,0,627.74,245.86,44,1229.3,34.9994796664721,34.9994796664721,34.9994796664721,34.9994796664721,34.9994796664721,34.9994796664721,34.9994796664721,34.9994796664721,34.9994796664721,34.9994796664721,34.9994796664721,34.9994796664721,-189.328795909978
"1241",10405,"臺北市","文山區興福里",1142048,5226,0.1156,0.3257,0.5587,1897,1954437,718,949,2198,6408,0.5153,0.4847,0.2576,0.2806,0.3589,0.1028,9,3,6,11,3,1589,4.01,480,582,527,2181,53.95,36,630,1077,438,0.31,83,56,27,1515,199,273,0,519.59,178.22,11,891.1,-433.881467519037,-433.881467519037,-433.881467519037,-433.881467519037,-433.881467519037,-433.881467519037,-433.881467519037,-433.881467519037,-433.881467519037,-433.881467519037,-433.881467519037,-433.881467519037,-527.528795909978
"1242",10405,"臺北市","文山區興光里",941000,3226,0.1221,0.3277,0.5502,1142,1314969,729,991,1466,3678,0.5299,0.4704,0.2142,0.2817,0.382,0.1223,8,4,4,6,1,1207,3.08,580,380,247,1503,52.78,37,477,692,297,0.31,90,69,21,918,172,276,1,641.88,255.85,48,1279.25,-181.388366877358,-181.388366877358,-181.388366877358,-181.388366877358,-181.388366877358,-181.388366877358,-181.388366877358,-181.388366877358,-181.388366877358,-181.388366877358,-181.388366877358,-181.388366877358,-139.378795909978
"1243",10405,"臺北市","文山區興家里",1413681,6846,0.1046,0.3431,0.5523,2459,2590808,697,865,2829,7878,0.5103,0.4898,0.1987,0.3294,0.3727,0.0993,17,9,8,6,3,2260,3.49,858,845,557,2841,53.29,54,832,1452,503,0.29,114,84,30,1812,345,436,0,499.71,179.45,11,897.25,-560.471182494938,-560.471182494938,-560.471182494938,-560.471182494938,-560.471182494938,-560.471182494938,-560.471182494938,-560.471182494938,-560.471182494938,-560.471182494938,-560.471182494938,-560.471182494938,-521.378795909978
"1244",10405,"臺北市","文山區興泰里",1085453,3625,0.1233,0.3393,0.5374,1355,1505309,754,939,1686,4078,0.5228,0.4772,0.1741,0.2835,0.4056,0.1368,8,3,5,4,2,1409,2.92,700,457,252,1683,53.99,35,476,814,358,0.33,105,82,23,1024,174,296,0,643.8,266.17,51,1330.85,15.2317386831278,15.2317386831278,15.2317386831278,15.2317386831278,15.2317386831278,15.2317386831278,15.2317386831278,15.2317386831278,15.2317386831278,15.2317386831278,15.2317386831278,15.2317386831278,-87.778795909978
"1245",10405,"臺北市","文山區興旺里",1919976,7473,0.112,0.3487,0.5393,2733,2777448,749,868,3342,8602,0.5181,0.4819,0.2032,0.3246,0.3736,0.0985,19,9,10,11,1,2816,3.08,1297,980,539,3381,51.39,42,1225,1570,544,0.26,136,103,33,2148,391,594,1,574.5,223.2,34,1116,-67.1396715643907,-67.1396715643907,-67.1396715643907,-67.1396715643907,-67.1396715643907,-67.1396715643907,-67.1396715643907,-67.1396715643907,-67.1396715643907,-67.1396715643907,-67.1396715643907,-67.1396715643907,-302.628795909978
"1246",10405,"臺北市","文山區興業里",1375251,4957,0.1382,0.3607,0.5011,1935,2113747,768,964,2088,5603,0.5203,0.4797,0.176,0.2884,0.3844,0.151,7,5,2,3,2,1719,3.25,711,630,378,2079,55.92,31,522,1002,524,0.42,149,112,37,1375,180,314,1,658.65,245.45,44,1227.25,-221.537572624852,-221.537572624852,-221.537572624852,-221.537572624852,-221.537572624852,-221.537572624852,-221.537572624852,-221.537572624852,-221.537572624852,-221.537572624852,-221.537572624852,-221.537572624852,-191.378795909978
"1247",10405,"臺北市","文山區樟腳里",1175351,5039,0.1171,0.3425,0.5404,1869,2342625,755,1106,2074,6008,0.5186,0.4814,0.2457,0.2873,0.3693,0.0979,10,5,5,5,1,1666,3.59,605,639,422,2084,53.14,31,600,1079,374,0.3,90,71,19,1440,184,279,1,566.71,195.63,19,978.15,-943.122999082527,-943.122999082527,-943.122999082527,-943.122999082527,-943.122999082527,-943.122999082527,-943.122999082527,-943.122999082527,-943.122999082527,-943.122999082527,-943.122999082527,-943.122999082527,-440.478795909978
"1248",10405,"臺北市","文山區樟林里",1062165,7699,0.1264,0.341,0.5327,2831,2960053,728,906,3190,8966,0.5086,0.4914,0.217,0.2857,0.3649,0.1321,16,8,8,8,1,2574,3.47,962,948,664,3221,55.29,45,848,1534,794,0.39,207,152,55,2110,304,440,0,332.97,118.47,1,592.35,-854.12661241755,-854.12661241755,-854.12661241755,-854.12661241755,-854.12661241755,-854.12661241755,-854.12661241755,-854.12661241755,-854.12661241755,-854.12661241755,-854.12661241755,-854.12661241755,-826.278795909978
"1249",10405,"臺北市","文山區樟樹里",935741,4435,0.1057,0.3163,0.5779,1416,1492853,706,855,1828,5246,0.5261,0.4739,0.2329,0.3088,0.3485,0.11,11,5,6,12,1,1401,3.74,462,527,412,1822,53.8,21,548,870,383,0.33,85,61,24,1219,190,239,0,511.89,178.37,11,891.85,-312.472067940365,-312.472067940365,-312.472067940365,-312.472067940365,-312.472067940365,-312.472067940365,-312.472067940365,-312.472067940365,-312.472067940365,-312.472067940365,-312.472067940365,-312.472067940365,-526.778795909978
"1250",10405,"臺北市","文山區樟文里",1262587,5605,0.1101,0.3194,0.5706,1853,1882863,697,869,2350,6638,0.5128,0.4872,0.2224,0.3019,0.3637,0.1121,10,3,7,8,3,1885,3.51,682,741,462,2353,53.84,36,687,1143,487,0.32,122,88,34,1580,220,338,0,537.27,190.21,17,951.05,-610.593004739649,-610.593004739649,-610.593004739649,-610.593004739649,-610.593004739649,-610.593004739649,-610.593004739649,-610.593004739649,-610.593004739649,-610.593004739649,-610.593004739649,-610.593004739649,-467.578795909978
"1251",10405,"臺北市","文山區樟新里",1126649,4995,0.1285,0.3552,0.5163,2079,2678229,818,1062,2172,5958,0.52,0.48,0.2456,0.2796,0.376,0.0987,6,4,2,7,0,1751,3.4,679,670,402,2169,53.15,32,621,1124,392,0.28,118,95,23,1501,200,288,1,518.72,189.1,16,945.5,-483.261253893437,-483.261253893437,-483.261253893437,-483.261253893437,-483.261253893437,-483.261253893437,-483.261253893437,-483.261253893437,-483.261253893437,-483.261253893437,-483.261253893437,-483.261253893437,-473.128795909978
"1252",10405,"臺北市","文山區政大里",2043282,6261,0.2108,0.3907,0.3985,2082,3849431,1274,1732,2865,7876,0.5194,0.4807,0.305,0.2402,0.3809,0.0739,14,9,5,8,1,2412,3.3,961,984,467,2921,49.52,56,1139,1407,319,0.21,79,64,15,2114,260,409,1,713.19,259.43,49,1297.15,102.849479666472,102.849479666472,102.849479666472,102.849479666472,102.849479666472,102.849479666472,102.849479666472,102.849479666472,102.849479666472,102.849479666472,102.849479666472,102.849479666472,-121.478795909978
"1253",10405,"臺北市","文山區指南里",1032540,3473,0.1489,0.2784,0.5727,1033,1218443,734,1090,1660,3936,0.4822,0.5178,0.2063,0.2932,0.3844,0.1159,4,2,2,6,2,1191,3.34,601,332,258,1676,53.3,30,485,826,335,0.29,73,58,15,1066,173,293,1,622.01,262.33,50,1311.65,-13.331467519037,-13.331467519037,-13.331467519037,-13.331467519037,-13.331467519037,-13.331467519037,-13.331467519037,-13.331467519037,-13.331467519037,-13.331467519037,-13.331467519037,-13.331467519037,-106.978795909978
